Gene	Length	Counts	TotalReads	RPKM(34736836 pairs)	TPM(11.14 norm. reads)
GNA12	5395	1573	34736836	8.39357577242	26.1772710703
CH507-9B2.9	3629	1058	34736836	8.39283028678	26.1749461041
PRKAB1	3140	915	34736836	8.38882602564	26.1624579069
ANKS1A	6371	1856	34736836	8.38648758768	26.1551649574
TMEM160	666	194	34736836	8.3856598595	26.1525834992
RP11-342D11.2	783	228	34736836	8.38267882151	26.1432864557
WBP1L	4286	1248	34736836	8.38247294488	26.1426443827
GON4L	8526	2482	34736836	8.38042783365	26.1362662391
KDM4A-AS1	1708	497	34736836	8.37680226712	26.124959087
RP11-54O7.1	3045	886	34736836	8.37637605548	26.1236298493
CHIC2	1200	349	34736836	8.372476219	26.1114673241
TMEM167B	3733	1085	34736836	8.36722581693	26.0950927536
NPC2	2564	745	34736836	8.36465423808	26.0870727013
SDCCAG8	2585	751	34736836	8.36352060717	26.083537216
TAF1	7762	2254	34736836	8.35968696115	26.0715811208
AL357673.1	2666	774	34736836	8.35777272994	26.0656111563
CTPS2	4873	1414	34736836	8.35338964918	26.0519415242
POLR3D	5583	1620	34736836	8.35328171826	26.0516049171
EDEM2	1930	560	34736836	8.35296111639	26.0506050475
GTF2H2	4502	1306	34736836	8.35117199132	26.0450252548
UGT8	4602	1335	34736836	8.35111363244	26.0448432494
DNMT3B	4654	1350	34736836	8.35058942721	26.0432083964
CXorf40B	2267	657	34736836	8.34302588789	26.0196197825
TMOD3	8265	2395	34736836	8.34204256684	26.0165530726
SPHAR	649	188	34736836	8.33917128404	26.0075983255
HOXA-AS3	5518	1598	34736836	8.33690438355	26.0005284818
FRS2	6855	1984	34736836	8.33189811139	25.9849152858
DPP8	8939	2587	34736836	8.3313855592	25.9833167755
FBXW4	2492	721	34736836	8.32907875365	25.9761224788
DNASE1	11686	3381	34736836	8.32892651794	25.9756476972
TAF1A	2293	663	34736836	8.32375359395	25.9595147597
SWAP70	4894	1415	34736836	8.32342779818	25.9584986917
E2F7	5753	1663	34736836	8.32161495542	25.9528449301
EFR3A	5506	1591	34736836	8.31847497303	25.9430521823
POMT2	4897	1414	34736836	8.31245002256	25.9242620068
ABHD3	2591	748	34736836	8.3108209641	25.9191814183
TOM1L1	5887	1699	34736836	8.30824098132	25.9111351564
C10orf76	4335	1251	34736836	8.30764537331	25.9092776177
NUDT16L1	2070	597	34736836	8.30259258792	25.8935193597
CCDC115	1651	476	34736836	8.29983810505	25.8849288797
IFIT5	4017	1158	34736836	8.29882237876	25.8817611067
NAT14	2165	624	34736836	8.29729308124	25.8769916453
ANKZF1	2651	764	34736836	8.29647048644	25.8744261967
CEP104	6677	1924	34736836	8.29532552385	25.870855371
SNX25	3520	1014	34736836	8.29287335836	25.8632077364
HEBP1	2684	773	34736836	8.29099635401	25.8573538723
PTEN	9118	2625	34736836	8.28780380564	25.8473971856
BRIP1	7132	2053	34736836	8.28680952595	25.8442962987
CST3	3700	1065	34736836	8.28624224261	25.8425270969
CHST10	3014	867	34736836	8.28105351554	25.8263448739
RP11-138I1.3	306	88	34736836	8.27886855747	25.8195305862
SLC26A2	8083	2324	34736836	8.27700631718	25.8137227672
SNX9	4226	1215	34736836	8.27668690838	25.8127266184
JADE3	5009	1440	34736836	8.2760137234	25.8106271382
BLOC1S4	1618	465	34736836	8.2734029599	25.8024848797
TRAPPC2	3031	871	34736836	8.27259875659	25.7999767892
MIR186	87	25	34736836	8.27238041597	25.7992958444
ZMAT5	905	260	34736836	8.2705522656	25.7935943426
EHMT1	6311	1813	34736836	8.27007342983	25.7921009845
SKIL	7227	2076	34736836	8.26949589976	25.7902998259
RASEF	6667	1915	34736836	8.2689061899	25.7884606819
RP11-831H9.3	94	27	34736836	8.26886025409	25.7883174206
ONECUT2	16123	4627	34736836	8.26158522376	25.7656285874
TPD52	4918	1411	34736836	8.25939489811	25.7587975598
TGFBRAP1	6017	1726	34736836	8.25791715488	25.7541888821
RP13-516M14.10	631	181	34736836	8.25769726848	25.7535031164
MON1A	2545	730	34736836	8.25742837278	25.7526645042
ZNF138	2856	819	34736836	8.25534904452	25.7461796471
GPR108	2347	673	34736836	8.25489809519	25.7447732592
ADORA2B	1737	498	34736836	8.2535211031	25.7404787969
RNF113A	1354	388	34736836	8.24940836991	25.727652305
USP12	4760	1364	34736836	8.24930116977	25.727317977
ZCCHC9	4611	1321	34736836	8.24740719207	25.7214111777
NDUFS7	3306	947	34736836	8.24625710939	25.7178243838
RP11-697H9.2	426	122	34736836	8.24441743991	25.712086957
MADD	6870	1967	34736836	8.24246980032	25.7060128009
ZNF195	4275	1224	34736836	8.24242569109	25.7058752363
DDIT3	1181	338	34736836	8.23903873029	25.6953122303
FURIN	4550	1302	34736836	8.23776368561	25.6913357141
RPAP1	4690	1342	34736836	8.23738595382	25.6901576718
FCHSD2	4997	1429	34736836	8.23251671366	25.6749718412
GPR27	2448	700	34736836	8.23182953158	25.6728287079
ZNF358	1959	560	34736836	8.22930829742	25.664965667
FKBP5	10641	3041	34736836	8.22704208067	25.6578979557
PLIN3	2341	669	34736836	8.22686642205	25.6573501244
ZXDC	3867	1105	34736836	8.22617317082	25.6551880631
MDM4	10265	2933	34736836	8.2255103093	25.653120779
NDST2	3766	1076	34736836	8.22510967073	25.6518712967
TRMT13	3451	986	34736836	8.22510967073	25.6518712967
TRIP4	2058	588	34736836	8.22510967073	25.6518712967
RP1-12G14.9	749	214	34736836	8.22510967073	25.6518712967
CTSH	2202	629	34736836	8.22324202549	25.6460466211
CUX1	15620	4461	34736836	8.22168692983	25.6411967024
ADGRA3	5904	1686	34736836	8.22093024509	25.6388368093
LINC00294	3307	944	34736836	8.21764812583	25.6286007754
KBTBD8	4684	1337	34736836	8.21720766529	25.6272270993
TCAIM	6108	1743	34736836	8.21501007634	25.6203734194
RCL1	2797	798	34736836	8.2133469111	25.6151864611
FEM1A	9594	2736	34736836	8.20967794527	25.6037439585
RRAGD	4907	1399	34736836	8.20750957871	25.5969814152
RWDD4	2649	755	34736836	8.20492725742	25.5889278602
ARHGEF11	6930	1975	34736836	8.20433919177	25.587093844
SNAPC3	6385	1819	34736836	8.20127810787	25.5775471591
ZKSCAN5	4497	1281	34736836	8.20041788053	25.5748643449
RP11-574K11.31	5835	1662	34736836	8.19973658177	25.5727395601
L34079.4	548	156	34736836	8.1950910223	25.5582513285
HIC2	7223	2056	34736836	8.19436372568	25.5559830889
TCTN2	2930	834	34736836	8.19423041941	25.5555673431
DEXI	1725	491	34736836	8.19411650386	25.5552120715
NKX2-5	2003	570	34736836	8.19225850879	25.5494174922
SLC38A10	4613	1312	34736836	8.18766607587	25.5350949479
GNPTG	2187	622	34736836	8.18750057302	25.5345787897
CCDC142	3415	971	34736836	8.18536902372	25.5279310694
MAN2A1	4689	1333	34736836	8.1838876453	25.5233110546
WBSCR16	3567	1014	34736836	8.18360365053	25.5224253524
FAM117B	5771	1640	34736836	8.18092696413	25.5140774984
MAN2C1	3361	955	34736836	8.17983608284	25.5106753375
RP11-666O2.2	433	123	34736836	8.17762058487	25.5037658042
PHTF1	3841	1091	34736836	8.17692821601	25.5016064948
EHD1	4982	1415	34736836	8.17640619115	25.4999784418
TRIM44	12969	3683	34736836	8.17532394252	25.4966032038
THTPA	2877	817	34736836	8.17507859001	25.4958380163
PCBP1-AS1	13544	3846	34736836	8.17470476061	25.4946721445
AP003068.9	546	155	34736836	8.17238460874	25.4874362243
HERPUD2	3065	870	34736836	8.17143848202	25.4844855134
ECE1	5563	1579	34736836	8.17114301551	25.483564034
AP4B1	2900	823	34736836	8.16980289881	25.4793845759
TXNDC16	4585	1301	34736836	8.16860128368	25.4756370664
SNAPC4	5033	1428	34736836	8.16791141155	25.4734855436
ANKMY2	2725	773	34736836	8.16625108777	25.4683074471
C11orf49	2239	635	34736836	8.16449586566	25.4628333886
RP11-54O7.3	1393	395	34736836	8.16311135663	25.4585154829
GZF1	4841	1372	34736836	8.15884665128	25.4452150314
CCDC85B	1525	432	34736836	8.15499398174	25.433199607
INO80	6475	1834	34736836	8.15397358709	25.4300172747
SETX	11126	3151	34736836	8.1530309189	25.42707735
SLC35A1	1911	541	34736836	8.1497881536	25.4169640504
FAM71E1	1286	364	34736836	8.14835903617	25.4125070233
UCKL1	2286	647	34736836	8.14775190261	25.4106135396
RP11-352G18.2	502	142	34736836	8.14318626764	25.3963745707
GET4	4614	1305	34736836	8.14221682295	25.3933511374
TRIM11	7880	2228	34736836	8.13951842797	25.3849355802
RP11-45M22.4	1705	482	34736836	8.13827566834	25.3810597522
CTC-444N24.11	4259	1203	34736836	8.1314450032	25.3597567727
PARVB	5962	1684	34736836	8.13129761813	25.3592971189
CBL	11247	3176	34736836	8.12930729082	25.3530898315
IER2	3074	868	34736836	8.12878437856	25.3514590109
WRAP53	4176	1179	34736836	8.12761375869	25.3478081671
SIAH2	2519	711	34736836	8.12552021263	25.3412789686
SMAD4	8919	2517	34736836	8.1241286741	25.3369391399
ELK4	10942	3087	34736836	8.1217508168	25.3295232522
FBXO33	3857	1088	34736836	8.12061644443	25.3259854545
ARAP1-AS1	390	110	34736836	8.11965954675	25.3230011519
TUSC3	4014	1132	34736836	8.11855618222	25.3195600592
SLAIN1	3557	1003	34736836	8.11758434049	25.3165291502
BMPR2	11474	3235	34736836	8.11650725526	25.3131700154
TXNDC11	3234	911	34736836	8.10938843078	25.2909683456
HERC5	3618	1019	34736836	8.10803030422	25.2867327197
FLJ20306	1953	550	34736836	8.10718695144	25.2841025326
TMEM147-AS1	3584	1009	34736836	8.10462466579	25.2761114633
PLPPR2	2753	775	34736836	8.10410823896	25.274500869
FNBP1L	5533	1557	34736836	8.10098231532	25.2647519667
SAT1	1688	475	34736836	8.10085594052	25.2643578382
DYRK3	2662	749	34736836	8.09997182638	25.2616005276
IFT22	2518	708	34736836	8.09444867517	25.244375327
SDHAF2	2216	623	34736836	8.09334460155	25.2409320228
TRAPPC10	7798	2192	34736836	8.09220843727	25.2373886366
EDRF1-AS1	1634	459	34736836	8.0866821824	25.2201537565
KDM5B	10481	2943	34736836	8.08345979996	25.2101040256
TCFL5	3443	966	34736836	8.0769955843	25.1899439019
OSBPL3	6783	1903	34736836	8.07656537843	25.1886022073
MPP1	2210	620	34736836	8.07623890746	25.1875840334
RP5-972B16.2	963	270	34736836	8.07136930306	25.1723970669
RP3-402G11.28	642	180	34736836	8.07136930306	25.1723970669
RP11-418J17.1	4320	1211	34736836	8.06993688412	25.1679297433
ARHGEF2	4727	1325	34736836	8.06937721558	25.1661842899
VPS11	3543	993	34736836	8.06840775067	25.1631607936
BET1L	3591	1006	34736836	8.06477614889	25.1518348192
TONSL-AS1	432	121	34736836	8.06327302212	25.1471469772
THEM4	2561	717	34736836	8.05970820723	25.1360292929
ZBTB6	4108	1150	34736836	8.05892561458	25.1335886001
EFNB2	4466	1250	34736836	8.05751339218	25.129184264
CTD-3185P2.1	2170	607	34736836	8.05264769377	25.1140094792
C10orf35	1069	299	34736836	8.05198996298	25.1119581965
CTB-96E2.3	1052	294	34736836	8.0452831285	25.091041411
MANEA	4978	1390	34736836	8.03840067258	25.0695769101
DTNBP1	2690	751	34736836	8.03706348309	25.0654065812
POLH	3551	991	34736836	8.03401658489	25.0559041376
CTD-3193O13.8	319	89	34736836	8.03172934932	25.0487708744
ARHGAP8	1742	486	34736836	8.03152212969	25.0481246129
ZSCAN21	2011	561	34736836	8.0308318441	25.0459718007
FGFR1	6540	1824	34736836	8.02891439418	25.0399917979
CRAMP1	7793	2173	34736836	8.02721308877	25.0346858908
CDH2	4465	1245	34736836	8.0270807145	25.0342730516
STAT5B	5122	1428	34736836	8.02598557874	25.0308576222
BCL9	6288	1753	34736836	8.02562983219	25.0297481458
CTD-2192J16.22	843	235	34736836	8.02509217578	25.0280713423
MEX3D	2852	795	34736836	8.02467309215	25.0267643349
TUBD1	2512	700	34736836	8.02210139064	25.0187439001
POU4F1	4549	1267	34736836	8.01808064077	25.006204279
STYXL1	2018	562	34736836	8.01724019937	25.0035831718
ING5	5451	1518	34736836	8.01687904616	25.0024568335
TNRC6B	18838	5246	34736836	8.01684035802	25.0023361758
DUSP1	2023	563	34736836	8.01165526751	24.9861652942
RP11-205M5.3	2386	664	34736836	8.01138091986	24.9853096788
KBTBD4	3299	918	34736836	8.01069335316	24.983165346
CTC-435M10.3	1970	548	34736836	8.00800017689	24.9747660645
RP1-30M3.5	888	247	34736836	8.00744066481	24.9730210991
RP11-815I9.4	1834	510	34736836	8.0053548322	24.9665159567
AFMID	2183	607	34736836	8.00469330988	24.9644528492
DNAJB14	6109	1698	34736836	8.00160857312	24.9548323975
PMM1	1306	363	34736836	8.0015327999	24.9545960815
TRIM24	8429	2342	34736836	7.99872155309	24.9458285703
NUFIP1	3502	973	34736836	7.99846116039	24.9450164766
BATF3	983	273	34736836	7.99500741647	24.9342451923
DYM	5398	1499	34736836	7.99426415108	24.9319271505
DDX10	7507	2084	34736836	7.99173437303	24.9240374635
CNOT6L	8855	2458	34736836	7.99103540342	24.9218575681
CHTF18	3872	1074	34736836	7.98506902177	24.9032500528
AC107871.1	119	33	34736836	7.98319468042	24.8974044939
RP5-1039K5.12	1850	513	34736836	7.98280238584	24.8961810342
POP4	4829	1339	34736836	7.98239313976	24.8949047074
CNPPD1	2478	687	34736836	7.98114455338	24.8910107074
PDE8A	4181	1159	34736836	7.98018593144	24.8880210273
CCND2	6485	1797	34736836	7.97715146863	24.8785573663
FAM126A	13590	3764	34736836	7.97333295086	24.866648452
SNORD43	65	18	34736836	7.97202937317	24.8625829491
EGLN2	3030	839	34736836	7.97129853073	24.8603036511
AP1G2	3319	919	34736836	7.97109528651	24.8596697879
CD99L2	3756	1040	34736836	7.97108604938	24.8596409798
LENG1	1546	428	34736836	7.96973757229	24.8554354479
AP003068.12	177	49	34736836	7.96952716684	24.8547792508
RANBP6	4577	1267	34736836	7.96902967771	24.853227718
RP11-637O19.3	1608	445	34736836	7.96679621403	24.8462621546
GADD45A	1500	415	34736836	7.96464786449	24.839562039
TTC33	2617	724	34736836	7.96424451878	24.8383041138
ICE2	9733	2692	34736836	7.96229151522	24.832213229
FKTN	7495	2073	34736836	7.96227928166	24.8321750758
SMAD9	5599	1548	34736836	7.95921489481	24.82261809
CTU2	1979	547	34736836	7.95703510087	24.8158199078
LRP6	10043	2775	34736836	7.95443370278	24.8077068575
SLC35D1	6174	1705	34736836	7.95000679626	24.7939005447
ING3	5193	1434	34736836	7.94951385277	24.7923631886
MLLT3	6975	1925	34736836	7.94504321241	24.778420482
CTD-2330J20.2	877	242	34736836	7.94374902065	24.7743842512
HBP1	3552	980	34736836	7.94260308857	24.770810402
ESCO2	3969	1095	34736836	7.94223552862	24.7696640828
SNORD35A	87	24	34736836	7.94148519933	24.7673240106
PTK7	5853	1614	34736836	7.93843234751	24.7578029994
OSBPL1A	6369	1756	34736836	7.93712106081	24.7537134542
BAG2	6654	1834	34736836	7.93462262946	24.745921529
MAGI3	6961	1918	34736836	7.93207315323	24.7379704087
INTS4	4357	1200	34736836	7.92872632937	24.7275325789
SNORD95	69	19	34736836	7.92709845078	24.72245567
SLC25A22	3309	911	34736836	7.92558542917	24.7177369688
TEX2	5467	1505	34736836	7.92496162257	24.7157914863
ITGB1BP1	5606	1543	34736836	7.92360056668	24.7115467246
TBCD	7322	2015	34736836	7.92236901842	24.7077058618
GATA6	3952	1086	34736836	7.91084055123	24.6717517204
PUDP	2453	674	34736836	7.90991998095	24.668880713
CARKD	2858	785	34736836	7.90709895743	24.6600827109
CDC42EP4	3274	899	34736836	7.90479767226	24.6529056308
NR1I3	2059	565	34736836	7.89954073525	24.6365106796
SLC35E2B	6928	1901	34736836	7.89921581903	24.6354973546
AC004549.6	1192	327	34736836	7.89734733067	24.6296700496
NDUFB5	4353	1194	34736836	7.89633202711	24.626503595
RP11-562A8.5	299	82	34736836	7.89500493478	24.6223647564
PSEN2	2640	724	34736836	7.89485905517	24.6219097977
BAD	1331	365	34736836	7.89449857578	24.6207855609
ARMCX5	4913	1346	34736836	7.88693092995	24.5971841398
LIMK1	3705	1015	34736836	7.88655927268	24.5960250423
ANKS6	7485	2050	34736836	7.884457166	24.5894691455
RP11-314A20.5	482	132	34736836	7.88381881303	24.5874782969
UPRT	2275	623	34736836	7.88345126903	24.5863320275
ANKRD49	3393	929	34736836	7.88209375019	24.5820982969
DUSP9	2524	691	34736836	7.88131051453	24.5796555987
HMGA2	14045	3845	34736836	7.88105470943	24.5788578124
DSC3	7073	1936	34736836	7.8797318152	24.5747320665
CSGALNACT2	3738	1023	34736836	7.87854606101	24.571034023
RP11-529K1.4	592	162	34736836	7.87776551234	24.5685997048
SPTBN2	8465	2316	34736836	7.87628340118	24.5639774048
PLEKHO1	2661	728	34736836	7.87582842579	24.5625584607
AC005614.5	468	128	34736836	7.87360925745	24.5556374806
MTERF4	4772	1305	34736836	7.87262959369	24.5525821768
ZEB1	6445	1761	34736836	7.86585934144	24.5314676086
ATP1B1	2712	741	34736836	7.86571605127	24.5310207257
ZNF678	8921	2437	34736836	7.86414896721	24.5261334184
THAP1	2164	591	34736836	7.8621253946	24.5198224479
MDP1	736	201	34736836	7.86190849641	24.5191460017
RP11-440L14.1	1579	431	34736836	7.85787076523	24.5065534206
CBWD1	4928	1344	34736836	7.85124104934	24.4858771469
RP11-57H14.2	462	126	34736836	7.85124104934	24.4858771469
SNORA45	132	36	34736836	7.85124104934	24.4858771469
RNU6-398P	110	30	34736836	7.85124104934	24.4858771469
C5orf66	6285	1714	34736836	7.85082464833	24.4845785058
BMP7	4225	1152	34736836	7.84938276743	24.480081673
SERPINF1	1556	424	34736836	7.84451333636	24.464895247
CEP97	8372	2281	34736836	7.84342606979	24.4615043595
ACAP3	3920	1068	34736836	7.84322957888	24.4608915579
TMEM241	3065	835	34736836	7.84270245113	24.4592475904
NRDE2	14222	3873	34736836	7.83964802008	24.449721654
PPP1R14C	2156	587	34736836	7.83788859857	24.4442344987
LRIG3	4210	1146	34736836	7.83632182644	24.4393481642
TANK	2781	757	34736836	7.83618413255	24.4389187345
MED31	1738	473	34736836	7.83467724965	24.4342191782
DDX19B	3932	1070	34736836	7.83393583848	24.4319069192
ITM2B	10143	2760	34736836	7.83343778165	24.4303536159
OGFR	4708	1281	34736836	7.83289702819	24.4286671535
STYX	4870	1324	34736836	7.82652119388	24.4087826672
MFAP2	1269	345	34736836	7.82649324461	24.408695501
RP11-406H23.2	504	137	34736836	7.82527795063	24.4049053309
PGBD1	3107	844	34736836	7.8200753033	24.3886796944
SNORA7A	140	38	34736836	7.8138541872	24.3692777319
MARCH8	6319	1715	34736836	7.81313828115	24.3670450164
GSTM3	4232	1148	34736836	7.80918966375	24.3547303569
SLC30A6	5247	1423	34736836	7.80734871643	24.3489889448
RP1-40E16.11	697	189	34736836	7.80618371189	24.3453556137
ZNF397	8117	2201	34736836	7.80610229746	24.3451017044
NBPF9	3671	995	34736836	7.80276339644	24.3346885837
CHID1	4419	1197	34736836	7.79794002388	24.3196458017
C1D	2507	679	34736836	7.79695777124	24.3165824239
SLC7A2	7920	2145	34736836	7.79671854205	24.3158363334
NRF1	3704	1003	34736836	7.7954231909	24.3117964868
RP11-76I23.7	554	150	34736836	7.79455338833	24.3090838101
ITPK1	6192	1676	34736836	7.792069336	24.3013367291
NAA60	3562	964	34736836	7.79099383185	24.2979825253
RP1-170O19.14	558	151	34736836	7.79026964334	24.2957239791
RABIF	2432	658	34736836	7.78882712652	24.291225163
ITFG1-AS1	499	135	34736836	7.78830524934	24.2895975705
ING2	1191	322	34736836	7.7831222493	24.2734332086
RBM18	4980	1346	34736836	7.78082161824	24.2662581684
PKD2	5091	1376	34736836	7.78081480539	24.266236921
FAM76A	3816	1031	34736836	7.77785855525	24.257017184
DYRK1A	8978	2425	34736836	7.77574274118	24.2504185376
RP11-247L20.4	448	121	34736836	7.77529898562	24.2490345852
HDDC3	2181	589	34736836	7.77444456039	24.2463698662
RP11-712L6.5	511	138	34736836	7.77441872987	24.2462893079
C22orf46	4977	1344	34736836	7.77394331749	24.2448066264
RP4-738P15.6	289	78	34736836	7.7697402772	24.2316984914
CNPY4	1508	407	34736836	7.76967422146	24.2314924816
SRBD1	3702	999	34736836	7.76852943374	24.2279222012
CCNT2	6926	1869	34736836	7.76848901402	24.2277961432
PDLIM7	2242	605	34736836	7.76836294727	24.2274029754
MSL3	5040	1360	34736836	7.76815913347	24.2267673358
ZRSR2	2020	545	34736836	7.76702806778	24.2232398507
SALL1	5367	1448	34736836	7.76688202185	24.2227843734
HPS1	4170	1125	34736836	7.7665154265	24.2216410626
ZNF485	2076	560	34736836	7.76551780089	24.2185297406
EYA4	6080	1640	34736836	7.76515287994	24.2173916518
LANCL2	4362	1176	34736836	7.76124516386	24.2052045523
POLQ	9107	2455	34736836	7.76043206827	24.2026687292
RPTOR	7230	1949	34736836	7.76038528616	24.2025228286
RP4-803J11.2	642	173	34736836	7.75748271905	24.1934705143
C6orf47	2476	667	34736836	7.75505594763	24.1859020768
TTC5	4789	1290	34736836	7.75451454654	24.1842135946
VCAN	13184	3551	34736836	7.75377545075	24.1819085567
PLPP1	1790	482	34736836	7.75182123717	24.1758138981
PCNX	12955	3488	34736836	7.75084051411	24.1727552907
TMEM42	1029	277	34736836	7.74950809113	24.1685998272
METTL14	6680	1798	34736836	7.74859508352	24.1657524057
RAP2B	4905	1320	34736836	7.74719809965	24.1613955945
CLK4	4025	1083	34736836	7.74590762905	24.157370969
ABHD14B	3044	819	34736836	7.7454917448	24.1560739396
SEPT9	8969	2413	34736836	7.74502884649	24.1546302862
RP4-635E18.7	2684	722	34736836	7.74398365795	24.1513706285
PMS2	2870	772	34736836	7.74363983635	24.1502983428
BTG1	4682	1259	34736836	7.74112468263	24.1424542651
NR2C1	4623	1243	34736836	7.74028544723	24.139836919
PYCRL	2783	748	34736836	7.73745494717	24.1310093621
FADS2	4996	1342	34736836	7.73285430813	24.1166612251
NAA30	7658	2057	34736836	7.73265566394	24.1160417081
ZNF35	2667	716	34736836	7.72858074048	24.1033331345
AUH	1587	426	34736836	7.72756050351	24.1001512939
KIAA0430	7773	2086	34736836	7.72565620816	24.0942123167
TMEM41A	2832	760	34736836	7.72556204949	24.0939186615
METTL18	1581	424	34736836	7.72046979846	24.0780373209
ADAM17	5226	1401	34736836	7.71753258141	24.0688769429
RP11-417L19.4	429	115	34736836	7.71703180063	24.0673151444
TM2D2	3656	980	34736836	7.7166647075	24.0661702811
RP9	1127	302	34736836	7.71423329367	24.0585873653
ME2	9116	2442	34736836	7.71171702016	24.0507397952
GCH1	2957	792	34736836	7.71051877148	24.0470027848
ERCC5	6423	1720	34736836	7.70903942361	24.0423891026
U47924.31	1098	294	34736836	7.70823119416	24.0398684557
ELMO2	3774	1010	34736836	7.70422964654	24.0273887212
CAMSAP1	7751	2074	34736836	7.70301523672	24.0236013086
MEGF8	11209	2998	34736836	7.69971235391	24.0133005189
SNORD14E	86	23	34736836	7.69908521505	24.011344644
TRAPPC12	2532	677	34736836	7.69723434629	24.0055722897
ZZEF1	11511	3077	34736836	7.69527570141	23.9994638111
MAP1B	12043	3219	34736836	7.69477689158	23.9979081595
C5orf30	3573	955	34736836	7.69449456323	23.9970276544
MGRN1	6522	1741	34736836	7.68471416415	23.9665252601
RABGEF1	4893	1306	34736836	7.68382920599	23.9637653173
RP11-626G11.3	1139	304	34736836	7.68350894615	23.9627665142
CDS1	4474	1194	34736836	7.68277454493	23.9604761173
ZBTB21	7637	2038	34736836	7.6822976668	23.9589888647
MKS1	2560	683	34736836	7.68051744839	23.9534368495
LSS	5394	1439	34736836	7.67997123779	23.9517333678
ALDH1L2	7570	2019	34736836	7.67803665631	23.9456999364
NTPCR	7504	2000	34736836	7.67267693165	23.9289844186
CLIP1	7990	2129	34736836	7.67076404399	23.9230186442
TMEM99	2136	569	34736836	7.66868254179	23.9165270072
PSTPIP2	3015	803	34736836	7.66722080584	23.9119682519
MECP2	10518	2799	34736836	7.66089436103	23.8922377979
MMS22L	8668	2305	34736836	7.6552921399	23.8747659998
JMY	9053	2407	34736836	7.65408554303	23.8710029536
CACTIN	3622	963	34736836	7.65398457902	23.8706880744
C3orf58	4939	1313	34736836	7.65306569991	23.8678223414
MIR4697	79	21	34736836	7.65247545315	23.8659815229
P2RY11	1945	517	34736836	7.65210074509	23.8648129108
GS1-114I9.3	670	178	34736836	7.64812436547	23.8524116684
SNRK	5274	1401	34736836	7.64729337703	23.8498200424
NDFIP2	4661	1238	34736836	7.64629912107	23.8467192295
PDPN	3716	987	34736836	7.64629745897	23.8467140459
RP11-799B12.4	738	196	34736836	7.64556264786	23.8444223707
PAPSS2	3977	1056	34736836	7.64395407167	23.8394056607
GCC1	4151	1102	34736836	7.64255552879	23.8350439873
ZBTB1	4863	1291	34736836	7.64243430952	23.8346659375
NT5DC1	6935	1841	34736836	7.64217651959	23.8338619611
HAUS7	2540	674	34736836	7.63898965089	23.8239229878
EXTL2	4041	1072	34736836	7.63687490339	23.8173276677
RFXAP	2307	612	34736836	7.63683784773	23.8172121013
BORA	3201	849	34736836	7.635399371	23.8127258851
LEF1	4208	1115	34736836	7.62796827235	23.7895503174
RP11-108O10.8	2959	784	34736836	7.62747581497	23.7880144773
GNG4	5407	1432	34736836	7.62423703897	23.7779136192
MECOM	6719	1779	34736836	7.62221243709	23.7715994388
GPR75-ASB3	2123	562	34736836	7.62072101853	23.7669481115
RNFT1	2335	618	34736836	7.61923435452	23.7623116123
CTBP1-AS	3892	1030	34736836	7.61858179933	23.7602764709
TST	1882	498	34736836	7.6176228247	23.7572856909
TADA2B	5590	1479	34736836	7.61668697863	23.7543670425
TXNDC15	3553	940	34736836	7.61627098697	23.7530696781
THUMPD3-AS1	5899	1560	34736836	7.61300200071	23.7428746025
DPM3	624	165	34736836	7.61218082508	23.7403135799
ADAT1	1880	497	34736836	7.6104139746	23.7348032557
MSX1	1941	513	34736836	7.60854426265	23.7289721346
IAH1	2286	604	34736836	7.60624752578	23.7218092394
GPR137	2744	725	34736836	7.60612820317	23.7214371048
EPS15L1	6057	1600	34736836	7.60452602874	23.7164403602
RP11-484K9.4	708	187	34736836	7.60357949081	23.7134883668
TRNT1	4074	1076	34736836	7.60328007363	23.7125545664
FAM120B	5671	1497	34736836	7.59927034382	23.7000493139
ATP11B	7509	1982	34736836	7.59855983298	23.6978334246
PALLD	6972	1840	34736836	7.59749086052	23.6944995914
FLCN	4018	1060	34736836	7.59461345904	23.6855257618
MORN4	2517	664	34736836	7.59441989463	23.6849220872
ZNF639	6373	1681	34736836	7.59335207089	23.6815918365
RTN4IP1	1691	446	34736836	7.59278308457	23.6798173236
CMC1	6037	1592	34736836	7.59157049616	23.6760355914
C6orf47-AS1	675	178	34736836	7.5914715924	23.6757271376
CTB-54O9.9	584	154	34736836	7.59132553515	23.6752716249
RP11-573D15.9	2401	633	34736836	7.58964201396	23.670021182
MIR3911	110	29	34736836	7.58953301436	23.669681242
GALNT11	4791	1263	34736836	7.58904139	23.6681479998
GPHN	4704	1240	34736836	7.58864285097	23.6669050654
UACA	7391	1948	34736836	7.58744388243	23.6631658099
C8orf44-SGK3	2968	782	34736836	7.58494783315	23.6553813137
VPS54	5014	1321	34736836	7.58452225023	23.6540540368
CHM	7957	2096	34736836	7.58318518845	23.6498841062
TRMT2B	3603	949	34736836	7.58248730817	23.6477076081
TRIM4	4469	1177	34736836	7.58186155484	23.6457560543
EPN2	5753	1515	34736836	7.58102625223	23.6431509736
SARS2	2233	588	34736836	7.58050859936	23.6415365556
NEFL	4087	1076	34736836	7.57909542941	23.6371292644
CTD-2126E3.3	566	149	34736836	7.57843585386	23.6350722283
MIR631	76	20	34736836	7.57575890725	23.6267235628
