Gene	Length	Counts	TotalReads	RPKM(24396067 pairs)	TPM(7.78 norm. reads)
FAM64A	2338	431	24396067	7.55636531598	23.6827920395
COQ10B	2501	461	24396067	7.55557317875	23.6803093616
TBC1D13	3918	722	24396067	7.55358200567	23.6740687239
TTC5	4789	882	24396067	7.5492521386	23.6604982655
AMBRA1	5589	1029	24396067	7.54677579299	23.6527370237
EXTL3	6573	1210	24396067	7.54574145572	23.6494952542
MAN2A1	4689	863	24396067	7.54415748161	23.6445308397
RP11-417L19.6	288	53	24396067	7.54333793959	23.6419622711
PCNX	12955	2384	24396067	7.54308525537	23.6411703205
TBCD	7322	1347	24396067	7.54081096239	23.6340423422
DNPEP	2675	492	24396067	7.53913463366	23.6287884744
RP11-413H22.3	522	96	24396067	7.53843010748	23.6265803828
TRAPPC11	4710	866	24396067	7.53662952704	23.6209370913
POLQ	9107	1674	24396067	7.53460170744	23.6145815979
VEGFA	3781	695	24396067	7.53456718542	23.6144734006
GFPT2	3112	572	24396067	7.53419095174	23.6132942274
BNIP1	1393	256	24396067	7.53301845629	23.6096194493
POLR3D	5583	1026	24396067	7.53286033779	23.609123882
SNORA70	234	43	24396067	7.53238969874	23.607648828
C12orf43	4606	846	24396067	7.52881476296	23.5964444384
RP11-155O18.6	392	72	24396067	7.52881476296	23.5964444384
SPATS2	4775	877	24396067	7.52846438182	23.5953462909
DOLK	2091	384	24396067	7.52761456931	23.59268285
RP11-109N23.4	1002	184	24396067	7.52714503247	23.5912112505
CHTF18	3872	711	24396067	7.52687033766	23.5903503154
FLRT3	4981	914	24396067	7.52159311994	23.5738107167
CTB-96E2.3	1052	193	24396067	7.52006772426	23.5690298959
MCM3AP-AS1	6787	1245	24396067	7.51920083516	23.5663129343
ZNF791	6477	1188	24396067	7.51835323249	23.5636564193
ZNF777	3239	594	24396067	7.51719263458	23.5600189299
C2orf49	4772	875	24396067	7.51601781135	23.5563368561
ANKZF1	2651	486	24396067	7.51461481056	23.5519396394
AAMDC	1533	281	24396067	7.51353558536	23.5485571844
STK35	6689	1226	24396067	7.51293197904	23.5466653908
ZFAND3	3372	618	24396067	7.51244130262	23.5451275367
GPHN	4704	862	24396067	7.51138695101	23.5418230393
BID	2817	516	24396067	7.50832455594	23.5322250298
XRN1	10851	1987	24396067	7.50599526686	23.5249246855
OGFR	4708	862	24396067	7.50500514391	23.5218214904
ALKBH1	2600	476	24396067	7.50436220219	23.5198064137
KB-1608C10.2	1093	200	24396067	7.50049656166	23.5076909115
TCFL5	3443	630	24396067	7.5003876378	23.5073495277
IFT172	6143	1124	24396067	7.50008142755	23.5063898184
WNT5A	6767	1238	24396067	7.49902239874	23.5030706619
PIAS1	8902	1628	24396067	7.4963005975	23.4945401251
PLPP3	3298	603	24396067	7.49457212456	23.4891228294
R3HCC1L	3583	655	24396067	7.49332681543	23.4852198422
PCTP	3184	582	24396067	7.49255790795	23.4828099698
FAM71E1	1286	235	24396067	7.4904356312	23.4761584334
SSX2IP	6798	1242	24396067	7.48894460534	23.4714853328
ME2	9116	1665	24396067	7.48669436444	23.4644327374
METTL6	4906	896	24396067	7.48618660491	23.4628413422
TAP2	6188	1130	24396067	7.48528466252	23.4600145183
SLC35F1	4863	888	24396067	7.4849495731	23.4589642974
GNG4	5407	987	24396067	7.48240076405	23.4509759443
LLGL1	4306	786	24396067	7.48218949736	23.4503138025
DNAJB14	6109	1115	24396067	7.48143530628	23.4479500535
ANKRD10	2932	535	24396067	7.47945577577	23.4417459055
C14orf178	707	129	24396067	7.47911961601	23.4406923299
MBD2	5643	1029	24396067	7.47455784282	23.4263950426
CFAP97	6313	1151	24396067	7.47342562642	23.4228465051
ZFYVE27	3077	561	24396067	7.47335388073	23.4226216433
ARHGEF11	6930	1263	24396067	7.47051081025	23.4137110303
RP11-259N19.1	1334	243	24396067	7.46673308201	23.4018710585
CDK17	4558	830	24396067	7.46421179878	23.3939689754
UGT8	4602	838	24396067	7.46410236604	23.3936259967
ZNF251	2812	512	24396067	7.46336750328	23.3913228256
KCTD2	3968	722	24396067	7.4584007808	23.375756366
TMEM64	5529	1006	24396067	7.45815789324	23.3749951196
TAF1A	2293	417	24396067	7.45439124153	23.3631898634
TIMP2	4081	742	24396067	7.45276612899	23.3580965148
MIR3911	110	20	24396067	7.45276612899	23.3580965148
MIR1281	55	10	24396067	7.45276612899	23.3580965148
PCGF5	7277	1323	24396067	7.45225405216	23.3564915886
TSPYL2	2822	513	24396067	7.45144565306	23.3539579435
ZNF106	10756	1955	24396067	7.45034100056	23.3504957954
TYK2	4837	879	24396067	7.44891417213	23.3460238993
WRN	5250	954	24396067	7.44850740549	23.3447490311
CTB-96E2.7	1123	204	24396067	7.4461296498	23.337296785
AKAP17A	4080	741	24396067	7.44454616635	23.3323339083
PLEKHO1	2661	483	24396067	7.44016280408	23.3185957879
RP11-73M18.7	612	111	24396067	7.43449954534	23.3008462782
LEF1	4208	763	24396067	7.43239854095	23.2942614126
MAP4K3	4539	823	24396067	7.4322418777	23.2937704063
CXorf40B	2267	411	24396067	7.43139736859	23.291123587
C19orf54	2974	539	24396067	7.42895937774	23.2834825548
STARD4	5547	1005	24396067	7.42656657256	23.2759831414
AC006128.2	1662	301	24396067	7.42361872837	23.2667441518
LEPROTL1	4612	835	24396067	7.421255084	23.2593361327
OTUD7B	8854	1603	24396067	7.42120087827	23.2591662438
SERGEF	1878	340	24396067	7.42101845645	23.2585945062
RP11-73M18.8	812	147	24396067	7.42064213706	23.2574150643
NEURL4	5294	958	24396067	7.41757172906	23.2477919412
STIM1	4599	832	24396067	7.41549419575	23.2412806375
RP11-500C11.3	1089	197	24396067	7.41512589602	23.2401263304
ANKS1A	6371	1152	24396067	7.41182329199	23.2297754697
SCLY	3403	615	24396067	7.40786994749	23.21738509
DNAAF2	2966	536	24396067	7.40753693468	23.2163413775
RP11-574F21.2	559	101	24396067	7.40610301369	23.2118472522
C17orf96	3720	672	24396067	7.40468376687	23.2073991179
SHKBP1	2381	430	24396067	7.40268454224	23.2011332455
PLCL2	4342	784	24396067	7.40127304196	23.1967093901
CTSZ	1501	271	24396067	7.40063152249	23.194698771
ICE2	9733	1757	24396067	7.39954849353	23.1913043944
ATP1A3	3795	685	24396067	7.39876057733	23.1888349459
E2F8	3940	711	24396067	7.39696496127	23.1832072135
FCHSD2	4997	901	24396067	7.39087103306	23.1641079206
DCAF5	8113	1462	24396067	7.38662547063	23.1508016856
LMNA	4226	761	24396067	7.3813423173	23.1342434838
EBAG9	2939	529	24396067	7.37795952783	23.1236413099
LL0XNC01-237H1.2	1139	205	24396067	7.37751870978	23.1222597194
CAMSAP1	7751	1395	24396067	7.37728655976	23.1215321262
METTL14	6680	1202	24396067	7.37578396389	23.1168227634
EGLN2	3030	545	24396067	7.37282721837	23.1075558756
TINF2	2185	393	24396067	7.37261052074	23.1068767125
SH3KBP1	5505	990	24396067	7.37153707036	23.1035123566
MDM4	10265	1846	24396067	7.3714500251	23.1032395436
ARMC10	2642	475	24396067	7.36955015594	23.0972850662
TRIP4	2058	370	24396067	7.36947476798	23.0970487889
RCAN1	5129	922	24396067	7.36848840712	23.0939573848
HSCB	1130	203	24396067	7.36372865754	23.0790396095
AC004549.6	1192	214	24396067	7.35898132032	23.0641607365
C10orf12	4930	885	24396067	7.35828379977	23.0619746016
N4BP2L2	11894	2135	24396067	7.35783641077	23.0605724168
NDUFB2-AS1	1650	296	24396067	7.35339591394	23.0466552279
RABL3	3891	698	24396067	7.35316606764	23.0459348549
NAT9	2124	381	24396067	7.35276432359	23.0446757282
NARF	4567	819	24396067	7.35077403723	23.0384378697
GS1-358P8.4	4952	888	24396067	7.35042604483	23.0373472089
BZRAP1-AS1	2694	483	24396067	7.34902495236	23.0329559731
SRFBP1	2863	513	24396067	7.3447361624	23.0195142566
TRIM23	4197	752	24396067	7.34444620193	23.0186054766
RAB2B	2936	526	24396067	7.34361458146	23.0159990522
CMTM7	2043	366	24396067	7.34332756616	23.0150995028
CLN3	2496	447	24396067	7.34079548402	23.0071635744
TEX2	5467	979	24396067	7.34029983932	23.0056101489
RP11-500G22.5	1938	347	24396067	7.33932103054	23.0025424141
ADCY9	7736	1385	24396067	7.33860470367	23.0002973373
KLHL20	3433	614	24396067	7.33119464538	22.9770730936
NCOA6	9542	1706	24396067	7.32857939513	22.9688765037
ZNF148	9778	1748	24396067	7.3277657562	22.9663264362
USP4	5001	894	24396067	7.32758469431	22.9657589609
JARID2	5903	1055	24396067	7.32588098653	22.9604192829
TGFB1	2776	496	24396067	7.32389985587	22.9542101197
B9D1	2442	436	24396067	7.31848205459	22.9372299109
GPAM	9540	1703	24396067	7.31722578063	22.9332925583
BRIP1	7132	1273	24396067	7.31639681045	22.9306944403
THRA	6208	1108	24396067	7.31590798809	22.9291623971
ADAT2	6769	1208	24396067	7.31513933535	22.9267533231
CHM	7957	1419	24396067	7.30993003063	22.9104265741
SLC26A6	3000	535	24396067	7.30992144485	22.9103996649
C5orf45	4812	858	24396067	7.30872887837	22.9066619812
RP11-513D5.5	258	46	24396067	7.30833267688	22.9054202258
PIGM	4320	770	24396067	7.30612605469	22.898504338
TIMM21	4878	869	24396067	7.30227464402	22.8864334343
ERC1	9764	1739	24396067	7.3004897215	22.8808392171
SNAPC3	6385	1137	24396067	7.29927533088	22.8770331332
DCAF17	5844	1040	24396067	7.29463077649	22.8624763971
DPP8	8939	1590	24396067	7.29102134445	22.851163891
KLF3	6000	1067	24396067	7.289426338	22.8461648995
NUDT16L1	2070	368	24396067	7.2871491039	22.8390277034
WDR62	4714	838	24396067	7.28676264075	22.8378164694
FPGS	2521	448	24396067	7.28425852512	22.8299681922
C6orf47	2476	440	24396067	7.28420599037	22.8298035403
P2RX5-TAX1BP3	5920	1052	24396067	7.28407176053	22.8293828437
IL10RB	1970	350	24396067	7.28252527833	22.8245359345
AP003068.9	546	97	24396067	7.2821441938	22.823341558
KRCC1	1757	312	24396067	7.27885411346	22.8130299484
APPL2	3931	698	24396067	7.27834372149	22.8114303028
HEATR6	3954	702	24396067	7.27747345069	22.8087027424
AC007040.6	479	85	24396067	7.27383750585	22.7973071413
PDE3B	6092	1081	24396067	7.27354251804	22.7963826048
DDX10	7507	1332	24396067	7.27307375263	22.7949134231
ANKRD49	3393	602	24396067	7.27265212293	22.7935919719
INTS4	4357	773	24396067	7.27230553073	22.7925056995
ZNF592	8145	1444	24396067	7.26701885776	22.7759364666
MECOM	6719	1191	24396067	7.26586464176	22.772318979
ZNF561	4705	834	24396067	7.26585297209	22.7722824045
MARCH8	6319	1120	24396067	7.26523806846	22.7703552035
MSX1	1941	344	24396067	7.26462314067	22.7684279268
ZNF593	1958	347	24396067	7.26435350213	22.7675828389
GSE1	7635	1353	24396067	7.26388462985	22.7661133222
SH3PXD2B	7991	1416	24396067	7.26343919567	22.7647172641
GGA1	3951	700	24396067	7.26224996118	22.7609900233
EEF2K	7406	1312	24396067	7.26156634982	22.7588474819
NBPF1	5961	1056	24396067	7.26147721476	22.7585681191
FBXO17	2508	444	24396067	7.25664070454	22.7434097644
C6orf203	1514	268	24396067	7.25586345715	22.7409737535
TCTEX1D2	678	120	24396067	7.25490508132	22.7379700587
AGPAT3	7023	1243	24396067	7.25485343028	22.7378081765
CEP295	8126	1438	24396067	7.25374443935	22.7343324312
IQCC	2272	402	24396067	7.25266985528	22.7309645221
WIZ	7032	1244	24396067	7.25139730582	22.7269761596
SLC25A51	2267	401	24396067	7.25058478054	22.7244295824
GIGYF1	6554	1159	24396067	7.2486508528	22.7183683603
PPP1R15A	2381	421	24396067	7.24774463321	22.715528131
MT1X	826	146	24396067	7.24524358545	22.707689469
CTD-2330J20.2	877	155	24396067	7.24456456666	22.7055613214
ZRSR2	2020	357	24396067	7.24431004667	22.7047636172
DDIAS	4686	828	24396067	7.24282905493	22.7001219651
TMEM140	1999	353	24396067	7.23839191568	22.6862152994
DYRK3	2662	470	24396067	7.23719024923	22.6824490949
COMMD7	1909	337	24396067	7.23609325306	22.679010943
DCBLD1	3886	686	24396067	7.23604904907	22.678872401
HBP1	3552	627	24396067	7.23560360243	22.6774763039
CC2D1A	3610	637	24396067	7.23289920579	22.6690003157
SHB	2789	492	24396067	7.2309735192	22.6629649226
AS3MT	2415	426	24396067	7.23057185931	22.6617060597
IFNAR2	4363	769	24396067	7.22472480921	22.6433805201
RTN4IP1	1691	298	24396067	7.22358585773	22.6398108739
KLF9	5177	912	24396067	7.22099186846	22.6316809191
PP7080	2282	402	24396067	7.22088777879	22.6313546863
MREG	2634	464	24396067	7.22075138997	22.6309272231
ZNF263	4656	820	24396067	7.21906684745	22.6256476121
FLNA	8564	1508	24396067	7.21780035893	22.6216782454
RP11-96L14.7	1471	259	24396067	7.21717562933	22.6197202484
STAU2	7861	1384	24396067	7.21669708356	22.6182204135
FAM177A1	3755	661	24396067	7.21558755311	22.6147429772
RP11-229P13.23	750	132	24396067	7.21427761286	22.6106374263
MAP1B	12043	2119	24396067	7.21234433699	22.6045782473
TEFM	2700	475	24396067	7.21124130074	22.6011211648
LDLRAD3	4019	707	24396067	7.21076911983	22.5996412784
ARL3	3850	677	24396067	7.20788952761	22.5906162007
PMS1	4834	850	24396067	7.20762963447	22.5898016563
ALAD	3185	560	24396067	7.20707054232	22.5880493769
EYA4	6080	1069	24396067	7.20699645648	22.5878171807
DDX51	4733	832	24396067	7.20554781455	22.5832769178
TMEM106B	12607	2215	24396067	7.20181830463	22.5715880694
FLJ20306	1953	343	24396067	7.19899810668	22.5627491424
USP36	7591	1333	24396067	7.19799168419	22.5595948621
ZFYVE9	5214	915	24396067	7.19333439665	22.5449982184
DUSP22	4958	870	24396067	7.19271599984	22.5430600692
ZNF678	8921	1565	24396067	7.1908625104	22.5372509529
LINC00294	3307	580	24396067	7.18909100438	22.5316987851
RP11-73M18.10	536	94	24396067	7.18858225502	22.5301042876
RP11-46C24.6	405	71	24396067	7.18593869968	22.5218189853
RP11-352G18.2	502	88	24396067	7.18553547098	22.5205552055
ZNF197	6412	1124	24396067	7.18543359473	22.5202359099
LENG1	1546	271	24396067	7.18521857391	22.5195620021
UBXN7-AS1	388	68	24396067	7.18385188722	22.5152785993
CHD9	13336	2337	24396067	7.18312308331	22.5129944176
BAG2	6654	1166	24396067	7.18283576574	22.5120939209
FUT11	2181	382	24396067	7.17939552362	22.5013116816
CTC-360G5.8	1987	348	24396067	7.17896042823	22.4999480268
DDA1	4083	715	24396067	7.17805603778	22.4971135304
CTD-2135J3.4	1759	308	24396067	7.1773654477	22.4949491166
HOMEZ	5180	907	24396067	7.17724398349	22.4945684294
TCTN2	2930	513	24396067	7.17678485766	22.4931294596
PKIA	4221	739	24396067	7.17644348052	22.492059532
EPN2	5753	1007	24396067	7.17489052762	22.4871923426
C5orf34	2520	441	24396067	7.17328739915	22.4821678955
CTD-2349P21.11	640	112	24396067	7.17328739915	22.4821678955
SRD5A3	4195	734	24396067	7.17206599827	22.4783398403
BACE2	8923	1561	24396067	7.17087566967	22.4746091704
REEP2	2258	395	24396067	7.17056440001	22.4736336043
SUGCT	1738	304	24396067	7.16974969371	22.4710801915
AC002398.13	429	75	24396067	7.16612127788	22.4597081873
RP9	1127	197	24396067	7.16510390485	22.4565195863
PAPOLG	4285	749	24396067	7.16491716882	22.4559343274
PSTPIP2	3015	527	24396067	7.16479025701	22.4555365665
TUBGCP3	5190	907	24396067	7.16341499701	22.4512262937
AHSA2	6719	1174	24396067	7.16215372747	22.4472732841
COQ6	2427	424	24396067	7.16104269172	22.44379113
XXbac-BPG246D15.9	2720	475	24396067	7.15821746764	22.4349364503
ARRDC1-AS1	2314	404	24396067	7.15645909188	22.4294254347
ZNF620	3296	575	24396067	7.15090196691	22.4120085643
MIR5090	86	15	24396067	7.14945587955	22.4074763078
MIR196B	86	15	24396067	7.14945587955	22.4074763078
TUBD1	2512	438	24396067	7.14717898278	22.4003401689
FNIP2	6942	1210	24396067	7.14464975345	22.3924131815
KDSR	5457	951	24396067	7.14342921709	22.3885878359
ZNF195	4275	745	24396067	7.14332379264	22.3882574197
RP11-503P10.1	660	115	24396067	7.14223420695	22.3848424933
EFHD1	2795	487	24396067	7.14212310429	22.3844942808
WDR44	4167	726	24396067	7.14156351165	22.3827404328
RP11-712L6.5	511	89	24396067	7.13919573413	22.3753194599
NFYC	3979	693	24396067	7.13903445606	22.37481399
FXYD5	2676	466	24396067	7.13805664746	22.3717493899
SYVN1	3245	565	24396067	7.13697095403	22.3683466625
RP5-1014D13.2	19417	3380	24396067	7.13534131627	22.3632391312
TOM1L1	5887	1024	24396067	7.12994374698	22.3463223325
CDK11A	2806	488	24396067	7.12873281903	22.3425271011
TSPYL4	4181	727	24396067	7.12745404611	22.3385192333
HSPA12A	5734	997	24396067	7.1271787702	22.337656477
ARHGEF25	2962	515	24396067	7.1269277719	22.3368698103
LSM8	6212	1080	24396067	7.12643767003	22.3353337569
C11orf95	5954	1035	24396067	7.12544024005	22.3322076605
MAP3K3	4862	845	24396067	7.1239676233	22.3275922568
NDE1	4028	700	24396067	7.12342343511	22.3258866887
TP53I11	4966	863	24396067	7.12334966397	22.3256554788
THUMPD3-AS1	5899	1025	24396067	7.12238837976	22.3226426686
PACSIN3	2095	364	24396067	7.12192734618	22.3211977196
DGKZ	5399	938	24396067	7.12147072781	22.3197666086
DYNC2LI1	3736	649	24396067	7.12062331302	22.3171106824
ZBTB12	1877	326	24396067	7.11923796978	22.3127688072
HAUS2	4330	752	24396067	7.11885466732	22.3115674793
XRCC4	1739	302	24396067	7.11848449698	22.3104073094
TONSL-AS1	432	75	24396067	7.11635654678	22.3037379916
SMARCD3	2553	443	24396067	7.11267711449	22.2922060941
CDC42EP4	3274	568	24396067	7.11131380176	22.2879332658
ADGRL1	7877	1366	24396067	7.10837018244	22.2787075175
RP11-140H17.1	2422	420	24396067	7.10812954499	22.2779533234
CCDC3	3691	640	24396067	7.1074876115	22.2759414067
BTN2A2	3888	674	24396067	7.10581379634	22.2706954168
FNBP1L	5533	959	24396067	7.10457526611	22.2668136756
INSIG2	2597	450	24396067	7.10265543675	22.26079664
OSTM1	4473	775	24396067	7.10203792194	22.2588612552
TWIST1	1668	289	24396067	7.10202144007	22.2588095985
RP11-33N16.3	456	79	24396067	7.10137474352	22.2567827537
RNF103	3481	603	24396067	7.100574222	22.2542737981
STX17	3407	590	24396067	7.09839333389	22.2474385649
HLCS	7191	1245	24396067	7.09676207318	22.242325947
SKIV2L	3922	679	24396067	7.09646994103	22.2414103607
EFCAB10	2247	389	24396067	7.09621412237	22.2406085863
CLIP1	7990	1383	24396067	7.09505201003	22.2369663504
SEC24D	4183	724	24396067	7.09464851199	22.2357017265
ERBB2	5695	985	24396067	7.08961554062	22.2199276328
SPIRE1	5782	1000	24396067	7.08927943782	22.2188742358
CALML4	4639	802	24396067	7.08647367859	22.2100805619
SLC35D1	6174	1067	24396067	7.0839906103	22.2022982503
MAU2	5013	866	24396067	7.08109416964	22.193220367
JUND	1864	322	24396067	7.08092747556	22.1926979226
POP4	4829	834	24396067	7.07927898813	22.1875313136
SIAH1	4117	711	24396067	7.07895116527	22.1865038672
TSC22D4	2388	412	24396067	7.07201342056	22.1647599257
KIAA0922	5055	872	24396067	7.07091322545	22.1613117478
RP11-417L19.4	429	74	24396067	7.07057299417	22.1602454115
UMAD1	2970	512	24396067	7.06632640378	22.1469359548
KLF6	5980	1030	24396067	7.06018731116	22.1276951098
MED19	1527	263	24396067	7.05987308814	22.1267102873
MTMR12	5215	898	24396067	7.05833401938	22.121886613
PARD3	6464	1113	24396067	7.05787559694	22.1204498477
TP53I3	2039	351	24396067	7.0561868622	22.1151570975
ZMIZ1	7887	1357	24396067	7.05258273155	22.1038612068
RP11-350J20.12	314	54	24396067	7.04927242137	22.0934861939
FBRSL1	5585	960	24396067	7.04576636725	22.0824976899
RNU7-1	64	11	24396067	7.04519298131	22.0807006116
TRAF2	2275	391	24396067	7.04491145512	22.079818266
BORCS7	2427	417	24396067	7.0428179303	22.0732568425
LTBP1	6713	1153	24396067	7.0403271871	22.0654504765
GNAI1	3674	631	24396067	7.03996321466	22.0643097318
RP11-801F7.1	565	97	24396067	7.03725792888	22.0558309569
KMT2C	16921	2905	24396067	7.03720647869	22.0556697042
AC114271.2	2814	483	24396067	7.0356336964	22.0507403666
HOOK1	5879	1009	24396067	7.03506134255	22.048946523
NBPF9	3671	630	24396067	7.03455043229	22.047345253
DENND4B	5734	984	24396067	7.03424664982	22.0463931528
RP11-347C12.11	513	88	24396067	7.03145966166	22.0376583103
SURF1	1102	189	24396067	7.03008202458	22.0333405872
MOB1B	7082	1214	24396067	7.02656303915	22.0223115545
TMEM185B	2132	365	24396067	7.01755534894	21.9940800907
GK	4716	807	24396067	7.01422868183	21.9836538128
AKTIP	2519	431	24396067	7.01341092051	21.9810908251
CST3	3700	633	24396067	7.01265007516	21.9787062206
PIR	1549	265	24396067	7.01252849129	21.9783251584
PRKAB1	3140	537	24396067	7.01010979681	21.970744604
EMILIN2	5918	1012	24396067	7.00947892429	21.9687673541
ZNF184	3129	535	24396067	7.0085536384	21.9658673681
SAMD8	7178	1227	24396067	7.00682533038	21.9604505893
TUBB4A	2651	453	24396067	7.00436318762	21.9527338614
PSEN2	2640	451	24396067	7.00249484203	21.9468781837
NUDT17	1481	253	24396067	7.00237951957	21.9465167457
CFAP73	1522	260	24396067	7.00227041029	21.9461747807
RP11-361D15.2	404	69	24396067	7.00080382661	21.9415782856
MMS22L	8668	1480	24396067	6.99879052722	21.9352683007
SLC52A2	2220	379	24396067	6.99787882697	21.9324108942
PNMA2	4968	848	24396067	6.99671924831	21.9287765992
UBR2	8889	1516	24396067	6.99079356323	21.9102046057
PUS7L	14046	2395	24396067	6.98928960801	21.9054909826
CTSC	7648	1304	24396067	6.98891719105	21.9043237715
PRKCB	8223	1402	24396067	6.98872426373	21.9037191081
FAM117A	2470	421	24396067	6.98659108165	21.8970333927
RNF44	4166	710	24396067	6.98585015211	21.8947112075
NAA60	3562	607	24396067	6.98513748502	21.892477601
TRIM44	12969	2210	24396067	6.98499285202	21.8920242993
NFKB1	5547	945	24396067	6.98318946375	21.8863722076
JADE1	8829	1504	24396067	6.98258935542	21.8844913773
TONSL	4597	783	24396067	6.98180059484	21.8820192824
ZFPL1	1603	273	24396067	6.98086609026	21.8790904036
CEP104	6677	1137	24396067	6.98006185228	21.8765698001
MKL2	10283	1751	24396067	6.97985648208	21.8759261388
ZBTB21	7637	1299	24396067	6.97214712696	21.8517638536
DNASE1	11686	1987	24396067	6.96966923162	21.8439977547
TSHZ1	5383	915	24396067	6.96749870781	21.8371950048
CYB5D2	2065	351	24396067	6.96734383148	21.8367095989
CTD-2540B15.13	512	87	24396067	6.96513397016	21.8297835592
ERRFI1	4174	709	24396067	6.96264051749	21.8219687014
ERCC5	6423	1091	24396067	6.96252890503	21.821618891
FAM76A	3816	648	24396067	6.96060232802	21.8155807072
RP11-321C24.1	318	54	24396067	6.96060232802	21.8155807072
RP11-350N15.4	536	91	24396067	6.95915941709	21.8110584061
BRCA2	12013	2039	24396067	6.95738331421	21.805491831
CCDC85C	16965	2879	24396067	6.95613470495	21.8015785007
E4F1	2587	439	24396067	6.9558190253	21.8005891129
GPANK1	3489	592	24396067	6.95506062367	21.7982121674
CCDC159	1421	241	24396067	6.95189409147	21.7882877765
AC003002.4	460	78	24396067	6.95051449856	21.7839639236
RP11-548K23.11	1858	315	24396067	6.94936346527	21.7803564111
METTL18	1581	268	24396067	6.94837272241	21.7772512731
MGRN1	6522	1105	24396067	6.94483074961	21.7661501945
TXNL4B	3017	511	24396067	6.94265800647	21.7593404888
SYS1-DBNDD2	679	115	24396067	6.94237787421	21.7584625119
RAB11B-AS1	1016	172	24396067	6.93928814766	21.7487788415
KIAA1522	5801	982	24396067	6.93887086066	21.7474710009
RP11-343C2.7	727	123	24396067	6.93507054506	21.7355602369
ZHX2	4628	783	24396067	6.93503399622	21.7354456873
PAG1	10753	1819	24396067	6.93399039686	21.7321748891
RP4-635E18.7	2684	454	24396067	6.93351602984	21.7306881511
ITGA4	4635	784	24396067	6.93340400177	21.7303370381
KBTBD8	4684	792	24396067	6.93088156658	21.7224313447
TMOD1	3720	629	24396067	6.93087215679	21.7224018529
RBM18	4980	842	24396067	6.93047388421	21.7211536064
SNORD38A	71	12	24396067	6.92792344385	21.7131601405
EPHA4	6636	1121	24396067	6.92435647503	21.7019807206
SH3BGRL3	1788	302	24396067	6.92340298672	21.698992344
SLC25A26	2897	489	24396067	6.91895564512	21.6850537026
DYM	5398	911	24396067	6.91776300284	21.6813157813
MYBL1	5253	886	24396067	6.91363589312	21.6683807951
MED16	3493	589	24396067	6.91189117517	21.6629125851
KLC1	17600	2967	24396067	6.91011159522	21.6573351123
YIF1B	1906	321	24396067	6.90338856282	21.6362641117
RP4-681N20.5	671	113	24396067	6.90297190636	21.6349582473
BSCL2	2500	421	24396067	6.90275198867	21.634268992
SFXN2	6878	1158	24396067	6.9012310956	21.629502283
MKS1	2560	431	24396067	6.90108676124	21.6290499173
SERPINE2	3161	532	24396067	6.89870094699	21.6215724145
SV2A	4837	814	24396067	6.89808434143	21.6196398794
DPM3	624	105	24396067	6.89739172996	21.6174691303
SPIDR	4315	726	24396067	6.89661533095	21.6150357784
HIST1H1E	755	127	24396067	6.89504257099	21.6101065107
RP11-452F19.3	773	130	24396067	6.89356763548	21.6054838397
TPD52	4918	827	24396067	6.89282365549	21.6031520939
ZNF687	5388	906	24396067	6.8925637752	21.6023375897
FZD7	3860	649	24396067	6.89187790089	21.6001879558
IGFBP7	1820	306	24396067	6.89176120609	21.5998222167
ALDH6A1	5788	973	24396067	6.89071837237	21.5965538181
NEFL	4087	687	24396067	6.89020719804	21.5949517204
MYNN	5610	943	24396067	6.89015535259	21.5947892289
TBC1D20	4474	752	24396067	6.88972747195	21.5934481862
AC107871.1	119	20	24396067	6.88911154781	21.5915177868
HAUS5	4302	723	24396067	6.88887134169	21.5907649445
RP11-314A20.5	482	81	24396067	6.88839690968	21.5892780028
BTBD7	9617	1616	24396067	6.88782212275	21.5874765336
TAB3	6725	1130	24396067	6.887574943	21.5867018349
CHN1	3287	552	24396067	6.8836622962	21.5744390079
PDE8A	4181	702	24396067	6.88235590147	21.5703445692
RNASEH1-AS1	1221	205	24396067	6.88205881281	21.5694134484
C9orf16	715	120	24396067	6.87947642676	21.5613198598
AC007383.4	1413	237	24396067	6.8752163122	21.5479680163
CTD-3032J10.2	471	79	24396067	6.8752163122	21.5479680163
LA16c-306E5.2	2910	488	24396067	6.87396023719	21.5440312872
CCDC82	3179	533	24396067	6.87253347189	21.5395595889
WBSCR16	3567	598	24396067	6.87192256749	21.5376449221
EFNA5	5345	896	24396067	6.87132488001	21.5357716791
MEX3C	3272	548	24396067	6.86510914205	21.516290616
P3H3	2646	443	24396067	6.86268506171	21.5086931815
CORO7-PAM16	3315	555	24396067	6.86261496493	21.5084734876
NDRG1	3776	632	24396067	6.86065017595	21.5023155417
RANBP10	5468	915	24396067	6.85918901685	21.497736048
MMAB	5399	903	24396067	6.85574420812	21.4869394963
PDE7A	5633	942	24396067	6.85474548452	21.4838093455
TBX1	2823	472	24396067	6.85348241972	21.4798507093
FBXW4	2492	416	24396067	6.84266809917	21.4459569927
DTNBP1	2690	449	24396067	6.84186095002	21.4434272652
EDEM2	1930	322	24396067	6.83878176914	21.4337766465
RP11-644F5.10	3515	586	24396067	6.8336458702	21.4176799622
MIR4724	90	15	24396067	6.83170228491	21.4115884719
FNBP1	5468	911	24396067	6.82920349109	21.4037568741
HSD17B7	1645	274	24396067	6.8275492744	21.3985723087
C15orf39	4756	792	24396067	6.82595653025	21.3935804076
CDS1	4474	745	24396067	6.82559437048	21.3924453441
