Gene	Length	Counts	TotalReads	RPKM(22178333 pairs)	TPM(7.01 norm. reads)
SNORD10	143	10	22178333	3.15308052819	9.97737392493
RP11-104H15.9	329	23	22178333	3.15212214505	9.97434128848
SIPA1L1	8601	601	22178333	3.15062434408	9.96960175829
IRAK4	4354	304	22178333	3.14815610293	9.96179143924
KATNAL1	7650	534	22178333	3.14739261822	9.95937552491
MED7	2780	194	22178333	3.14650215875	9.95655782106
C15orf40	11624	811	22178333	3.14583799119	9.95445617856
MIR4691	86	6	22178333	3.14574778278	9.95417072976
SMIM19	3770	263	22178333	3.14546964416	9.95329060856
ZNF79	2308	161	22178333	3.14529345756	9.95273309678
RECQL5	6237	434	22178333	3.13750976015	9.92810294259
CA12	6424	447	22178333	3.13742310776	9.92782874619
BMP1	4802	334	22178333	3.136139779	9.92376787594
AP001062.8	849	59	22178333	3.13339698661	9.91508878736
TSPAN33	1871	130	22178333	3.13285767072	9.91338221617
MKL1	6218	432	22178333	3.13259412528	9.91254827254
RP11-436D10.3	691	48	22178333	3.1320904118	9.91095435901
CAMTA1	9070	630	22178333	3.13187458418	9.91027141011
SLC10A7	6278	436	22178333	3.13138363765	9.90871789537
DDHD1	12945	899	22178333	3.13132926584	9.90854584525
ZNF585B	6725	467	22178333	3.13109101492	9.90779194172
PLCB1	10356	719	22178333	3.13045848462	9.90579040981
SLC38A7	5188	360	22178333	3.12876996128	9.90044737192
RNF122	1874	130	22178333	3.12784242364	9.89751234069
SNTA1	2350	163	22178333	3.12745336305	9.89628122622
C19orf71	678	47	22178333	3.12564221681	9.89055016954
TESK1	2496	173	22178333	3.12516262768	9.8890325933
CTC-529I10.1	332	23	22178333	3.12363911362	9.88421169852
BAIAP2	4446	308	22178333	3.12357802033	9.88401837943
HCG18	12025	833	22178333	3.12342452755	9.88353267829
AC106782.20	563	39	22178333	3.12339788734	9.88344837999
AC000123.3	462	32	22178333	3.12305118983	9.88235131612
C15orf41	3249	225	22178333	3.12251049537	9.88064038272
SNORA56	130	9	22178333	3.12154972291	9.87760018568
MPPE1	4247	294	22178333	3.12130472254	9.8768249247
TSPAN5	3527	244	22178333	3.11928794414	9.87044318085
BTNL9	4453	308	22178333	3.11866783705	9.86848096002
DHRS1	1735	120	22178333	3.11855111607	9.86811161682
RP11-567L7.5	217	15	22178333	3.11675471566	9.86242722073
SYNE2	24379	1685	22178333	3.11641379331	9.86134843136
RP11-127L20.5	246	17	22178333	3.11591006668	9.85975447622
PRKCQ	3314	229	22178333	3.11568883696	9.8590544333
NINL	4993	345	22178333	3.11550626594	9.85847671914
SETD9	1826	126	22178333	3.11129271396	9.84514366809
RP11-894P9.1	1406	97	22178333	3.11069559079	9.84325417587
TMEM102	2131	147	22178333	3.1103193704	9.84206369197
CTXN1	1276	88	22178333	3.10958976229	9.83975497424
CHKB-AS1	580	40	22178333	3.10958976229	9.83975497424
CTD-3193O13.8	319	22	22178333	3.10958976229	9.83975497424
AC087793.1	87	6	22178333	3.10958976229	9.83975497424
MIR4513	87	6	22178333	3.10958976229	9.83975497424
KCNQ5	6860	473	22178333	3.10890982283	9.83760342432
EPHA3	6691	461	22178333	3.10656893828	9.83019610302
RP11-632F7.3	479	33	22178333	3.10634384395	9.82948383126
ZNF557	6026	415	22178333	3.10520351719	9.8258754659
IPP	3122	215	22178333	3.1051076502	9.82557211153
SLX4	7322	504	22178333	3.10364408396	9.82094091119
CRACR2A	3316	228	22178333	3.10021222983	9.81008140677
HIVEP1	10561	726	22178333	3.09957877356	9.80807694478
AC006369.2	553	38	22178333	3.09834350636	9.80416815698
DET1	2343	161	22178333	3.09830870681	9.80405803985
FAH	4395	302	22178333	3.09826929899	9.80393334066
RP11-152F13.10	888	61	22178333	3.09733349633	9.80097215621
RFX1	4353	299	22178333	3.09708853995	9.80019703442
AC008982.2	495	34	22178333	3.09702576325	9.79999838849
GDAP2	9629	661	22178333	3.09521892997	9.7942809794
RRAGB	2156	148	22178333	3.09516680421	9.79411603651
TYW5	4314	296	22178333	3.09373186364	9.78957541712
AC009505.2	1370	94	22178333	3.09370134744	9.78947885394
CTC-453G23.8	569	39	22178333	3.09046223299	9.77922924066
PHKA2-AS1	934	64	22178333	3.08961381092	9.77654455685
CBX8	3796	260	22178333	3.08829120227	9.77235939223
SNORD27	73	5	22178333	3.08829120227	9.77235939223
FZD8	4031	276	22178333	3.08721861292	9.76896537011
CTD-2024P10.1	409	28	22178333	3.08678103542	9.76758073238
LINGO1	3506	240	22178333	3.08652948453	9.7667847434
MOK	3670	251	22178333	3.08374712257	9.7579804438
HSBP1L1	775	53	22178333	3.08350933202	9.75722799704
RNU5B-1	117	8	22178333	3.08301207201	9.75565450438
RNU5A-1	117	8	22178333	3.08301207201	9.75565450438
DND1	1609	110	22178333	3.0825330459	9.75413870971
LNP1	2253	154	22178333	3.08198576972	9.75240694962
RNF166	3967	271	22178333	3.08019485024	9.74673989697
C2orf42	2591	177	22178333	3.08018607677	9.74671213485
PLEKHH1	6633	453	22178333	3.07935177952	9.74407214659
FAM173A	1230	84	22178333	3.07925230119	9.74375736474
CTD-3195I5.3	293	20	22178333	3.07775095926	9.7390066298
FBLIM1	4396	300	22178333	3.07705083393	9.73679120518
RP11-552F3.10	1422	97	22178333	3.07569479652	9.73250026109
NAP1L3	2640	180	22178333	3.07425351499	9.72793957681
RP11-216L13.19	4254	290	22178333	3.07377173258	9.72641506034
ZNF710	4622	315	22178333	3.07292324518	9.72373016981
ST7L	4829	329	22178333	3.07191922986	9.72055313825
ABCC10	5491	374	22178333	3.07108091074	9.71790042348
RP11-468E2.5	749	51	22178333	3.07014903766	9.7149516735
RP11-91A18.4	764	52	22178333	3.06888832561	9.71096236987
PLD2	3528	240	22178333	3.06728241858	9.70588075691
C4orf48	544	37	22178333	3.0667185799	9.70409658765
KRTAP19-1	647	44	22178333	3.06633426327	9.70288048465
TSC22D3	3677	250	22178333	3.06561405719	9.70060151798
MECP2	10518	715	22178333	3.065095252	9.69895984935
ELF4	4326	294	22178333	3.06430447449	9.69645757171
CABYR	2414	164	22178333	3.06321642697	9.69301463494
ZNF155	2827	192	22178333	3.06229143905	9.69008767184
BANP	3613	245	22178333	3.05751941061	9.67498741932
USP31	11066	750	22178333	3.05591800695	9.66992005647
SVIL-AS1	3527	239	22178333	3.05536810922	9.66818000092
CTD-2358C21.4	443	30	22178333	3.05343464243	9.66206188216
NRM	1787	121	22178333	3.05303594736	9.66080028109
BRD2-IT1	340	23	22178333	3.05014172271	9.6516420115
EHD3	4642	314	22178333	3.04997031187	9.65109961175
SLC31A2	1789	121	22178333	3.04962282724	9.65000005719
SH3BP4	5502	372	22178333	3.0485509229	9.64660820267
TAZ	2086	141	22178333	3.04772591994	9.64399762456
RP1-90G24.6	592	40	22178333	3.04655753738	9.64030048152
VAMP4	5167	349	22178333	3.04549622451	9.63694214189
LINC01515	2488	168	22178333	3.04459833639	9.63410093137
PAAF1	5811	392	22178333	3.04162935963	9.62470612177
ENPP4	4655	314	22178333	3.0414526719	9.62414702422
AC007191.4	2996	202	22178333	3.0400495373	9.61970704925
RP11-384M15.3	371	25	22178333	3.03834579199	9.6143158441
HIATL2	802	54	22178333	3.0359211769	9.60664357211
TTLL3	6446	434	22178333	3.035781628	9.60620199394
TBC1D24	6715	452	22178333	3.03503370097	9.60383530919
HAPLN3	2125	143	22178333	3.03422793981	9.6012856184
ADCY6	6749	454	22178333	3.03310555714	9.597734034
LMO7	8920	600	22178333	3.03289584438	9.59707043452
ZNF559	6587	443	22178333	3.03240471202	9.59551633172
AP001469.5	699	47	22178333	3.03173880257	9.59340917732
PRKCQ-AS1	2857	192	22178333	3.03013577116	9.58833666374
KAT2B	4851	326	22178333	3.03010323775	9.58823371743
USP20	4615	310	22178333	3.02873369046	9.58390002367
DBNDD2	2769	186	22178333	3.02873369046	9.58390002367
ABR	6968	468	22178333	3.02836913417	9.5827464488
XRCC6BP1	1251	84	22178333	3.0275622146	9.58019309243
FANCB	3025	203	22178333	3.02581073233	9.57465083196
PC	4843	325	22178333	3.02579842139	9.57461187613
RP11-506H20.1	775	52	22178333	3.02532991066	9.57312935559
AC002398.11	1714	115	22178333	3.0252280797	9.57280712926
CDON	9527	639	22178333	3.02423679463	9.56967038038
ZNF841	4027	270	22178333	3.02310502095	9.56608907975
THAP10	2402	161	22178333	3.02220537055	9.56324229283
RNF144A	5752	385	22178333	3.01795633657	9.54979696518
RAD51L3-RFFL	1645	110	22178333	3.01507335614	9.54067427594
PEAK1	20283	1356	22178333	3.01438415945	9.5384934331
RELL2	2603	174	22178333	3.01402034969	9.53734222052
RP11-54O7.14	404	27	22178333	3.01337720776	9.53530710994
RNF217	11798	788	22178333	3.01154200914	9.52949994369
TTBK2	12641	844	22178333	3.01045483038	9.52605975594
FIGN	9946	664	22178333	3.01016792995	9.52515190951
AC046143.3	974	65	22178333	3.00902294759	9.52152881234
ZBTB26	4648	310	22178333	3.00723020256	9.51585598305
MXD1	5623	375	22178333	3.00700592787	9.5151463049
DOCK5	11682	779	22178333	3.00670871083	9.51420581335
ZNF573	2640	176	22178333	3.00593677021	9.51176314177
SNORA52	135	9	22178333	3.00593677021	9.51176314177
RNA5SP187	120	8	22178333	3.00593677021	9.51176314177
RNU6-516P	105	7	22178333	3.00593677021	9.51176314177
VTRNA1-3	90	6	22178333	3.00593677021	9.51176314177
SNORD93	75	5	22178333	3.00593677021	9.51176314177
AL359973.1	75	5	22178333	3.00593677021	9.51176314177
USP8	19046	1269	22178333	3.00420069416	9.50626963161
ERCC6L2	4578	305	22178333	3.00396695581	9.50553000734
WDR38	1396	93	22178333	3.00378352037	9.50494955786
KIAA1919	5962	397	22178333	3.00240749188	9.50059535546
IFT140	5782	385	22178333	3.00229762158	9.50024769002
CTD-3032J10.3	631	42	22178333	3.00117300354	9.49668903219
RP11-326A19.4	601	40	22178333	3.00093521152	9.4959365808
DOCK4	8940	595	22178333	3.00089325214	9.49580380764
SLC16A1-AS1	9605	639	22178333	2.99967766189	9.49195728411
ZNF112	3714	247	22178333	2.99865259387	9.48871363496
C11orf71	782	52	22178333	2.99824895238	9.48743638181
CAPRIN2	4543	302	22178333	2.99733514617	9.48454480128
RN7SL529P	301	20	22178333	2.99595026931	9.48016259977
RP11-52L5.6	3492	232	22178333	2.99560709059	9.47907667049
TSPAN4	1927	128	22178333	2.99501743581	9.47721081069
ZNF417	3615	240	22178333	2.99346400353	9.47229524491
CTC-444N24.8	1386	92	22178333	2.99292405692	9.47058667795
SLC9A6	4746	315	22178333	2.99263616503	9.46967569424
ADCK1	2245	149	22178333	2.99254729685	9.46939448635
DDAH2	2262	150	22178333	2.98999015604	9.46130285985
C8orf44	2142	142	22178333	2.9890967883	9.4584759533
GLRX	2022	134	22178333	2.98809738285	9.45531350888
ZNF385A	2747	182	22178333	2.98733432205	9.45289893594
SFXN5	4154	275	22178333	2.98495165554	9.44535940294
SDC1	3325	220	22178333	2.98333574186	9.44024612566
ZNF70	6926	458	22178333	2.98163234354	9.43485601847
RP1-228H13.5	2450	162	22178333	2.98139851086	9.43411609571
ENTHD2	2299	152	22178333	2.98109431756	9.43315352903
GNAL	7597	502	22178333	2.97942659993	9.42787632717
SLX4IP	6070	401	22178333	2.97870011084	9.42557747903
RP11-1085N6.2	424	28	22178333	2.97757887615	9.42202952722
NFKB2	4059	268	22178333	2.97705489437	9.42037147817
CTB-55O6.12	2864	189	22178333	2.97549956129	9.41544989766
RP11-468E2.4	4819	318	22178333	2.97537215063	9.41504672883
ACSS2	3123	206	22178333	2.97417374958	9.41125459752
BMP4	2109	139	22178333	2.97172980839	9.40352117145
ZNF772	5848	385	22178333	2.96841396169	9.39302875234
ZNF672	2993	197	22178333	2.96777252121	9.3909990257
CLCN5	10636	700	22178333	2.96750057232	9.39013849084
RASGEF1A	5855	385	22178333	2.96486504662	9.38179882899
ZFYVE1	4593	302	22178333	2.96470576291	9.38129480344
LRRC3	5871	386	22178333	2.96446498033	9.38053288892
TBX18	6679	439	22178333	2.96363132682	9.37789493765
ZNF2	4002	263	22178333	2.96312357783	9.37628825444
ZNF551	4703	309	22178333	2.96247436316	9.37423392773
CSNK1G1	8654	568	22178333	2.95939233674	9.36448139217
OPTN	4069	267	22178333	2.95865735185	9.36215566055
RELT	3749	246	22178333	2.95863075009	9.3620714839
RAD21-AS1	2012	132	22178333	2.95812863072	9.36048261466
CRISPLD1	4559	299	22178333	2.95714551752	9.35737172424
CTD-2192J16.20	5861	384	22178333	2.95413680198	9.34785116816
CRY2	4381	287	22178333	2.9537908687	9.34675652255
RP11-642A1.2	672	44	22178333	2.95225932789	9.34191022852
BMS1P4	1925	126	22178333	2.95128337439	9.33882199374
RP11-498P14.5	810	53	22178333	2.95027127447	9.33561937988
FXYD5	2676	175	22178333	2.94864873759	9.33048514467
SOWAHA	3212	210	22178333	2.94791432944	9.32816123804
RP11-19P22.8	658	43	22178333	2.94654896168	9.32384076967
PROSER2	3337	218	22178333	2.94558382936	9.32078677662
LDAH	4441	290	22178333	2.94434247926	9.31685874053
SNORD3C	582	38	22178333	2.94395869247	9.3156443141
SLC2A12	4473	292	22178333	2.94343909088	9.31400012541
LRRC57	7356	480	22178333	2.94218933463	9.3100454895
ABCB6	3035	198	22178333	2.9415592117	9.3080515753
SNORD12B	92	6	22178333	2.94059031868	9.30498568216
LPIN3	4386	286	22178333	2.94014335253	9.30357133566
AC022400.2	445	29	22178333	2.93838762931	9.29801565544
ZKSCAN3	4849	316	22178333	2.93836673351	9.29794953433
HOXC13	2425	158	22178333	2.9377608847	9.29603243134
SNX10	3072	200	22178333	2.93548512716	9.28883119313
ITGA6	5868	382	22178333	2.93524500568	9.28807137054
AC007679.3	784	51	22178333	2.93308881277	9.28124847379
CARD19	861	56	22178333	2.93262123923	9.2797689188
RP3-508I15.21	492	32	22178333	2.93262123923	9.2797689188
ZNF594	5000	325	22178333	2.93078835095	9.27396906322
PIGB	2187	142	22178333	2.92759273916	9.26385710652
DNMBP	6547	425	22178333	2.92696607761	9.26187414522
HAGLR	4423	287	22178333	2.92574221021	9.2580014301
TKFC	4793	311	22178333	2.92566138807	9.25774568253
PDE9A	2160	140	22178333	2.92243852659	9.24754749894
RNU6-45P	108	7	22178333	2.92243852659	9.24754749894
MIR5004	108	7	22178333	2.92243852659	9.24754749894
ATG16L2	3320	215	22178333	2.91992351926	9.23958919645
RP11-318E3.9	278	18	22178333	2.91943499265	9.23804333913
SNORA47	139	9	22178333	2.91943499265	9.23804333913
PIGQ	4696	304	22178333	2.91888238334	9.23629470325
RP11-677M14.2	448	29	22178333	2.91871092643	9.23575215774
ATOX1	5131	332	22178333	2.91747517358	9.23184183317
ZNF778	11129	720	22178333	2.91707405142	9.23057255199
RP11-455P21.3	572	37	22178333	2.91659948858	9.22907088056
RP11-20G6.3	2769	179	22178333	2.91474908921	9.22321561417
PAXBP1-AS1	3527	228	22178333	2.91474447239	9.22320100506
RP11-860B13.1	681	44	22178333	2.91324268479	9.21844885986
HOXB13	3469	224	22178333	2.9114867535	9.21289252129
EVL	6506	420	22178333	2.91075955308	9.21059142225
ZNF134	5050	326	22178333	2.91069916957	9.21040034916
AMPH	3439	222	22178333	2.91066282198	9.21028533355
COL4A2-AS1	543	35	22178333	2.90629245739	9.19645607629
CTC-429P9.3	1474	95	22178333	2.90601078531	9.1955647741
NACC2	6905	445	22178333	2.90581143246	9.19493395674
LAMTOR5-AS1	5371	346	22178333	2.90463821214	9.19122150545
SLC25A16	6538	421	22178333	2.90340940714	9.18733316615
RP1-184J9.2	668	43	22178333	2.90243894728	9.18426231503
FOXP4	5966	384	22178333	2.90214478653	9.18333149457
TANC2	11777	758	22178333	2.90205494415	9.18304720403
FIZ1	2766	178	22178333	2.90160924673	9.18163687221
CUEDC1	4227	272	22178333	2.90140099893	9.18097790831
PLCE1	13313	856	22178333	2.89913829561	9.17381797794
C1orf53	591	38	22178333	2.89912683421	9.17378171033
HLA-DQB1	1789	115	22178333	2.8984018606	9.17148765766
WWOX	3065	197	22178333	2.89805649461	9.17039480715
CD81-AS1	1463	94	22178333	2.89704090635	9.16718115509
MAPRE3	2086	134	22178333	2.89642037782	9.16521760065
RNU6-510P	109	7	22178333	2.89562716396	9.16270761363
LRRCC1	4765	306	22178333	2.89554035158	9.16243291096
DUSP9	2524	162	22178333	2.89398825341	9.15752156676
AC003001.1	78	5	22178333	2.89032381751	9.14592609785
TMEM256-PLSCR3	2684	172	22178333	2.8894623201	9.1432000394
Z83844.1	1951	125	22178333	2.88884235989	9.14123828335
CASP8	3951	253	22178333	2.88725133965	9.13620377702
NECAB1	5763	369	22178333	2.88701371215	9.13545184621
MVK	2827	181	22178333	2.88684765869	9.13492639897
CCDC71L	4233	271	22178333	2.88663665743	9.13425872225
TMOD2	9284	594	22178333	2.88484453065	9.12858784933
ZBTB38	7738	495	22178333	2.88434744363	9.12701490406
C15ORF37	1689	108	22178333	2.88313651139	9.12318311999
USP49	10639	680	22178333	2.88190196975	9.11927662807
AC004623.3	2128	136	22178333	2.8816311143	9.1184195532
MOCS1	4524	289	22178333	2.88035718366	9.11438842165
CTD-2278I10.4	501	32	22178333	2.87993942056	9.11306648313
UNC5B	6858	438	22178333	2.87970320506	9.11231902033
TMSB15B	3634	232	22178333	2.87855254825	9.10867796735
TPCN1	5498	351	22178333	2.87854803477	9.10866368523
ZNF641	8067	515	22178333	2.87850025411	9.10851249165
OSR2	2398	153	22178333	2.87682439017	9.10320951224
RP11-379H18.1	4201	268	22178333	2.87642604529	9.10194901926
EPDR1	2870	183	22178333	2.87501617917	9.09748774361
SLC4A5	6446	411	22178333	2.87489919149	9.09711755647
ZSCAN2	4486	286	22178333	2.87460293005	9.09618008876
PLCD3	6121	390	22178333	2.87285249236	9.09064113369
SYDE1	3971	253	22178333	2.87270965574	9.09018915211
RP1-197B17.5	518	33	22178333	2.87246853524	9.08942616829
CTA-250D10.19	518	33	22178333	2.87246853524	9.08942616829
ZNF513	2339	149	22178333	2.8722824632	9.08883737574
ZNF627	2844	181	22178333	2.86959153696	9.08032240854
RP1-27K12.4	550	35	22178333	2.86930328066	9.07941027169
AC009133.22	613	39	22178333	2.86863460126	9.07729435226
USP6NL	13241	842	22178333	2.86722916757	9.07284710222
BMP2	3604	229	22178333	2.86498135562	9.065734293
RP11-388P9.3	488	31	22178333	2.86426352079	9.06346282976
RGS19	1716	109	22178333	2.86404814644	9.06278131515
LINC01184	5701	362	22178333	2.8630480025	9.05961653391
RNU7-75P	63	4	22178333	2.86279692401	9.05882203978
RNU7-128P	63	4	22178333	2.86279692401	9.05882203978
AHR	6287	399	22178333	2.86154470649	9.05485961563
MTUS1	8037	510	22178333	2.8611940142	9.05374991098
CFAP44	10670	677	22178333	2.8608517246	9.05266679519
AC073254.1	3484	221	22178333	2.86012640449	9.05037164609
RP11-91J19.3	631	40	22178333	2.85826000337	9.04446574495
TFAP2A-AS1	1578	100	22178333	2.85735434431	9.04159994465
RP3-355L5.4	1200	76	22178333	2.8556399317	9.03617498468
CEP85L	8322	527	22178333	2.85531484842	9.03514631527
LIMK2	4927	312	22178333	2.85524337012	9.03492013466
ULK1	5338	338	22178333	2.85502049924	9.03421489861
GPR63	5954	377	22178333	2.85498361363	9.0340981805
STK32C	3001	190	22178333	2.85468836891	9.03316393004
AC005775.2	853	54	22178333	2.85440654616	9.03227215103
CTB-129O4.1	395	25	22178333	2.85373744007	9.03015488143
AC005702.2	79	5	22178333	2.85373744007	9.03015488143
PRDM6	9275	587	22178333	2.85361436784	9.02976544078
ADM	2719	172	22178333	2.85226806441	9.02550529818
PKNOX2	3700	234	22178333	2.85157785498	9.0233212507
ZNF429	2926	185	22178333	2.85081153019	9.02089634942
RP11-258C19.7	1819	115	22178333	2.85059974085	9.02022617897
PDE5A	7751	490	22178333	2.85042384996	9.01966960289
NFIC	8198	518	22178333	2.84900325744	9.0151743854
RP11-288I21.1	649	41	22178333	2.84846088394	9.01345813896
CTDP1	5968	377	22178333	2.84828626601	9.01290559093
ST3GAL6	4322	273	22178333	2.84805901759	9.0121865029
FAM72A	3626	229	22178333	2.84759867779	9.01072983783
C21orf58	4705	297	22178333	2.84621643173	9.00635596102
STXBP4	16780	1059	22178333	2.84560819993	9.00443131746
CREM	5103	322	22178333	2.84512533806	9.00290338521
BBS1	3647	230	22178333	2.84356508287	8.99796622953
NBPF15	4996	315	22178333	2.84288455549	8.99581281923
RP11-96D1.7	460	29	22178333	2.84257064139	8.99481949276
RNF128	3396	214	22178333	2.84130065735	8.99080084955
HEG1	9173	578	22178333	2.84110670421	8.99018711862
SPDYA	1841	116	22178333	2.8410266052	8.98993365925
KCTD18	2952	186	22178333	2.8409768255	8.98977614009
PIGBOS1	984	62	22178333	2.8409768255	8.98977614009
COL4A1	7492	472	22178333	2.84063432102	8.98869234433
RNU4ATAC18P	127	8	22178333	2.84025521595	8.98749273238
CACNG8	8751	551	22178333	2.83899753237	8.98351301185
AJUBA	4781	301	22178333	2.8386957786	8.98255816463
RP11-867G23.8	1382	87	22178333	2.83845693569	8.98180238785
SNORD97	143	9	22178333	2.83777247537	8.97963653244
RP11-876N24.5	1160	73	22178333	2.83750065809	8.978776414
TMEM189	7834	493	22178333	2.83749073471	8.9787450132
PLA2G4A	2893	182	22178333	2.83657358544	8.97584285414
FAM188B	2751	173	22178333	2.83548015947	8.97238289818
RUBCN	7384	464	22178333	2.83333151688	8.96558389311
EPB41L5	8181	514	22178333	2.83287770423	8.96414788205
RP11-410L14.2	382	24	22178333	2.83281999287	8.96396526449
DEPDC5	6225	391	22178333	2.83209946302	8.96168527333
RP11-386G11.5	2198	138	22178333	2.83088676721	8.95784790876
LIN7A	6118	384	22178333	2.83004181046	8.95517419035
KIF5C	7234	454	22178333	2.82975247514	8.95425863913
LRCH1	6790	426	22178333	2.82885654811	8.95142363415
RP11-533E19.7	990	62	22178333	2.82375878414	8.93529264833
EFCAB14-AS1	495	31	22178333	2.82375878414	8.93529264833
SERINC5	6613	414	22178333	2.82275326524	8.93211085897
CTA-29F11.1	671	42	22178333	2.82226552196	8.93056748035
ASL	2333	146	22178333	2.82168946711	8.92874465515
DOCK9	8342	522	22178333	2.82144388765	8.92796756174
RP11-566K11.5	1902	119	22178333	2.82102898782	8.92665468352
S100A1	1007	63	22178333	2.82086419846	8.92613323632
VAMP1	3453	216	22178333	2.82051408499	8.92502536326
ZNF611	4845	303	22178333	2.81981065441	8.92279947974
RP11-146B14.1	3424	214	22178333	2.81806572207	8.91727794541
RNU4-39P	128	8	22178333	2.81806572207	8.91727794541
AC117372.1	96	6	22178333	2.81806572207	8.91727794541
MIR4665	80	5	22178333	2.81806572207	8.91727794541
RPGRIP1L	11265	704	22178333	2.81781556089	8.91648635393
TSPAN7	1969	123	22178333	2.81663450535	8.91274910948
DSE	10985	686	22178333	2.81575688352	8.90997202811
RANBP17	4645	290	22178333	2.81503228211	8.90767915322
MOSPD3	1394	87	22178333	2.81402258617	8.90448414635
METTL7B	1508	94	22178333	2.81059074668	8.89362468826
RP11-680F20.12	754	47	22178333	2.81059074668	8.89362468826
ARHGAP18	4477	279	22178333	2.8098828196	8.89138457635
RP5-1065J22.8	2889	180	22178333	2.80928670113	8.88949826333
RP11-37C7.1	321	20	22178333	2.80928670113	8.88949826333
DCP1B	4270	266	22178333	2.80882616233	8.88804096854
CENPBD1	2745	171	22178333	2.80882616233	8.88804096854
LYPD1	2296	143	22178333	2.80824667774	8.88620729055
DECR2	1670	104	22178333	2.80794093505	8.88523982105
GLDC	3792	236	22178333	2.80617514941	8.87965230007
CSPG5	4371	272	22178333	2.80581606554	8.87851604173
CLSTN3	4841	301	22178333	2.80351260432	8.87122714007
NICN1	2622	163	22178333	2.80301884179	8.86966471458
CPT1A	5808	361	22178333	2.80253918917	8.86814693744
RP11-164P12.4	306	19	22178333	2.79964699186	8.85899508302
SHANK3	7139	443	22178333	2.79793386161	8.85357418084
CHRNA3	3465	215	22178333	2.79773335755	8.85293972069
SLC12A9	3578	222	22178333	2.79758788284	8.8524793913
PAG1	10753	667	22178333	2.7968378486	8.85010603863
RP11-1136G11.8	484	30	22178333	2.79477592272	8.84358143346
FLNB-AS1	3711	230	22178333	2.79452488742	8.84278707602
MANBA	2921	181	22178333	2.79394670699	8.84095752479
RP11-727A23.11	1517	94	22178333	2.79391618062	8.8408609294
ZNF175	7378	457	22178333	2.79285667658	8.83750831348
FAM46A	5733	355	22178333	2.79201348358	8.83484017616
TM6SF1	2133	132	22178333	2.79032105252	8.82948477295
MICA	2393	148	22178333	2.78862500203	8.82411791673
FAM160A2	4304	266	22178333	2.78663747982	8.81782874899
PLAC1	1134	70	22178333	2.78327478723	8.80718809423
MIR4786	81	5	22178333	2.78327478723	8.80718809423
RP11-155D18.12	551	34	22178333	2.78226452415	8.80399129274
EDA	6001	370	22178333	2.78002817442	8.79691475368
ANKS3	3098	191	22178333	2.77986082849	8.79638521664
ZNF248	6052	373	22178333	2.77895178938	8.79350872079
DPYSL4	2743	169	22178333	2.77799843692	8.79049200306
RBPMS2	2110	130	22178333	2.77799843692	8.79049200306
GPC3	2646	163	22178333	2.7775946346	8.78921424098
ZNF684	2744	169	22178333	2.77698604682	8.78728847098
ITPR2	11519	709	22178333	2.77525284757	8.78180406396
FRYL	12284	756	22178333	2.77493674489	8.78080381208
CRABP2	1105	68	22178333	2.77471086481	8.78008905394
RP4-568F9.3	260	16	22178333	2.77471086481	8.78008905394
AMDHD2	3283	202	22178333	2.77428827711	8.77875184878
RP11-649A18.3	2162	133	22178333	2.77374831479	8.77704323211
RP11-264B17.4	1480	91	22178333	2.77236735901	8.77267343818
CTC-273B12.5	1009	62	22178333	2.77058592299	8.7670363943
UBE2D4	4443	273	22178333	2.77049540266	8.76674995848
MRAS	5194	319	22178333	2.7692351647	8.76276215506
RP11-566E18.1	2117	130	22178333	2.76881280204	8.761425662
RP11-111A22.1	2281	140	22178333	2.76741219528	8.75699368598
CCND2	6485	398	22178333	2.7672232102	8.75639567561
ZNF18	2869	176	22178333	2.76600664808	8.75254607677
RP11-33O4.1	457	28	22178333	2.76256771004	8.74166415655
RGS16	2432	149	22178333	2.76244600387	8.74127903859
RABGAP1L	12646	774	22178333	2.75968099811	8.73252965965
RP1-257A7.5	474	29	22178333	2.75861285874	8.72914971871
TBC1D10A	2256	138	22178333	2.75810687692	8.72754862742
RCOR2	2616	160	22178333	2.75774015616	8.72638820346
ASAP2	5745	351	22178333	2.75478800612	8.71704663906
RP11-536K7.3	3488	213	22178333	2.75343118716	8.71275322189
RP11-334J6.6	475	29	22178333	2.75280525272	8.71077256141
PTBP2	12043	735	22178333	2.75184363461	8.70772968845
CHPF	3359	205	22178333	2.75178790366	8.70755333758
RADIL	3704	226	22178333	2.75111383667	8.70542037003
ST3GAL1	7032	429	22178333	2.75073991984	8.70423717538
DARS-AS1	4526	276	22178333	2.74957539299	8.70055223308
AGA	2116	129	22178333	2.7488126892	8.69813878985
RP11-613D13.5	2789	170	22178333	2.74834663465	8.69666404142
AD000671.6	1936	118	22178333	2.748196324	8.69618840957
C1orf21	10271	626	22178333	2.74810108775	8.69588705104
C16orf95	1165	71	22178333	2.74791644659	8.69530278625
ZRSR1	1674	102	22178333	2.74736156417	8.69354695753
EML2	3759	229	22178333	2.74684565195	8.6919144432
ZNF696	3138	191	22178333	2.74442601869	8.68425793536
TRPT1	1068	65	22178333	2.74418384921	8.68349163223
TCTN1	4010	244	22178333	2.74357321171	8.68155937628
RP11-523H24.3	378	23	22178333	2.74351371884	8.68137112145
PNPLA6	5162	314	22178333	2.74272804876	8.67888500537
RP11-461A8.4	1069	65	22178333	2.74161679229	8.6753686279
NCAM1-AS1	1201	73	22178333	2.74063344162	8.67225698604
