Gene	Length	Counts	TotalReads	RPKM(32284564 pairs)	TPM(10.51 norm. reads)
EFNA4	1267	123	32284564	3.00700098859	9.2359516822
CTD-2561B21.7	340	33	32284564	3.00635385782	9.2339640312
RP11-613C6.2	577	56	32284564	3.00619596938	9.23347907956
SYNE2	24379	2366	32284564	3.00610348621	9.23319501913
RP11-351A11.1	474	46	32284564	3.00596946275	9.23278336836
SIGIRR	2123	206	32284564	3.00553853469	9.23145978026
CTC-550B14.7	1381	134	32284564	3.00549627548	9.23132998182
SNORA9	134	13	32284564	3.00499413197	9.22978765669
C3orf62	4238	411	32284564	3.00390327121	9.22643709668
KRBOX4	3630	352	32284564	3.0035932023	9.22548472538
CHRNA3	3465	336	32284564	3.0035932023	9.22548472538
ZNF789	4549	441	32284564	3.00280912516	9.22307644596
RP11-447D11.3	2125	206	32284564	3.00270979254	9.22277134752
PXYLP1	5633	546	32284564	3.00232681958	9.2215950527
HTATIP2	2239	217	32284564	3.00200018447	9.22059179858
HOXD4	1466	142	32284564	3.00026384422	9.21525865944
CCDC73	7805	756	32284564	3.00022594535	9.21514225372
ST3GAL2	9019	873	32284564	2.99820228702	9.20892662205
B4GALT4-AS1	548	53	32284564	2.99571425116	9.20128466281
RP5-994D16.9	486	47	32284564	2.99548164659	9.20057022188
SLC39A4	2607	252	32284564	2.99408816052	9.19629015347
CTD-2562J17.6	2339	226	32284564	2.99283856653	9.19245204707
ZNF670	1998	193	32284564	2.99203658431	9.18998877252
GPR63	5954	575	32284564	2.9913283619	9.1878134796
TMEM143	2568	248	32284564	2.99131215533	9.18776370139
CTDP1	5968	576	32284564	2.98950127709	9.1822016201
COL4A1	7492	723	32284564	2.98913550344	9.18107815265
CRACR2A	3316	320	32284564	2.98910059336	9.18097092695
TMEM260	4281	413	32284564	2.98820162887	9.178209773
RP11-386G11.5	2198	212	32284564	2.98753668723	9.17616741623
FBXL19-AS1	3952	381	32284564	2.98616027743	9.17193979727
CDON	9527	918	32284564	2.98463749313	9.16726259154
RUNDC3B	4111	396	32284564	2.98368371197	9.16433306915
TBC1D12	5285	509	32284564	2.98316905269	9.16275230205
CYP2R1	3032	292	32284564	2.98303760898	9.16234857497
STXBP4	16780	1616	32284564	2.98300838596	9.16225881696
SNORA50	135	13	32284564	2.98273491618	9.16141885923
GNAZ	3336	321	32284564	2.98046526454	9.15444766337
LNX1	4464	429	32284564	2.97672133772	9.1429482567
CRAT	3257	313	32284564	2.97667659911	9.14281084285
ASAP2	5745	552	32284564	2.97614522265	9.1411787292
RP11-315D16.4	739	71	32284564	2.97590446253	9.14043923866
SLC35C1	4507	433	32284564	2.97581146465	9.14015359725
ZNF510	5622	540	32284564	2.97514401375	9.13810353335
RASL11B	1999	192	32284564	2.97504479268	9.13779877752
RP11-326K13.4	1583	152	32284564	2.97418341416	9.13515306825
SPA17	4999	480	32284564	2.9741521007	9.13505688951
ARRDC1	1594	153	32284564	2.97309090308	9.13179743932
FAM160B2	4262	409	32284564	2.97245259352	9.12983688252
HMX1	2147	206	32284564	2.97194145745	9.12826693688
RP11-108L7.4	344	33	32284564	2.97139625482	9.12659235642
LRP8	7850	753	32284564	2.97118978838	9.12595819829
CTD-2336O2.1	980	94	32284564	2.97102873519	9.12546352619
SNORD18A	73	7	32284564	2.97016279851	9.12280381662
PLCL2-AS1	313	30	32284564	2.96880717879	9.11864005404
ARHGAP18	4477	429	32284564	2.96807774214	9.11639960194
RP1-184J9.2	668	64	32284564	2.96762202623	9.11499987837
PABPC1L	4325	414	32284564	2.96496317412	9.10683325998
SPAG16	4629	443	32284564	2.96429635346	9.1047851318
TIFA	4253	407	32284564	2.96417677964	9.10441786288
FSBP	1160	111	32284564	2.96394447738	9.10370435051
GS1-114I9.1	742	71	32284564	2.96387250379	9.10348328486
RP11-432I5.6	408	39	32284564	2.96080304179	9.09405548527
GAREM	7042	673	32284564	2.96022088141	9.09226738968
SPRED2	4165	398	32284564	2.9598734333	9.09120020882
PROS1	3820	365	32284564	2.95961061205	9.09039295789
NUDT13	2292	219	32284564	2.95961061205	9.09039295789
FAM27A	618	59	32284564	2.95711770069	9.08273602363
KIT	5207	497	32284564	2.95647278369	9.08075517218
ITPR2	11519	1099	32284564	2.95520755567	9.07686904613
SLC12A7	5304	506	32284564	2.95496319358	9.0761184922
RP11-706O15.1	2652	253	32284564	2.95496319358	9.0761184922
RP11-449J21.3	1363	130	32284564	2.95428623392	9.07403922228
CTC-246B18.8	881	84	32284564	2.95330602894	9.07102853957
RASGEF1A	5855	558	32284564	2.95197295192	9.0669340165
SLC26A11	3033	289	32284564	2.95141653997	9.0652250068
LRRC8D	4219	402	32284564	2.95135602496	9.06503913597
CES3	4325	412	32284564	2.95063968053	9.06283889641
RNU6-824P	105	10	32284564	2.9499576094	9.06074392672
RAP1GAP2	6910	658	32284564	2.94953069803	9.05943267579
RPGRIP1L	11265	1072	32284564	2.94760078575	9.0535049835
AC012363.4	578	55	32284564	2.94740574296	9.05290591294
KB-1572G7.3	1093	104	32284564	2.94725865459	9.05245413355
SERINC5	6613	629	32284564	2.94616589011	9.0490977263
RAB33B	4564	434	32284564	2.94543313454	9.0468470802
BMS1P4	1925	183	32284564	2.94459405011	9.04426984685
LRRC20	3632	345	32284564	2.94224158592	9.03704429365
DOCK4	8940	849	32284564	2.94154330079	9.0348995229
RGL2	3296	313	32284564	2.941455001	9.03462831164
NUDT8	812	77	32284564	2.93724227488	9.021688996
ARL4D	1614	153	32284564	2.93624962795	9.01864009806
RPAP2	17006	1612	32284564	2.9360803538	9.01812017544
ODF2L	8926	846	32284564	2.93574652076	9.01709481302
RP11-164P12.4	306	29	32284564	2.93549703289	9.01632851531
DSE	10985	1041	32284564	2.93532195263	9.01579075931
IRF2BPL	4158	394	32284564	2.9350588336	9.01498259375
AC097015.1	95	9	32284564	2.93443151672	9.01305580079
RP11-114H24.6	486	46	32284564	2.93174799453	9.00481340865
RP5-1126H10.2	3403	322	32284564	2.93088647587	9.00216726895
PPP1R14C	2156	204	32284564	2.93080204051	9.00190792719
ZMYM5	3479	329	32284564	2.92918326004	8.99693587089
RP11-166N17.1	698	66	32284564	2.9288261079	8.99583888426
REEP1	3925	371	32284564	2.92778595349	8.9926440679
PIGBOS1	984	93	32284564	2.92747317641	8.99168337849
FAM188B	2751	260	32284564	2.92743884903	8.99157794254
ZNF608	5968	564	32284564	2.92722000048	8.99090575302
AC159540.1	3567	337	32284564	2.92638772102	8.98834942099
RP11-421F16.3	2551	241	32284564	2.92625156041	8.98793120602
ZRANB3	7897	746	32284564	2.92605013986	8.98731254628
ARMC9	6089	575	32284564	2.92500723711	8.98410928848
LRCH1	6790	641	32284564	2.9241074654	8.98134565519
FZD4	7385	697	32284564	2.92339401008	8.97915428946
ELL3	2363	223	32284564	2.92311711486	8.97830381058
PAAF1	5811	548	32284564	2.92102152547	8.9718672439
CBWD5	3830	361	32284564	2.91953376461	8.96729761207
ZNF430	6653	627	32284564	2.91914112754	8.96609163408
RP11-640I15.1	573	54	32284564	2.91906800093	8.96586702696
PITX2	5222	492	32284564	2.91832267526	8.96357777201
LIPT2	1020	96	32284564	2.91525222576	8.95414693934
HRK	5791	545	32284564	2.9150634467	8.95356710769
RP11-108L7.15	978	92	32284564	2.91376181052	8.94956915461
AC015849.19	490	46	32284564	2.90781535784	8.93130472776
CTC-444N24.8	1386	130	32284564	2.90526128199	8.92345992783
RP11-330H6.5	3700	347	32284564	2.90491095942	8.92238391811
RSPH3	6569	616	32284564	2.90460128142	8.92143274745
MIR4646	64	6	32284564	2.90386452176	8.91916980286
TBX18	6679	626	32284564	2.90313989618	8.91694412791
USP8	19046	1785	32284564	2.90294972668	8.91636002554
C4orf33	6554	614	32284564	2.90179687333	8.91281905638
RADIL	3704	347	32284564	2.90177390655	8.91274851431
BAZ2B	8326	780	32284564	2.90177189779	8.91274234444
MURC	2617	245	32284564	2.89979593053	8.90667319506
ZNF500	5886	551	32284564	2.8995888123	8.906037035
BCHE	2458	230	32284564	2.89835135342	8.90223620139
ZNF695	3634	340	32284564	2.89800458601	8.90117111128
AC005519.4	1369	128	32284564	2.89608694451	8.89528110848
RP11-127L20.5	246	23	32284564	2.89599497021	8.89499861098
LACTB	3799	355	32284564	2.89443721744	8.89021400022
ZNF18	2869	268	32284564	2.89340561619	8.88704545479
EME2	1242	116	32284564	2.89295359763	8.88565708755
TMEM170B	8365	781	32284564	2.89194589073	8.88256193318
MIR4461	75	7	32284564	2.89095845722	8.87952904818
CCDC71L	4233	395	32284564	2.8903730652	8.87773102671
SEMA4F	6120	571	32284564	2.88994621686	8.87641996938
CYP4X1	2369	221	32284564	2.88956379596	8.87524537017
C1orf21	10271	958	32284564	2.88906860023	8.87372438505
Z83851.4	547	51	32284564	2.88793839092	8.87025296665
ZNF594	5000	466	32284564	2.88682851656	8.86684400668
AC084219.2	3777	352	32284564	2.88669402286	8.86643091161
SCAPER	5389	502	32284564	2.88536399317	8.86234574832
LAMA1	9720	905	32284564	2.88394775549	8.85799579873
PIGQ	4696	437	32284564	2.88242770246	8.85332698206
SREBF1	4514	420	32284564	2.88199225908	8.85198952521
PPM1H	6363	592	32284564	2.88180677354	8.8514198096
EP400NL	2570	239	32284564	2.88051308202	8.8474462584
RP11-585P4.5	1484	138	32284564	2.88038313748	8.84704713599
RP11-394J1.2	527	49	32284564	2.87998707787	8.84583064572
PAIP2B	6283	584	32284564	2.87906096783	8.84298611469
LRP10	6893	640	32284564	2.8759197933	8.83333805129
ZNF165	2111	196	32284564	2.87589424924	8.83325959317
LIN7A	6118	568	32284564	2.87570238354	8.83267028096
SPATA24	711	66	32284564	2.87527513828	8.83135800452
MYH14	7079	657	32284564	2.8747397328	8.82971351581
LA16c-407A10.3	1293	120	32284564	2.8746686681	8.82949524181
DHRS1	1735	161	32284564	2.87429587245	8.82835020641
TMEM159	2199	204	32284564	2.87349213249	8.82588153298
ALDH4A1	3579	332	32284564	2.87330322056	8.82530129325
ACBD7	1326	123	32284564	2.87320531866	8.82500058926
TPST2	6113	567	32284564	2.87298750656	8.82433158313
TSPAN9	4653	431	32284564	2.86912382578	8.81246435426
NAT6	1933	179	32284564	2.86831108478	8.80996803428
AC002467.7	659	61	32284564	2.86714392841	8.80638313363
NACC2	6905	639	32284564	2.86643600004	8.80420874385
GDPGP1	5339	494	32284564	2.86597305113	8.80278680425
CTD-2026K11.3	562	52	32284564	2.86597305113	8.80278680425
AVPI1	1460	135	32284564	2.86408555571	8.7969893946
SCAMP5	3743	346	32284564	2.86326369088	8.79446505096
NCAM1-AS1	1201	111	32284564	2.86276069422	8.7929201054
KIAA0556	6644	614	32284564	2.86248896867	8.79208550505
ADAM11	4762	440	32284564	2.86199163281	8.79055794654
PDE5A	7751	716	32284564	2.86128000355	8.78837218953
SGK494	1245	115	32284564	2.86110346454	8.78782995302
RP11-432J22.2	314	29	32284564	2.86070729957	8.78661313912
TPCN2	2956	273	32284564	2.86064055729	8.78640814138
TRIB3	2903	268	32284564	2.85951798583	8.78296018249
SYNGAP1	10573	976	32284564	2.85927982419	8.78222867313
RP3-428L16.2	2026	187	32284564	2.85895447486	8.78122936827
OTUB2	4258	393	32284564	2.85885393969	8.78092057623
CPT1A	5808	536	32284564	2.85853330333	8.77993574717
LINC00467	3514	324	32284564	2.85593505612	8.77195527567
OSTN-AS1	521	48	32284564	2.85370179489	8.76509585233
CDNF	1498	138	32284564	2.85346366891	8.76436445248
TMLHE	3007	277	32284564	2.85332614132	8.76394203886
RGS19	1716	158	32284564	2.85196950699	8.75977515992
THAP6	6117	563	32284564	2.8508540801	8.75634914546
DGKH	17672	1626	32284564	2.84996753426	8.75362613518
TAP1	2970	273	32284564	2.84715605635	8.74499072927
TFAP2A-AS1	1578	145	32284564	2.84620434748	8.74206757188
TIGD7	3614	332	32284564	2.84547654299	8.73983213296
PDK2	3887	357	32284564	2.84484592201	8.73789519148
MIR630	98	9	32284564	2.8446019805	8.73714592933
RNU6-415P	98	9	32284564	2.8446019805	8.73714592933
MOB3B	6458	593	32284564	2.84421044518	8.73594333535
TMEM175	2113	194	32284564	2.84385407021	8.73484873579
VAMP1	3453	317	32284564	2.84359510655	8.73405333335
TMEM68	7387	678	32284564	2.8429332911	8.73202057862
RP11-894P9.1	1406	129	32284564	2.84190439683	8.72886034761
PTPDC1	4874	447	32284564	2.84071112838	8.72519524416
RNF150	10675	979	32284564	2.84066409797	8.72505079107
RP11-540D14.8	1047	96	32284564	2.8400738016	8.72323770595
LINC00839	2258	207	32284564	2.8395628273	8.72166825718
AL158069.1	120	11	32284564	2.83933419905	8.72096602946
AC083843.1	6254	573	32284564	2.83793091733	8.71665587385
AC105461.1	393	36	32284564	2.83736380752	8.71491400585
BEND4	8771	803	32284564	2.83577329651	8.71002877871
ZNF112	3714	340	32284564	2.8355812239	8.70943883101
ZBTB22	2731	250	32284564	2.83545907165	8.70906364249
RP11-269F20.1	754	69	32284564	2.83454149604	8.70624532481
RP11-507J18.2	306	28	32284564	2.83427299727	8.70542063547
SYPL2	3630	332	32284564	2.83293449763	8.7013094569
RP11-552F3.10	1422	130	32284564	2.83171036346	8.69754954991
CTD-2207O23.10	952	87	32284564	2.83065785314	8.69431678262
HIST1H2BJ	952	87	32284564	2.83065785314	8.69431678262
GPC1	4007	366	32284564	2.82922063712	8.68990239839
ENHO	1084	99	32284564	2.82885695108	8.68878534301
PLD2	3528	322	32284564	2.82704270901	8.68321292977
EVC	6684	609	32284564	2.82218790146	8.66830147208
ZNF449	5335	486	32284564	2.82167454185	8.66672469691
CD109	9485	864	32284564	2.82150927069	8.66621706939
RIPK4	4042	368	32284564	2.820048541	8.66173046334
TLDC2	2560	233	32284564	2.81916847321	8.65902735028
RBPMS2	2110	192	32284564	2.81853769695	8.65708993188
ATG16L2	3320	302	32284564	2.81756493356	8.65410210591
TP53INP2	4189	381	32284564	2.81721303806	8.65302126494
TRIM16L	3772	343	32284564	2.81661514588	8.65118484943
SNORA46	154	14	32284564	2.81586862716	8.64889193005
SNORD97	143	13	32284564	2.81586862716	8.64889193005
AL121992.1	88	8	32284564	2.81586862716	8.64889193005
RP11-38M8.1	892	81	32284564	2.81271182376	8.63919586286
CEBPA	2632	239	32284564	2.81265905046	8.63903377055
DNAJC16	7833	711	32284564	2.8115547725	8.63564199986
EIF5A2	5598	508	32284564	2.81083849385	8.63344196233
RP3-425C14.4	2436	221	32284564	2.81008892965	8.63113968881
COL6A2	4432	402	32284564	2.80951513296	8.62937728219
PQLC2	2183	198	32284564	2.80941908839	8.62908228293
AC009501.4	2073	188	32284564	2.80907685526	8.6280311198
RP11-20G6.3	2769	251	32284564	2.80773321762	8.62390415993
KIFC2	3663	332	32284564	2.80741256522	8.62291928161
PGM2L1	8529	773	32284564	2.80728466839	8.62252644873
FZD1	6964	631	32284564	2.80656865898	8.62032723815
CRISPLD1	4559	413	32284564	2.80598621917	8.61853828432
ZFYVE1	4593	416	32284564	2.80544629608	8.61687991986
HCG18	12025	1089	32284564	2.80509690518	8.61580677173
OGFOD2	2960	268	32284564	2.80445294353	8.61382885465
RP11-876N24.5	1160	105	32284564	2.80373126239	8.61161222345
ROGDI	1746	158	32284564	2.8029665945	8.60926355923
WT1	3417	309	32284564	2.80103525423	8.6033314809
RECQL5	6237	564	32284564	2.80096985135	8.60313059708
MRAS	5194	469	32284564	2.79689377118	8.59061098712
TTC8	5550	501	32284564	2.79608144221	8.5881159327
AF131215.2	1940	175	32284564	2.79409644705	8.5820190543
RP11-49K24.8	2118	191	32284564	2.79326722647	8.57947211758
PLEKHH1	6633	598	32284564	2.7925197994	8.57717640824
RP11-701B16.2	677	61	32284564	2.79091262751	8.57224000748
SPAG1	4595	414	32284564	2.79074335758	8.57172009781
BBC3	2098	189	32284564	2.79036743368	8.57056545404
TBC1D1	6817	614	32284564	2.78984549037	8.56896231415
CTC-444N24.7	1388	125	32284564	2.78949521783	8.56788645808
CD83	2521	227	32284564	2.78906146847	8.56655420441
ATOX1	5131	462	32284564	2.788977658	8.56629678201
RP11-192H23.5	300	27	32284564	2.78770994089	8.56240301075
MIR641	100	9	32284564	2.78770994089	8.56240301075
MIR573	100	9	32284564	2.78770994089	8.56240301075
SRSF12	3604	324	32284564	2.78461592319	8.55289978876
NRAV	1903	171	32284564	2.78331523262	8.5489047401
CASP8	3951	355	32284564	2.78308453279	8.54819614954
MERTK	4430	398	32284564	2.78281554169	8.54736994802
RP11-486O12.2	8282	744	32284564	2.78254876173	8.54655053797
ARID5A	3173	285	32284564	2.78214564959	8.54531238597
DECR2	1670	150	32284564	2.78214564959	8.54531238597
RP11-44F14.7	2595	233	32284564	2.78114500632	8.54223892744
GCC2-AS1	802	72	32284564	2.78075804577	8.54105038478
CTD-2192J16.20	5861	526	32284564	2.77983550192	8.53821680724
RP11-436D10.3	691	62	32284564	2.77919305893	8.53624355469
PRDM15	7748	695	32284564	2.77843516451	8.53391569504
SGMS2	6578	590	32284564	2.77819814385	8.53318769018
MOSPD3	1394	125	32284564	2.77748878217	8.531008898
SLC39A11	3090	277	32284564	2.77668340031	8.52853518151
CTC-453G23.8	569	51	32284564	2.77627820709	8.52729063753
AC037459.4	536	48	32284564	2.7738407372	8.51980399079
SNORA84	134	12	32284564	2.7738407372	8.51980399079
SNORA13	134	12	32284564	2.7738407372	8.51980399079
LCMT2	6958	623	32284564	2.77337563983	8.51837545223
KIAA1211	4948	443	32284564	2.77318670577	8.51779514453
RP11-192H23.4	514	46	32284564	2.7720418781	8.51427882608
BORCS8-MEF2B	1509	135	32284564	2.77108344025	8.51133500074
HIVEP1	10561	944	32284564	2.76867529821	8.50393843401
PODXL	2116	189	32284564	2.76663084871	8.49765894261
CYP20A1	10972	980	32284564	2.7665934926	8.49754420397
CEP63	6730	601	32284564	2.76607837952	8.49596204302
WDYHV1	1680	150	32284564	2.76558525882	8.4944474313
LIG4	4391	392	32284564	2.76520736058	8.49328672338
RP11-1055B8.8	426	38	32284564	2.76298846515	8.48647142432
CTC-273B12.5	1009	90	32284564	2.76284434181	8.48602875198
AL590235.1	157	14	32284564	2.76206222027	8.48362647915
ACVR1	3546	316	32284564	2.76028182403	8.4781580228
AJUBA	4781	426	32284564	2.75991641641	8.47703567961
VPS13C	17157	1528	32284564	2.75858949031	8.47296004897
PIH1D2	2315	206	32284564	2.75626708818	8.46582683088
FDXR	2372	211	32284564	2.75532507742	8.46293346106
CTD-2330J20.2	877	78	32284564	2.75486349156	8.46151570807
VDR	5364	477	32284564	2.75444867388	8.46024160271
CREB3L4	1991	177	32284564	2.75363948623	8.45775619679
RAB40B	4331	385	32284564	2.75345269823	8.45718248066
AL713999.1	90	8	32284564	2.75329376878	8.4566943316
LRP4	8114	721	32284564	2.75236062139	8.45382818551
XXbac-BPG55C20.7	304	27	32284564	2.75102954693	8.44973981324
RP11-649A18.3	2162	192	32284564	2.75074678102	8.44887130262
PEAK1	20283	1800	32284564	2.74881421968	8.44293547379
TMEM56-RWDD3	1499	133	32284564	2.74824269615	8.44118004914
INMT-FAM188B	2897	257	32284564	2.74782899861	8.43990938427
MOCS3	5107	453	32284564	2.74749821209	8.43889337917
RNU1-60P	158	14	32284564	2.74458081381	8.42993264068
CEP89	8695	770	32284564	2.74300256148	8.42508506584
HOXA1	2541	225	32284564	2.7427291823	8.42424538641
DNAJB2	3185	282	32284564	2.74248806325	8.42350479341
FAM109A	3366	298	32284564	2.74225114671	8.42277710835
XXbac-B476C20.9	2237	198	32284564	2.74160119354	8.4207807884
PKDCC	2509	222	32284564	2.74067404843	8.41793307819
RP11-400F19.8	599	53	32284564	2.74065343845	8.41786977499
DHODH	4839	428	32284564	2.73963825102	8.41475164428
MOCOS	6175	546	32284564	2.73880274894	8.41218541407
INTU	13249	1171	32284564	2.73765595792	8.40866306521
RP11-1277A3.1	1754	155	32284564	2.73720411021	8.40727522277
PRKD1	3780	334	32284564	2.73690511539	8.40635686534
PKD1P6	2920	258	32284564	2.73679286434	8.40601208818
TIRAP	2559	226	32284564	2.73554099536	8.40216699418
HCRTR1	2095	185	32284564	2.73522322495	8.40119096785
RP11-446E24.4	2390	211	32284564	2.73457367516	8.39919588688
NNT-AS1	6332	559	32284564	2.73448771137	8.39893185058
PLCB1	10356	914	32284564	2.73375272088	8.39667433997
ZEB2	12419	1096	32284564	2.73356245825	8.39608995158
NAT1	2890	255	32284564	2.73304896165	8.39451275563
RP11-485O10.2	408	36	32284564	2.73304896165	8.39451275563
snoU109	136	12	32284564	2.73304896165	8.39451275563
ABHD15	3594	317	32284564	2.73203503141	8.39139848639
BMP4	2109	186	32284564	2.73175306362	8.39053242716
NDRG2	3892	343	32284564	2.72977192453	8.38444739262
RP11-540B6.6	1895	167	32284564	2.72968372986	8.38417650422
RP11-468E2.5	749	66	32284564	2.72940003113	8.38330512846
SFXN3	3110	274	32284564	2.72894792355	8.38191648783
KMT2E-AS1	738	65	32284564	2.72811120382	8.37934651759
CTAGE5	6951	612	32284564	2.72715114344	8.37639770869
CTD-2358C21.4	443	39	32284564	2.72687955091	8.37556351691
CPEB4	9794	862	32284564	2.72616564455	8.37337076585
RELL2	2603	229	32284564	2.72499925924	8.3697882335
MIR4741	91	8	32284564	2.7230377933	8.36376362466
ZNF627	2844	250	32284564	2.7227984264	8.36302841337
SNX29	8192	720	32284564	2.72237298915	8.36172169018
ALDOC	2048	180	32284564	2.72237298915	8.36172169018
GAB1	8079	710	32284564	2.72211090211	8.36091669435
AC022007.5	1901	167	32284564	2.72106821046	8.35771408495
HIC1	6751	593	32284564	2.72076893126	8.35679485405
KCNRG	1628	143	32284564	2.7207379303	8.35669963511
YJEFN3	1036	91	32284564	2.7207379303	8.35669963511
MTHFR	8404	738	32284564	2.72004063723	8.35455791149
TBX20	1879	165	32284564	2.71995825348	8.35430487123
TMEM74B	1732	152	32284564	2.71832121513	8.34927673617
ZNF248	6052	531	32284564	2.717694754	8.34735257161
MATK	2565	225	32284564	2.71706621919	8.34542203776
ZNF75D	5599	491	32284564	2.7162897759	8.34303720561
VAMP4	5167	453	32284564	2.71559383958	8.3408996492
RP11-353N14.7	331	29	32284564	2.71378275548	8.3353369356
RP1-267L14.6	628	55	32284564	2.71273968062	8.33213314917
CDPF1	2010	176	32284564	2.71219983193	8.33047501322
RNF122	1874	164	32284564	2.71068676809	8.32582766372
RP11-348P10.2	1954	171	32284564	2.7106698504	8.32577570134
MIR563	80	7	32284564	2.71027355364	8.32455848267
MIR4665	80	7	32284564	2.71027355364	8.32455848267
RP11-685N10.1	583	51	32284564	2.70960943368	8.32251864967
CLVS1	3647	319	32284564	2.70931807313	8.32162374076
GALNS	3327	291	32284564	2.70922617239	8.32134146922
QSOX1	9323	815	32284564	2.70774023839	8.31677744855
RP11-631N16.4	492	43	32284564	2.70712573302	8.31489000592
GK-AS1	653	57	32284564	2.70375134644	8.30452563574
ITPKC	3392	296	32284564	2.70296823409	8.30212031964
TMEM62	2785	243	32284564	2.70262723174	8.30107293681
MZF1	3211	280	32284564	2.70098890428	8.29604084227
ADM	2719	237	32284564	2.69987845201	8.29263010726
RP11-152H18.3	746	65	32284564	2.6988553196	8.2894875737
AC092620.2	746	65	32284564	2.6988553196	8.2894875737
ZNF805	2527	220	32284564	2.69663714987	8.28267450365
RP11-253M7.1	1781	155	32284564	2.69570803442	8.27982074157
USP27X	2620	228	32284564	2.69549561714	8.27916830556
PIF1	2724	237	32284564	2.69492272797	8.27740868636
KIF26A	6771	589	32284564	2.69443403269	8.27590766722
ABCB6	3035	264	32284564	2.6943270159	8.275578967
HCN3	3726	324	32284564	2.69343955641	8.27285315048
ANXA9	1840	160	32284564	2.69343955641	8.27285315048
TMCC1	6639	577	32284564	2.69201960786	8.26849180298
LRSAM1	3476	302	32284564	2.6911149538	8.26571317365
LRRC45	2718	236	32284564	2.68947570129	8.26067823782
AP001628.6	288	25	32284564	2.68876344607	8.2584905582
CASKIN2	5438	472	32284564	2.6884865598	8.2576401068
ZNF668	3941	342	32284564	2.6879720313	8.25605974139
AC009480.3	415	36	32284564	2.68694934061	8.25291856457
PRR22	1395	121	32284564	2.68668182276	8.25209688809
ATP5S	10872	943	32284564	2.68662668042	8.25192751935
RP11-159G9.5	1384	120	32284564	2.68565504902	8.24894317028
RP11-596D21.1	981	85	32284564	2.68382993516	8.24333736452
CTD-3025N20.3	624	54	32284564	2.68049032778	8.23307981803
RP11-428C19.4	520	45	32284564	2.68049032778	8.23307981803
PRICKLE3	2150	186	32284564	2.67965916798	8.23052692506
C15ORF37	1689	146	32284564	2.67749260818	8.22387237398
AC098820.2	671	58	32284564	2.67738328484	8.22353658922
TRDMT1	4110	355	32284564	2.67541775889	8.21749951018
RP11-223P11.3	2316	200	32284564	2.67483202925	8.21570045169
ZNF175	7378	637	32284564	2.67427371517	8.2139855996
ANKRD6	6257	540	32284564	2.67320755079	8.21071089412
ZNF140	3650	315	32284564	2.67314651866	8.21052343496
DGCR6	2851	246	32284564	2.67265538586	8.20901492904
WNK3	11397	983	32284564	2.6715791406	8.2057092603
SMPD1	2458	212	32284564	2.6715238562	8.2055394552
HLA-DMB	1403	121	32284564	2.671362183	8.20504287875
RHOBTB2	5846	504	32284564	2.67040295398	8.20209662336
DPP9-AS1	3074	265	32284564	2.67022024989	8.20153545091
AC092066.1	2030	175	32284564	2.67022024989	8.20153545091
RNA5SP424	116	10	32284564	2.67022024989	8.20153545091
AL161626.1	58	5	32284564	2.67022024989	8.20153545091
RP5-1065J22.8	2889	249	32284564	2.66966568702	8.19983212059
NDNF	2889	249	32284564	2.66966568702	8.19983212059
ELOVL7	4352	375	32284564	2.66899312662	8.19776636292
FARP1-AS1	325	28	32284564	2.66857703743	8.19648835217
IFT140	5782	498	32284564	2.66781880657	8.19415945915
TSKU	3855	332	32284564	2.66758812617	8.19345092828
ST3GAL3	2509	216	32284564	2.66660177685	8.19042137337
CD58	1754	151	32284564	2.66656658478	8.19031328153
C21orf58	4705	405	32284564	2.66624755239	8.18933337903
CTC-338M12.5	395	34	32284564	2.66616421913	8.18907742237
RP11-44M6.7	4417	380	32284564	2.66477945699	8.18482414933
EAF2	1174	101	32284564	2.66476153729	8.18476910927
SERINC2	2814	242	32284564	2.66376769207	8.18171653084
RP11-345J4.5	942	81	32284564	2.66341714097	8.18063981918
HMBOX1	4816	414	32284564	2.66267976081	8.17837496874
BAIAP2	4446	382	32284564	2.66133152751	8.1742338934
DENND2C	6267	538	32284564	2.65905705051	8.1672478765
RP11-354P11.4	699	60	32284564	2.65876007715	8.16633572794
ZNF81	8089	694	32284564	2.65747819257	8.16239844158
ZNF223	2506	215	32284564	2.65743387998	8.16226233622
RP11-35G9.5	1982	170	32284564	2.65674789747	8.16015535277
RP11-822E23.2	968	83	32284564	2.65587609152	8.15747761584
NTN1	5961	511	32284564	2.65525877424	8.15558153645
RNU6-516P	105	9	32284564	2.65496184846	8.15466953404
MIR4685	70	6	32284564	2.65496184846	8.15466953404
RANBP17	4645	398	32284564	2.65400922491	8.15174356722
CTD-2535L24.2	1623	139	32284564	2.65278073378	8.14797027791
MT2A	993	85	32284564	2.65139694501	8.14371999456
POC1B-GALNT4	5503	471	32284564	2.65110219104	8.14281466283
MTHFSD	3239	277	32284564	2.6489508203	8.1362067647
RP3-512B11.3	889	76	32284564	2.64799344466	8.13326620193
SZT2	13224	1130	32284564	2.64679726524	8.12959215748
MAN2B2	5162	441	32284564	2.64621827012	8.12781378393
CYB561A3	5714	488	32284564	2.64535925632	8.12517533785
RP11-799B12.1	363	31	32284564	2.64520992248	8.12471666156
SLC16A1-AS1	9605	820	32284564	2.644365957	8.12212443613
CTD-2619J13.23	410	35	32284564	2.64416932062	8.1215204709
AHRR	6305	538	32284564	2.64303101277	8.11802417796
SNX24	2403	205	32284564	2.64244018071	8.11620944746
