Gene	Length	Counts	TotalReads	RPKM(25420418 pairs)	TPM(8.15 norm. reads)
AGK	4762	1983	25420418	16.3813856864	51.1078208633
PI4K2B	3550	1478	25420418	16.3780952842	51.097555231
MCM8	7711	3210	25420418	16.3761437417	51.0914666687
YIPF5	3404	1417	25420418	16.3756146977	51.0898161194
ZNF689	3550	1477	25420418	16.367014029	51.0629831368
FAM217B	5255	2186	25420418	16.3641989051	51.0542003117
PSME1	1231	512	25420418	16.3617299535	51.0464974996
EIF3F	7550	3139	25420418	16.3554190731	51.0268083627
SNORD19B	166	69	25420418	16.3515269734	51.0146655111
SENP2	5734	2383	25420418	16.3487166232	51.0058975791
DMKN	2888	1200	25420418	16.3456189184	50.9962331377
DNAJC19	1647	684	25420418	16.337282355	50.9702241299
AKAP12	8748	3626	25420418	16.3055832385	50.8713269547
CLN6	2693	1116	25420418	16.3021600875	50.8606471632
OCRL	5186	2147	25420418	16.2860905235	50.8105121858
AC142528.1	976	404	25420418	16.2835412946	50.802558919
MED6	2648	1096	25420418	16.2820800573	50.7980000462
MAPK14	4473	1851	25420418	16.2788916657	50.7880526733
PHAX	4293	1776	25420418	16.2741901248	50.7733844693
NSF	4212	1742	25420418	16.2696084271	50.7590901606
KDM4A	4496	1858	25420418	16.2568620138	50.7193229868
PAXIP1	3850	1591	25420418	16.2564893011	50.7181601712
RP11-542C16.2	2590	1070	25420418	16.2517946451	50.7035134469
MAD2L2	1910	789	25420418	16.2502837379	50.6987996104
MARVELD1	3223	1331	25420418	16.2455740608	50.6841060225
RP11-566K11.7	562	232	25420418	16.2393627005	50.6647273754
RIF1	15096	6229	25420418	16.2320643648	50.6419575047
ITCH	6573	2712	25420418	16.2309285267	50.6384138357
C7orf55	1212	500	25420418	16.2287360548	50.6315736048
DUS1L	2558	1055	25420418	16.2244219264	50.6181140778
P3H1	3119	1286	25420418	16.2197033245	50.6033926456
EIF4E2	5239	2160	25420418	16.2189473917	50.6010342323
MRPL55	1593	656	25420418	16.1996404678	50.5407991075
PTPN13	9306	3832	25420418	16.1986851651	50.5378186858
SNORD52	68	28	25420418	16.1981878458	50.5362671133
USP19	5387	2218	25420418	16.196899173	50.5322466195
RP11-216L13.17	741	305	25420418	16.1919421593	50.5167813732
PGM2	3426	1410	25420418	16.190082673	50.5109800145
SHFM1	6556	2698	25420418	16.1890108022	50.5076359152
SKAP2	4011	1650	25420418	16.182611001	50.4876693567
TRIP10	2594	1067	25420418	16.1812385359	50.4833874418
C14orf1	2638	1085	25420418	16.1797668588	50.4787959983
RBBP5	4418	1817	25420418	16.1788082639	50.475805305
PPP3CA	4720	1941	25420418	16.1771066691	50.4704965478
LRRFIP2	4083	1679	25420418	16.1766514706	50.469076387
NELFB	2712	1115	25420418	16.1734434585	50.4590678009
RP11-516C1.1	630	259	25420418	16.1724764365	50.4560508163
CCDC71	1783	733	25420418	16.1722312913	50.4552859946
RNMTL1	1813	745	25420418	16.1650026843	50.4327336688
DGCR8	4532	1862	25420418	16.1624460368	50.4247572565
ZDHHC5	4827	1983	25420418	16.1607952431	50.4196069921
NDUFA5	6088	2501	25420418	16.160558303	50.4188677693
DHX8	5876	2413	25420418	16.1544749495	50.3998884872
PPFIA1	5647	2318	25420418	16.1477849238	50.3790164656
GTF2B	1358	557	25420418	16.1351399865	50.3395658843
RP11-245P10.8	483	198	25420418	16.1263236584	50.312060072
DUSP12	1276	523	25420418	16.123834319	50.3042936526
MIR4722	61	25	25420418	16.1223181135	50.2995632861
SLC39A9	5406	2215	25420418	16.1181428924	50.2865371321
PKN1	3169	1298	25420418	16.1127535953	50.269723217
IGLV5-52	381	156	25420418	16.1070844271	50.2520361397
WSB2	3092	1266	25420418	16.1068840703	50.2514110522
PI4KA	6807	2787	25420418	16.1064018541	50.2499065996
GTPBP3	2887	1182	25420418	16.1060115084	50.2486887711
NSMCE2	1930	790	25420418	16.102269635	50.2370146064
DIS3L	3970	1625	25420418	16.1020129269	50.2362137102
RP11-1148L6.5	452	185	25420418	16.1009168063	50.2327939543
RP11-360L9.4	562	230	25420418	16.0993681945	50.2279624843
POLR2J	1359	556	25420418	16.0943205633	50.2122145228
CARNMT1	4571	1870	25420418	16.0933959939	50.2093299851
RP11-196G11.5	758	310	25420418	16.0882868351	50.1933900654
CWC22	3300	1349	25420418	16.0810840635	50.1709183424
RNF145	4356	1780	25420418	16.074943074	50.1517592434
TNKS2	6184	2526	25420418	16.0687160985	50.1323318791
RP11-1148L6.8	426	174	25420418	16.0678201368	50.1295365933
HOXA11	2297	938	25420418	16.0642019646	50.1182483605
HERPUD1	2954	1206	25420418	16.0603175943	50.1061296236
PLOD1	2959	1208	25420418	16.0597685319	50.1044166195
GPAT4	6311	2576	25420418	16.0570215755	50.0958464682
STX10	1372	560	25420418	16.0565127334	50.0942589462
ARNT	4966	2026	25420418	16.0490761689	50.0710578194
SNORD110	76	31	25420418	16.0459492382	50.0613021969
MMS19	3866	1576	25420418	16.0365770735	50.032062246
PROSC	2566	1046	25420418	16.0358632821	50.0298353084
ARFGAP3	2873	1171	25420418	16.033878248	50.0236422567
ACTR10	2432	991	25420418	16.0297738862	50.0108371745
ROCK1	9517	3878	25420418	16.0296872052	50.0105667409
TGDS	1917	781	25420418	16.0267784506	50.0014918
UBN1	6949	2829	25420418	16.0150370674	49.9648601912
CDK7	1862	758	25420418	16.0142587526	49.9624319489
OSTF1	1329	541	25420418	16.0136228762	49.9604480965
C5orf22	3621	1474	25420418	16.013500258	49.9600655433
SMC5	6005	2444	25420418	16.0105223889	49.9507749738
EIF2B5	3588	1460	25420418	16.0072870812	49.9406812292
DZIP3	5925	2409	25420418	15.9943191525	49.9002229558
LRRFIP1	6491	2638	25420418	15.987497681	49.8789408404
C11orf84	2030	825	25420418	15.9873036268	49.8783354162
SAMHD1	4800	1950	25420418	15.98124783	49.8594421073
COPG2	840	341	25420418	15.9695399561	49.8229150435
SNAP29	4292	1742	25420418	15.9663538432	49.8129747801
ODF2-AS1	409	166	25420418	15.9662193855	49.8125552895
NUP93	9375	3805	25420418	15.9661680885	49.8123952492
RP5-864K19.7	2183	886	25420418	15.9660431473	49.8120054487
PMCH	769	312	25420418	15.9604659733	49.7946053816
AFF4	9920	4023	25420418	15.9534888387	49.7728376173
NUDT3	9910	4018	25420418	15.9497393541	49.7611397065
PROCR	1352	548	25420418	15.9448772159	49.7459704594
RPUSD4	2519	1021	25420418	15.9446461997	49.7452497185
PINK1-AS	4446	1802	25420418	15.9441965962	49.7438470134
TRRAP	12806	5190	25420418	15.9430413605	49.740242826
ATF1	2188	886	25420418	15.9295576739	49.6981754545
BTBD2	2658	1076	25420418	15.9248227494	49.6834030978
ERGIC2	5028	2035	25420418	15.9215907639	49.6733197177
NOL9	6661	2694	25420418	15.9101938139	49.6377626966
MTHFS	1130	457	25420418	15.9094464442	49.6354309992
MINPP1	2899	1172	25420418	15.9036463135	49.6173353356
VCAN	13184	5327	25420418	15.8947175486	49.5894787352
APITD1	1181	477	25420418	15.8886059322	49.5704112764
AK4	7292	2945	25420418	15.8875141936	49.5670051922
SMC6	5688	2297	25420418	15.88615223	49.5627560405
DOCK1	6912	2790	25420418	15.8788039336	49.539830299
VPS33A	5263	2124	25420418	15.8759036599	49.5307818172
RNF185	3346	1350	25420418	15.8717620639	49.5178605692
PPP1R9B	4174	1684	25420418	15.8710973252	49.5157866699
C11orf73	1991	803	25420418	15.865786201	49.4992166438
UBR5	10515	4240	25420418	15.8625824322	49.4892212965
PRDM4	4222	1702	25420418	15.8583733887	49.4760896209
MIR1292	67	27	25420418	15.8528107062	49.4587347655
STK11	3132	1262	25420418	15.8509360538	49.4528860906
MOB4	4306	1735	25420418	15.850492685	49.4515028368
MIS12	2820	1136	25420418	15.8469809361	49.4405466308
AC007308.7	375	151	25420418	15.8402850286	49.419656259
TBP	1915	771	25420418	15.8380938526	49.4128200712
SRXN1	2700	1087	25420418	15.8373710689	49.4105650787
RP11-707G14.1	430	173	25420418	15.8268672606	49.377794545
SAT2	952	383	25420418	15.8262906759	49.3759956745
USP48	6685	2687	25420418	15.8118820944	49.3310427496
WDR18	1618	650	25420418	15.8034589172	49.3047635178
ISYNA1	2635	1058	25420418	15.7950993003	49.2786825861
MBIP	1878	754	25420418	15.7940340641	49.275359186
DNAJC2	4723	1895	25420418	15.7836914023	49.2430914085
RP11-113K21.4	439	176	25420418	15.7712261746	49.2042014979
FXR1	9336	3742	25420418	15.7674060721	49.1922832683
PUSL1	1295	519	25420418	15.765759665	49.1871466896
EPS15	5250	2104	25420418	15.7653546359	49.1858830506
RP11-287D1.3	5098	2043	25420418	15.7647049844	49.1838562213
TES	3013	1207	25420418	15.7588837138	49.1656946043
RP11-123K3.9	702	281	25420418	15.7465900161	49.1273398454
LEMD3	4777	1912	25420418	15.7452644439	49.1232042301
STAM	2986	1195	25420418	15.743287058	49.1170350401
RMI2	2214	886	25420418	15.7424896976	49.1145473778
GPS1	2394	958	25420418	15.7419553202	49.112880189
MPRIP	11363	4547	25420418	15.7416140392	49.111815436
RPS6KB1	5638	2256	25420418	15.740964381	49.1097885859
EXOC7	5321	2129	25420418	15.739818313	49.1062130006
DHRS4-AS1	1258	503	25420418	15.7291283522	49.072861695
ANAPC11	2512	1004	25420418	15.722854308	49.0532874824
IP6K2	3809	1522	25420418	15.7188580551	49.0408196861
PAFAH1B3	1214	485	25420418	15.7159400787	49.0317159743
TXNL4A	4148	1657	25420418	15.7145183024	49.0272802147
RSPRY1	4161	1662	25420418	15.7126926699	49.0215844756
METTL16	5721	2285	25420418	15.7120035675	49.0194345648
NEK7	4364	1743	25420418	15.7119452684	49.0192526789
ETNK1	7545	3013	25420418	15.7093132566	49.0110411401
EPB41L3	5307	2119	25420418	15.7072147506	49.0044940705
BCKDK	2680	1070	25420418	15.7060254219	49.0007835177
VPS28	1110	443	25420418	15.6999424281	48.9818053579
SNX1	4042	1613	25420418	15.6983992691	48.9769908996
CENPE	8664	3457	25420418	15.6963346113	48.9705494325
MRPL4	2522	1006	25420418	15.6917077455	48.9561142048
CTDSPL	4681	1867	25420418	15.6900016491	48.9507914032
IGF2BP3	4265	1701	25420418	15.6892647107	48.9484922497
GEMIN4	5069	2021	25420418	15.6841625516	48.9325741683
RFWD2	3053	1217	25420418	15.6812647205	48.9235333072
MGAT4B	3490	1391	25420418	15.679023659	48.916541483
DNA2	4306	1716	25420418	15.6769138026	48.9099590017
THAP4	2545	1014	25420418	15.6735538639	48.8994764243
WDR4	2322	925	25420418	15.6710042989	48.8915221088
TOX4	4707	1875	25420418	15.6701944698	48.8889955458
HS6ST2	4567	1819	25420418	15.6681961511	48.8827610481
PKP4	5961	2374	25420418	15.6667497083	48.8782483323
NXT1	1125	448	25420418	15.6654474455	48.8741854394
TERF2	3265	1300	25420418	15.6630912882	48.8668345309
NGLY1	2926	1165	25420418	15.6627824571	48.8658710175
LYPLA2	2052	817	25420418	15.6625334858	48.8650942591
ATF2	4737	1886	25420418	15.662302805	48.8643745646
ATAD3B	2464	981	25420418	15.661942179	48.8632494579
ZCCHC3	3356	1336	25420418	15.6603627768	48.8583219257
TRIM37	4932	1963	25420418	15.6572160411	48.8485045139
SEPW1	1078	429	25420418	15.6550999151	48.8419024725
RP5-850E9.3	2717	1080	25420418	15.6369277485	48.785207645
ZFP36L2	3698	1468	25420418	15.616239507	48.720662987
DHX37	4772	1894	25420418	15.6133772081	48.7117329815
COMMD8	1474	585	25420418	15.6126166046	48.7093599963
UBE4B	6725	2669	25420418	15.6125412029	48.7091247527
ACAD11	4546	1804	25420418	15.6107732026	48.7036088188
RBBP9	3866	1534	25420418	15.6092063647	48.6987204856
SRP19	3365	1335	25420418	15.6067872282	48.6911730901
EIF2B4	2168	860	25420418	15.6047381593	48.6847802581
TNRC6A	8481	3363	25420418	15.5990128747	48.6669181049
MGST3	2126	843	25420418	15.5984565259	48.665182368
SLC39A8	5893	2336	25420418	15.5938628332	48.6508506365
MLLT4	9858	3906	25420418	15.5869354742	48.6292381657
C7orf50	2173	861	25420418	15.5869354742	48.6292381657
CCNT1	7088	2807	25420418	15.5788722552	48.6040819571
SBF1	8052	3188	25420418	15.5751364078	48.5924265928
RDH14	1589	629	25420418	15.57198801	48.5826039956
CTB-50L17.5	571	226	25420418	15.5700369536	48.5765169501
RAP2A	5489	2172	25420418	15.5662464674	48.5646911197
ZYX	2689	1064	25420418	15.5656814405	48.5629283082
CTBP2	9614	3804	25420418	15.5651640704	48.56131418
SNORA10	134	53	25420418	15.5592401376	48.5428322698
OSGEP	2013	796	25420418	15.555594204	48.5314574251
KRR1	10128	4004	25420418	15.5520516008	48.5204049575
UBAP1	2780	1099	25420418	15.5514256692	48.5184521315
VRK2	2793	1104	25420418	15.5494649629	48.5123349794
PDZD8	9704	3835	25420418	15.5464735692	48.5030022149
BSDC1	4699	1857	25420418	15.5461828384	48.5020951722
RP11-385F5.4	496	196	25420418	15.5450351101	48.4985144071
STK4	6449	2548	25420418	15.5426246534	48.4909940917
C9orf64	2735	1080	25420418	15.5340156097	48.4641349805
CTB-31O20.6	502	198	25420418	15.5159647948	48.4078187545
CDKN1B	2660	1049	25420418	15.5135490792	48.4002820318
LDOC1	1382	545	25420418	15.5133564597	48.3996810838
SP3	6702	2642	25420418	15.5076397004	48.3818455286
JMJD4	2601	1025	25420418	15.5024673594	48.3657084885
FASTKD1	2982	1175	25420418	15.5005654029	48.3597746282
TSC2	6279	2473	25420418	15.4935502747	48.3378883287
MSMP	673	265	25420418	15.4898824549	48.3264452018
GLMN	2014	793	25420418	15.4892729713	48.3245436909
NIN	10967	4315	25420418	15.4778370101	48.2888649598
ENDOG	1175	462	25420418	15.4675461813	48.2567588946
TMEM38B	4192	1648	25420418	15.4651182759	48.2491841415
NACC1	4451	1749	25420418	15.4578656231	48.2265567956
BCAT1	10150	3988	25420418	15.4563313609	48.2217700945
PIP4K2A	4029	1583	25420418	15.4561370463	48.221163858
RSU1	4072	1599	25420418	15.4474929909	48.1941955144
CTD-2013N24.2	1174	461	25420418	15.4472132085	48.1933226293
PCOLCE2	2030	797	25420418	15.444704231	48.1854949415
SAP30BP	2733	1073	25420418	15.4446262346	48.1852516029
DCBLD2	6180	2423	25420418	15.4234756254	48.1192644167
SCOC	6302	2470	25420418	15.4182778176	48.1030479233
KATNA1	2031	796	25420418	15.4177307399	48.1013411112
RP1-261G23.7	189	74	25420418	15.402358511	48.0533817298
CDR2	2707	1059	25420418	15.3895179581	48.0133208529
MRPL50	3334	1304	25420418	15.3861268389	48.0027409962
AEN	3121	1220	25420418	15.3774163923	47.9755655207
ARPC5L	2513	982	25420418	15.3722101016	47.9593225621
AKT3	7446	2909	25420418	15.3687307382	47.9484673949
BRI3BP	6651	2598	25420418	15.3663072019	47.9409062725
EMP2	5364	2095	25420418	15.3642926422	47.9346211048
EDRF1	4641	1812	25420418	15.3590352572	47.9182187385
LIN9	3965	1547	25420418	15.348446844	47.8851842484
FOXF2	2189	854	25420418	15.3472094985	47.881323889
PBK	2159	842	25420418	15.34181571	47.8644959611
RP11-773H22.4	477	186	25420418	15.3395238001	47.8573454964
TAOK1	12427	4844	25420418	15.3339890414	47.8400777598
RNF139	2639	1028	25420418	15.3239609589	47.8087914293
TIMP3	4608	1794	25420418	15.3153625037	47.7819653529
DBR1	2674	1041	25420418	15.3146345927	47.779694364
RPP38	1662	647	25420418	15.3140680863	47.7779269365
RBL2	5051	1966	25420418	15.3117016201	47.7705438658
FBRS	5218	2031	25420418	15.3116911721	47.7705112693
MED29	3657	1421	25420418	15.2857386535	47.6895427422
UTP23	4281	1663	25420418	15.2814418723	47.6761373364
ZNF121	7219	2804	25420418	15.2798214678	47.6710818823
PMVK	1285	499	25420418	15.2761787099	47.6597169452
EMC1	6804	2642	25420418	15.2751618566	47.6565444933
FOXK2	5687	2206	25420418	15.259475008	47.607603539
LSM14B	3050	1183	25420418	15.2581618626	47.603506694
CIDEB	2878	1116	25420418	15.254245002	47.5912865916
EXOSC4	890	345	25420418	15.2491768404	47.5754745778
STX5	1843	714	25420418	15.2401832472	47.5474157214
RIOK3	4051	1569	25420418	15.2362472903	47.535136041
HSPB1	1064	412	25420418	15.2325601063	47.5236325002
MYSM1	7860	3043	25420418	15.2298883215	47.5152968746
EXOSC6	5154	1994	25420418	15.2194182492	47.4826315929
EMB	4560	1764	25420418	15.217771213	47.4774930512
RP13-753N3.3	543	210	25420418	15.21376759	47.4650022611
GNA11	4154	1606	25420418	15.2088494589	47.4496583234
BBS2	3020	1167	25420418	15.201317345	47.4261590947
TCF25	3803	1469	25420418	15.1954226014	47.4077682514
EARS2	4550	1757	25420418	15.1906961622	47.3930223676
MARCH6	9861	3807	25420418	15.1872530921	47.382280431
MED10	1145	442	25420418	15.1856747939	47.3773563431
CAMK1	1500	579	25420418	15.184644092	47.3741406854
MAP4K5	4386	1692	25420418	15.1757108721	47.3462701859
FAM83D	2479	956	25420418	15.1704574926	47.3298803161
ESPL1	6683	2577	25420418	15.1691159089	47.3256947472
PYGO2	3299	1272	25420418	15.1677830502	47.3215363989
CTC-524C5.2	1940	748	25420418	15.167610946	47.320999456
MAN1A1	5027	1937	25420418	15.1578654572	47.2905947817
MED13	10495	4043	25420418	15.1543952743	47.2797682565
ARPC1B	1807	696	25420418	15.151945497	47.2721252656
RAB18	5098	1963	25420418	15.147389077	47.2579098201
SFT2D2	11106	4276	25420418	15.145978633	47.2535094158
NDFIP2	4661	1794	25420418	15.1412122757	47.2386389929
CTD-2012K14.3	338	130	25420418	15.1301754603	47.2042055454
ADCY3	5074	1951	25420418	15.1260007962	47.1911811292
BAK1	2219	853	25420418	15.1219933015	47.1786782599
FAM162A	3799	1460	25420418	15.1182274408	47.1669292578
MOGS	2899	1114	25420418	15.1166057963	47.1618699351
ADO	3628	1394	25420418	15.1151620558	47.1573656502
RAP1GDS1	3735	1435	25420418	15.1139717918	47.1536521794
C16orf13	867	333	25420418	15.109234041	47.1388710049
RBSN	7009	2692	25420418	15.109020414	47.1382045161
SLC30A5	5069	1946	25420418	15.1021179245	47.1166696346
FADD	1843	707	25420418	15.090769686	47.0812645869
AGTPBP1	4565	1751	25420418	15.0890770648	47.0759838261
ZKSCAN8	7477	2865	25420418	15.0735157154	47.0274344132
SCP2	6473	2480	25420418	15.0717397448	47.021893613
RP11-677I18.3	1253	480	25420418	15.0697996604	47.0158407986
DHX16	3694	1415	25420418	15.0687372817	47.0125263134
TSC22D3	3677	1408	25420418	15.0635154542	46.9962348819
AIF1L	3826	1465	25420418	15.0629478119	46.9944639107
RFXANK	1614	618	25420418	15.0626802538	46.9936291638
VTA1	7104	2720	25420418	15.0620215168	46.9915739889
ERP44	4866	1863	25420418	15.0611475328	46.988847271
EXOC2	4477	1714	25420418	15.0605570519	46.9870050464
PHC2	4180	1600	25420418	15.0577822763	46.9783481026
SPC24	2320	888	25420418	15.057133234	46.9763231738
ASAP1	6375	2440	25420418	15.0566012738	46.9746635263
CTD-2026K11.2	575	220	25420418	15.0512354145	46.9579227339
C1orf198	4506	1724	25420418	15.050931754	46.9569753521
C2CD5	4917	1881	25420418	15.048939619	46.9507601465
ARL2-SNX15	2403	919	25420418	15.0445448377	46.937048993
BCR	7105	2717	25420418	15.0432914127	46.9331384678
MIR4292	68	26	25420418	15.0411744282	46.9265337481
RAE1	3333	1274	25420418	15.0366616246	46.91245438
FAM171A1	3960	1512	25420418	15.0201378206	46.8609022324
MED14	8015	3060	25420418	15.0187992467	46.8567260536
ATG13	4694	1792	25420418	15.0180045813	46.8542467996
MIOS	3466	1323	25420418	15.0158042552	46.8473820644
EDEM1	6351	2424	25420418	15.0143942405	46.8429829994
MED27	1832	699	25420418	15.0095965511	46.8280148244
MDM2	12725	4855	25420418	15.0088962543	46.8258299882
FAM122B	4414	1684	25420418	15.008146859	46.823491971
HTT	13541	5165	25420418	15.0050311097	46.8137712332
SH3GLB1	6499	2478	25420418	14.9993375067	46.7960079225
KIF14	7307	2785	25420418	14.9935131392	46.7778366435
C12orf29	2926	1115	25420418	14.990560034	46.7686233343
RAB5B	5435	2071	25420418	14.9898698774	46.7664701343
MIR1238	84	32	25420418	14.9860785512	46.7546416831
TRAPPC4	2363	900	25420418	14.9829075655	46.7447486146
RP11-156E6.1	2931	1116	25420418	14.9784091149	46.7307140261
DDI2	10635	4049	25420418	14.9770953588	46.7266152759
LASP1	4116	1567	25420418	14.9765211031	46.7248236718
CDR1-AS	1486	565	25420418	14.957084624	46.6641843514
AC007192.4	5167	1962	25420418	14.9374977856	46.6030759296
TM2D3	2697	1024	25420418	14.9360693903	46.5986195195
CCSAP	5363	2036	25420418	14.9343831469	46.5933586566
UBAP2	4681	1777	25420418	14.9336544888	46.5910853367
TLE3	6932	2631	25420418	14.9306806483	46.5818073361
CCDC137	2474	938	25420418	14.9149037642	46.5325854827
ETFDH	3295	1249	25420418	14.9116029711	46.5222874319
AC008440.5	425	161	25420418	14.9023328181	46.4933657443
SNORD58A	66	25	25420418	14.9009303776	46.4889903099
RP11-403P17.6	383	145	25420418	14.8931492129	46.4647140747
RP11-20I23.3	600	227	25420418	14.8830492612	46.4332035215
CENPM	1372	519	25420418	14.8809466226	46.426643559
RP4-714D9.2	386	146	25420418	14.8793124475	46.4215451426
MIR671	119	45	25420418	14.8758867971	46.4108575531
RRAS2	2805	1060	25420418	14.865869365	46.3796044503
CDC40	4341	1640	25420418	14.8617987014	46.3669045026
CENPQ	1742	658	25420418	14.8591872431	46.3587570879
SRBD1	3702	1398	25420418	14.8555272186	46.3473382811
AHCTF1	8848	3341	25420418	14.854179719	46.3431342553
HLA-E	2609	984	25420418	14.8367347251	46.2887081132
CHSY1	4553	1717	25420418	14.8350822074	46.28355247
TNPO2	6208	2341	25420418	14.83429864	46.2811078403
NSDHL	2005	756	25420418	14.8328543067	46.2766017058
ANKFY1	7700	2903	25420418	14.8311088753	46.2711561839
SLC35F2	3645	1374	25420418	14.8288172331	46.2640065543
RP11-554E23.4	377	142	25420418	14.8171373474	46.22756681
MLF1	2786	1049	25420418	14.8119312816	46.211324553
UCK1	2216	834	25420418	14.8051771066	46.1902523938
STRIP1	3351	1261	25420418	14.8032805922	46.1843355121
PIK3C2A	8259	3107	25420418	14.7989567022	46.1708455306
NOTCH2	16111	6057	25420418	14.7894624284	46.1412246149
DPH2	2478	931	25420418	14.7797024695	46.1107747955
MTMR4	5866	2203	25420418	14.7737161612	46.0920982821
CTD-2369P2.4	357	134	25420418	14.7656950431	46.067073423
ZFAS1	2228	836	25420418	14.7607492732	46.0516432556
KAT2A	3127	1173	25420418	14.7566386693	46.0388186992
EIF1AD	2941	1103	25420418	14.7535930585	46.0293167845
RP11-323N12.5	368	138	25420418	14.7519210738	46.0241004068
PPHLN1	5555	2083	25420418	14.7510358701	46.0213386846
MRGBP	2786	1044	25420418	14.7413310372	45.9910608516
GLTP	2701	1012	25420418	14.73917722	45.9843412185
TCEB1	4943	1852	25420418	14.7389886459	45.9837528914
RRP15	7776	2913	25420418	14.7367442003	45.9767505092
ZC3HAV1	8248	3089	25420418	14.732843258	45.96458007
SPNS1	2228	834	25420418	14.7254364759	45.9414718603
CASP3	2908	1088	25420418	14.7181019059	45.9185889432
MOCS2	4318	1615	25420418	14.7132021209	45.903302243
DCLRE1A	4508	1686	25420418	14.7126524286	45.9015872735
TAF12	1677	627	25420418	14.7079380056	45.886878879
SLC25A36	7632	2853	25420418	14.7055313849	45.8793705313
BLCAP	2614	977	25420418	14.7030113636	45.8715083881
CTD-2031P19.5	800	299	25420418	14.7027480036	45.8706867388
ANKRD11	9702	3626	25420418	14.7022513059	45.8691371058
KIF3B	6112	2284	25420418	14.7004309479	45.8634578225
SASS6	3897	1456	25420418	14.6976628747	45.8548217893
MRPL2	2195	820	25420418	14.6959152991	45.8493695776
VPS41	5932	2216	25420418	14.6955527533	45.8482384812
NUP35	1866	697	25420418	14.6939463929	45.8432268432
CCNF	4300	1606	25420418	14.6924559656	45.8385769013
RNF7	2766	1033	25420418	14.6914769528	45.8355225068
LYSMD3	4365	1630	25420418	14.6899618788	45.8307956704
AGPAT5	3693	1379	25420418	14.6893395872	45.8288542005
AC008781.7	624	233	25420418	14.6888786761	45.827416217
ZBTB8OS	1923	718	25420418	14.6879935254	45.8246546605
GM2A	3900	1456	25420418	14.6863569802	45.8195488494
BRD3	6145	2293	25420418	14.6791017184	45.7969133638
RAD54L2	9798	3656	25420418	14.6786482809	45.7954986969
PLAGL2	5708	2129	25420418	14.6726652493	45.7768324065
CITED2	2539	947	25420418	14.6725159584	45.776366638
ZCCHC10	2444	911	25420418	14.6633934515	45.7479055871
IFNAR1	6150	2292	25420418	14.6607709924	45.7397238514
HSPB11	2381	887	25420418	14.6548553745	45.7212678828
REPS1	4561	1699	25420418	14.6538121198	45.7180130621
CLCN3	7282	2710	25420418	14.6398264616	45.6743796035
KAT6A	10047	3738	25420418	14.6359260739	45.6622108943
QKI	15821	5885	25420418	14.6328812792	45.6527115258
SOAT1	6939	2581	25420418	14.6321595971	45.6504599702
GSK3B	7762	2886	25420418	14.6264860325	45.6327591768
FMR1	6439	2393	25420418	14.6198051994	45.6119158351
NFATC3	6940	2579	25420418	14.6187144859	45.6085129487
RP11-513I15.6	7091	2634	25420418	14.6125361194	45.5892372384
TAF5	3279	1218	25420418	14.6124549094	45.5889838735
ANKLE2	6599	2451	25420418	14.6110859431	45.5847128745
CCDC25	3635	1350	25420418	14.6098805683	45.5809522598
TRMT1L	4407	1636	25420418	14.6035203853	45.5611093052
CMTM4	3801	1411	25420418	14.603146986	45.5599443473
MTURN	6100	2264	25420418	14.6003712836	45.5512845119
RP11-216N14.9	318	118	25420418	14.5972887775	45.5416674885
ZNF589	5055	1875	25420418	14.5914155033	45.5233436269
TOP1MT	2397	889	25420418	14.5898571377	45.5184817262
NUMA1	7558	2803	25420418	14.5892686848	45.5166458288
FBN2	12640	4686	25420418	14.5838612135	45.4997752123
EYA3	6221	2306	25420418	14.5819771725	45.4938972461
OSER1	1719	637	25420418	14.5774267582	45.4797005377
GOLT1B	3301	1223	25420418	14.5746537197	45.4710490134
RP11-214K3.25	500	185	25420418	14.5552287929	45.4104457347
NXT2	3071	1136	25420418	14.5517701855	45.3996553237
SNORD19	146	54	25420418	14.5498399632	45.3936332779
PRR14L	10835	4007	25420418	14.5481489599	45.3883575647
BTBD6	2261	836	25420418	14.545311535	45.379505163
NDUFAF4	2402	888	25420418	14.5431095349	45.3726352054
RMDN1	3171	1172	25420418	14.5394735613	45.3612914342
SNORA4	138	51	25420418	14.5381251162	45.3570844589
PLCG1	7507	2774	25420418	14.5364163434	45.351753307
ECI1	2165	800	25420418	14.5361500959	45.3509226487
HOXC4	2271	839	25420418	14.5332297443	45.3418115265
TGIF2	3611	1334	25420418	14.5326780855	45.340090422
GEMIN7	1727	638	25420418	14.5326780855	45.340090422
AP000320.7	647	239	25420418	14.5315162768	45.3364657279
RALB	2380	879	25420418	14.5287827719	45.3279375435
UBE2O	5454	2014	25420418	14.526521962	45.3208841067
SCARB1	4008	1480	25420418	14.52617644	45.3198061224
TOPORS	4101	1514	25420418	14.5229023853	45.3095914921
GNAQ	6546	2415	25420418	14.5130418142	45.2788277757
STRN3	4240	1564	25420418	14.5106946915	45.2715050542
MYCBP2	15291	5640	25420418	14.5097699922	45.268620111
RAP2C	4124	1521	25420418	14.5086789223	45.265216113
USB1	4359	1607	25420418	14.5026150742	45.2462976852
C16orf91	1058	390	25420418	14.5009432106	45.2410816853
FAM98B	6602	2433	25420418	14.4971923549	45.229379497
VPS26B	3697	1362	25420418	14.4925554071	45.2149128151
MPI	7021	2586	25420418	14.4892818295	45.2046996731
RP11-342K6.2	467	172	25420418	14.4886819398	45.202828094
TBL2	3216	1184	25420418	14.4828147193	45.1845231191
