Gene	Length	Counts	TotalReads	RPKM(37346154 pairs)	TPM(12.10 norm. reads)
CTD-3032J10.2	471	110	37346154	6.25353945572	19.2958345142
ARID4A	6330	1478	37346154	6.25208451763	19.2913451774
ACOT9	4443	1037	37346154	6.24966242248	19.2838715942
TMOD1	3720	868	37346154	6.24785441985	19.2782928464
DDX51	4733	1104	37346154	6.24578003638	19.2718921576
LIFR	10423	2431	37346154	6.24519980318	19.2701017981
SLC30A7	8006	1867	37346154	6.24428689297	19.267284935
MGAT1	9683	2258	37346154	6.24407515972	19.2666316138
RP11-793H13.10	1622	378	37346154	6.24015053031	19.2545218318
FAM171B	5834	1359	37346154	6.23745101859	19.246192256
LRRC20	3632	846	37346154	6.23704158181	19.2449289035
TMTC4	3712	864	37346154	6.23246561586	19.2308093665
RP11-6N17.10	533	124	37346154	6.22943405035	19.2214552101
MAFG	5224	1215	37346154	6.22769343698	19.2160843976
FAM210A	4377	1018	37346154	6.2276665029	19.2160012902
GPHN	4704	1094	37346154	6.22736218597	19.2150622941
RP11-574F21.2	559	130	37346154	6.22709742842	19.2142453619
KBTBD7	4735	1101	37346154	6.2261768438	19.2114048188
CTB-50L17.9	512	119	37346154	6.22344873852	19.202987015
NBAS	7333	1704	37346154	6.22217213658	19.1990479498
HGSNAT	5705	1325	37346154	6.2189110602	19.1889856178
OCIAD1-AS1	267	62	37346154	6.21776844351	19.1854599756
MBNL3	11853	2752	37346154	6.21690543567	19.1827970906
SIRT7	1753	407	37346154	6.21679589816	19.1824591032
CHM	7957	1847	37346154	6.2154367835	19.1782654378
CDK17	4558	1058	37346154	6.21534818799	19.1779920688
HCG25	1004	233	37346154	6.21407262304	19.1740562033
PKP2	4448	1032	37346154	6.21253766825	19.1693199681
TMEM138	4458	1034	37346154	6.2106147569	19.1633866595
CTSC	7648	1773	37346154	6.20747490645	19.1536983806
KIRREL	7887	1827	37346154	6.20270066026	19.1389670328
BAHD1	4779	1107	37346154	6.20247048944	19.1382568209
ARRDC1-AS1	2314	536	37346154	6.2023397377	19.1378533751
MIR3916	95	22	37346154	6.20087807083	19.1333432762
CTD-2587H24.14	3062	709	37346154	6.20004961791	19.1307870133
CEP104	6677	1546	37346154	6.19986495202	19.1302172108
AC079305.10	501	116	37346154	6.19975288882	19.1298714302
CTD-2036P10.3	2138	495	37346154	6.19942791225	19.128868687
RAB8B	4951	1146	37346154	6.19791773536	19.1242089061
LEF1	4208	974	37346154	6.19779692246	19.1238361275
MTERF2	3535	818	37346154	6.19609405792	19.1185817923
ST7	5199	1203	37346154	6.19583617763	19.1177860805
FAM222B	4712	1090	37346154	6.19405892339	19.1123022095
TNRC18	11766	2720	37346154	6.19005027391	19.0999331763
DBNDD2	2769	640	37346154	6.18886678332	19.0962814142
LARP1B	7888	1823	37346154	6.18833595736	19.094643505
COL4A5	6540	1511	37346154	6.18644038558	19.088794555
B4GALT7	1753	405	37346154	6.18624653257	19.0881964049
BX322557.10	1463	338	37346154	6.18623609191	19.0881641893
POLK	5995	1385	37346154	6.18606817931	19.0876460805
ST6GALNAC4	1697	392	37346154	6.18526542448	19.0851691114
RP11-130L8.1	680	157	37346154	6.18222569695	19.0757897703
RNU6-850P	104	24	37346154	6.17919667897	19.0664434745
WFS1	3649	842	37346154	6.17863221413	19.0647017696
CAMK2D	6829	1575	37346154	6.17557729301	19.0552755474
ZDHHC12	1193	275	37346154	6.17229061954	19.0451342334
C1orf115	3415	787	37346154	6.17075268156	19.0403887933
TRIM21	1931	445	37346154	6.17066335023	19.0401131538
ZNF678	8921	2055	37346154	6.16811416055	19.0322474095
AACS	3334	768	37346154	6.16807634902	19.0321307388
RP11-318E3.9	278	64	37346154	6.16437846152	19.0207205885
RP11-426L16.10	821	189	37346154	6.1641438247	19.0199965964
CRAMP1	7793	1794	37346154	6.16413126939	19.0199578559
ARMCX5	4913	1131	37346154	6.16410399423	19.019873696
MICAL3	12316	2835	37346154	6.16364332585	19.0184522641
PHKG2	5561	1279	37346154	6.15845490507	19.0024429449
IPPK	4414	1015	37346154	6.15726477715	18.9987707028
DEAR	374	86	37346154	6.1571674573	18.998470414
CTD-2619J13.14	3419	786	37346154	6.15570163457	18.9939474917
PHTF1	3841	883	37346154	6.15560172507	18.9936392123
TOR2A	2504	575	37346154	6.14876133857	18.9725326107
NAGLU	2550	585	37346154	6.14284846321	18.9542879246
RBM45	1801	413	37346154	6.14031222828	18.9464621533
ARHGEF11	6930	1589	37346154	6.13966646453	18.9444695937
UPK3BL	1348	309	37346154	6.1379409148	18.9391452614
FZR1	5235	1200	37346154	6.13788399822	18.9389696404
RP11-21B23.1	480	110	37346154	6.13628559093	18.934037617
RP5-1068B5.5	480	110	37346154	6.13628559093	18.934037617
SNORD83A	96	22	37346154	6.13628559093	18.934037617
STAU2	7861	1801	37346154	6.13465343022	18.9290014446
KDM5B	10481	2401	37346154	6.13399694497	18.9269758029
TRAM2	6919	1585	37346154	6.13394746689	18.926823134
ING4	1720	394	37346154	6.133690967	18.9260316815
AP000442.1	764	175	37346154	6.13336494095	18.9250257
TAF1C	3960	907	37346154	6.13290471732	18.9236056404
ZGRF1	6777	1552	37346154	6.13208756062	18.921084233
DACH1	5402	1237	37346154	6.1315353446	18.9193803229
DEXI	1725	395	37346154	6.13143477228	18.9190699984
AP4B1	2900	664	37346154	6.13089950953	18.9174183991
RP9	1127	258	37346154	6.12985083149	18.9141826127
RN7SK	332	76	37346154	6.12956457713	18.9132993502
HERC2	15430	3532	37346154	6.12927186675	18.9123961671
TRMT10B	2304	527	37346154	6.12466383791	18.8981776973
CTD-2537I9.12	551	126	37346154	6.12312411383	18.893426746
ARMC8	6683	1528	37346154	6.12217880349	18.8905099096
NUDT19	2970	679	37346154	6.12163513864	18.8888323849
B3GALT6	2778	635	37346154	6.12062258038	18.8857080492
INPP4A	10386	2374	37346154	6.12049450884	18.8853128734
RNPC3	3927	897	37346154	6.11625604563	18.8722347302
FTO	12114	2767	37346154	6.11611589179	18.8718022734
RASEF	6667	1522	37346154	6.11277363583	18.8614894548
SCARNA13	276	63	37346154	6.11203149768	18.8591995237
DNAJC4	1389	317	37346154	6.11098380467	18.8559667767
LDLRAP1	2949	673	37346154	6.11074847342	18.8552406418
PHLPP2	9179	2093	37346154	6.10559474301	18.8393383628
KANK2	5553	1266	37346154	6.10464127154	18.8363963445
DOCK7	8049	1835	37346154	6.10447412834	18.8358806098
PPIP5K2	15607	3558	37346154	6.10436691205	18.8355497847
IL10RB	1970	449	37346154	6.10287157617	18.8309357971
RP11-498B4.5	781	178	37346154	6.10271494458	18.8304524968
MOV10	4498	1025	37346154	6.1018078959	18.82765372
PANK2	5575	1270	37346154	6.09976305948	18.8213442011
ETS2	4087	931	37346154	6.09956915469	18.8207458912
ARNTL2	6937	1580	37346154	6.09873142983	18.818161019
EIF4EBP3	694	158	37346154	6.09609509059	18.8100263672
ARMCX5-GPRASP2	1854	422	37346154	6.09476321123	18.8059167388
LINC00205	1393	317	37346154	6.09343611248	18.8018218613
ADAM10	13140	2988	37346154	6.08890704713	18.7878470402
ZNF503-AS2	2772	630	37346154	6.08557248687	18.7775579673
AC005578.3	1021	232	37346154	6.08438040607	18.7738796993
FAM118A	4671	1061	37346154	6.08218509906	18.7671058905
ORAOV1	3782	859	37346154	6.08171067461	18.765642013
MAP1B	12043	2735	37346154	6.08102460408	18.7635250833
USP18	2140	486	37346154	6.08102252613	18.7635186716
RP11-59N23.1	458	104	37346154	6.0802575764	18.7611583534
DHRS7B	2885	655	37346154	6.07924433523	18.7580319105
GPRC5B	5986	1359	37346154	6.07906602781	18.7574817276
DUSP9	2524	573	37346154	6.07882145558	18.7567270789
HEATR5A	7911	1795	37346154	6.07557217814	18.7467011535
PEX14	1994	452	37346154	6.06970238811	18.7285894109
SLC26A6	3000	680	37346154	6.06934429357	18.7274844794
SEC24D	4183	948	37346154	6.06840544041	18.7245875671
GSKIP	3945	894	37346154	6.06798680211	18.7232958226
THNSL1	3791	859	37346154	6.06727242716	18.7210915572
KLF9	5177	1173	37346154	6.06699955944	18.7202496003
RP11-235E17.2	4767	1080	37346154	6.06642342303	18.7184718818
FOXG1	4891	1108	37346154	6.06591351216	18.7168985079
ZNF687	5388	1220	37346154	6.06298313094	18.7078565643
SMIM10	1537	348	37346154	6.06260806239	18.706699258
MUS81	2681	607	37346154	6.06241961877	18.706117799
TMEM64	5529	1251	37346154	6.05849614699	18.6940115889
SS18L1	4522	1023	37346154	6.05758046835	18.6911861836
CMTM7	2043	462	37346154	6.05518930558	18.683808045
TMEM63B	3383	765	37346154	6.0549917206	18.6831983795
DGKD	6430	1454	37346154	6.05490801586	18.6829401013
PLCL2	4342	981	37346154	6.04969255696	18.6668473538
POU3F2	4900	1107	37346154	6.04930744266	18.6656590504
CARD8	6197	1400	37346154	6.04923777943	18.6654440985
RP1-92O14.6	735	166	37346154	6.04748591076	18.6600385569
RNF19A	4822	1089	37346154	6.04720637248	18.6591760174
ZNF654	4968	1120	37346154	6.0365743187	18.6263698999
SLC36A1	6441	1452	37346154	6.0362529893	18.6253784104
CGRRF1	2063	465	37346154	6.03542477369	18.6228228798
F11R	4845	1092	37346154	6.03507919193	18.6217565575
CEP44	6567	1480	37346154	6.03460454309	18.6202919877
RC3H1	11284	2543	37346154	6.03444591192	18.6198025175
JUND	1864	420	37346154	6.03333581316	18.6163772122
RP11-815I9.4	1834	413	37346154	6.0298267847	18.6055498027
ELOVL7	4352	980	37346154	6.02963891622	18.6049701183
AF127577.10	564	127	37346154	6.02946437174	18.6044315463
MVB12A	2558	576	37346154	6.02942725204	18.6043170103
LANCL2	4362	982	37346154	6.02809298516	18.6002000149
LTN1	8195	1844	37346154	6.02512518968	18.5910426264
ANKRD12	11694	2631	37346154	6.02437329716	18.5887225973
SYP	3396	764	37346154	6.02392828971	18.5873494885
ZNF200	3663	824	37346154	6.02343751253	18.5858351532
SMURF1	5759	1295	37346154	6.02111339298	18.5786638822
RP11-342D11.2	783	176	37346154	6.01873222711	18.5713165899
TMCO6	1923	432	37346154	6.01531782789	18.5607811671
C11orf30	7652	1719	37346154	6.01526869598	18.5606295663
PTPN2	4345	976	37346154	6.01470252879	18.5588826087
KLHL5	4766	1070	37346154	6.01151390436	18.5490438334
SNORD15B	147	33	37346154	6.01105527274	18.5476286861
SLF1	5926	1330	37346154	6.00957985035	18.5430761432
CPNE2	2961	664	37346154	6.00459593976	18.5276978579
ERBB2	5695	1277	37346154	6.00414656527	18.5263112742
RP11-343C2.7	727	163	37346154	6.00353863491	18.5244354527
SIAH1	4117	923	37346154	6.00309132467	18.5230552385
AP000593.7	580	130	37346154	6.00163355601	18.5185571678
FAM219A	3788	849	37346154	6.00138980516	18.5178050535
PTPN14	13004	2914	37346154	6.00021348797	18.5141754255
TUSC1	2053	460	37346154	5.99960969967	18.5123123847
VCPIP1	9945	2228	37346154	5.99880183039	18.5098196345
RAB30-AS1	1857	416	37346154	5.99840165857	18.5085848699
SMIM10L1	4796	1074	37346154	5.99624298247	18.5019240889
ATG14	4752	1064	37346154	5.99541585743	18.4993719233
L34079.3	563	126	37346154	5.99261347552	18.4907249326
DMC1	3432	768	37346154	5.99194829476	18.4886724601
DOPEY1	8312	1859	37346154	5.98863675572	18.4784544212
P2RY11	1945	435	37346154	5.98857878656	18.4782755524
MAP3K11	4289	959	37346154	5.98710227689	18.4737196547
GAMT	1749	391	37346154	5.98605998079	18.4705035603
SPICE1	5435	1215	37346154	5.98591913796	18.4700689776
SELM	1096	245	37346154	5.98562695332	18.4691674167
GPATCH3	2130	476	37346154	5.98386057112	18.4637170924
CTSH	2202	492	37346154	5.9827644503	18.4603349172
RP5-1074L1.4	2851	637	37346154	5.98268767667	18.4600980255
ZSCAN12	5500	1228	37346154	5.9784664111	18.4470729471
TERC	542	121	37346154	5.97778374909	18.4449665347
SMCO4	1196	267	37346154	5.97770113509	18.4447116221
SSX2IP	6798	1515	37346154	5.96740603081	18.4129451912
PPM1K	8522	1899	37346154	5.96674600696	18.4109086308
HOXA7	2020	450	37346154	5.96506610099	18.4057251363
RP4-803J11.2	642	143	37346154	5.96424020053	18.4031767493
ZNRF3	6978	1554	37346154	5.96312846607	18.3997463968
ZDHHC8	5057	1126	37346154	5.96210407928	18.3965855632
LPCAT2	6190	1378	37346154	5.9609116482	18.3929062144
RAI1	7668	1707	37346154	5.96081348909	18.392603336
CTH	2152	479	37346154	5.9600151363	18.3901399498
TDRD7	3851	857	37346154	5.95883581757	18.3865010603
FKBP1B	1083	241	37346154	5.95857900746	18.3857086505
MEMO1	4896	1089	37346154	5.95580660296	18.3771541577
RALGAPA2	6192	1377	37346154	5.95466191593	18.3736221273
GON4L	8526	1896	37346154	5.95452497237	18.3731995762
LRFN4	2613	581	37346154	5.95375335072	18.3708186711
SNTB2	9796	2178	37346154	5.95337466886	18.3696502156
FZD7	3860	858	37346154	5.95187908094	18.3650354503
EXOC6B	9637	2142	37346154	5.95157243688	18.3640892737
CDK14	5571	1238	37346154	5.95033754272	18.3602789014
AC020922.1	891	198	37346154	5.95033754272	18.3602789014
RP11-264B14.1	432	96	37346154	5.95033754272	18.3602789014
MIR4707	81	18	37346154	5.95033754272	18.3602789014
SNORD63	81	18	37346154	5.95033754272	18.3602789014
RRAGB	2156	479	37346154	5.94895759431	18.3560209517
FRMD6	5339	1186	37346154	5.94810853446	18.3534011044
TRAK1	10792	2397	37346154	5.94730503192	18.3509218282
PIR	1549	344	37346154	5.94649613694	18.348425913
ERMP1	5391	1197	37346154	5.94537064994	18.344953126
RP1-239B22.5	2884	640	37346154	5.94208464737	18.3348138821
PHC3	14353	3185	37346154	5.94183883724	18.3340554138
ZNF107	7026	1559	37346154	5.9414450656	18.3328403975
PEX13	5892	1307	37346154	5.9397335807	18.3275594634
PPM1E	6549	1452	37346154	5.93670873478	18.3182260408
ARAP1	7077	1568	37346154	5.93268075475	18.3057973616
ZMAT3	9534	2112	37346154	5.93161401363	18.30250584
ZNF514	3396	752	37346154	5.929311615	18.2954015908
RPP25	3050	675	37346154	5.92595091344	18.2850318567
CTD-3137H5.1	601	133	37346154	5.92558572265	18.2839050291
HOXA-AS3	5518	1220	37346154	5.92014373133	18.2671132962
ACY1	1529	338	37346154	5.91920431816	18.264214656
CHD9	13336	2948	37346154	5.91910451722	18.2639067116
NFIX	6130	1355	37346154	5.91879007613	18.2629364765
GLDC	3792	838	37346154	5.91738472405	18.2586001416
ACD	2078	459	37346154	5.9145438857	18.2498344903
CDR2L	3541	782	37346154	5.9133684871	18.2462076967
C5orf34	2520	556	37346154	5.9078351317	18.2291340521
MFSD8	4537	1001	37346154	5.90771334828	18.2287582789
SARM1	10301	2272	37346154	5.90585875514	18.223035772
AC117834.1	2150	474	37346154	5.90328836214	18.2151046031
ARHGEF18	5889	1298	37346154	5.90183759331	18.2106281309
AP003068.12	177	39	37346154	5.89991095337	18.2046833174
RP11-413H22.3	522	115	37346154	5.89904152942	18.202000635
RP11-146F11.1	1144	252	37346154	5.89832410266	18.1997869529
FAM161A	3859	850	37346154	5.89791166128	18.1985143295
FBXO46	3003	661	37346154	5.89386580779	18.1860305002
PCSK7	4666	1027	37346154	5.89358871703	18.1851755128
FBXO17	2508	552	37346154	5.8933965136	18.1845824525
RAD51L3-RFFL	1645	362	37346154	5.8924619192	18.181698681
AC021224.1	859	189	37346154	5.89145760195	18.1785997737
XYLB	5120	1126	37346154	5.88874225175	18.1702213268
THEM4	2561	563	37346154	5.88644286	18.1631263556
DMWD	3372	741	37346154	5.88416386008	18.156094305
SEC22A	4264	937	37346154	5.88405212215	18.155749528
ZC3H3	3292	723	37346154	5.8807482367	18.145555105
AL049840.1	1544	339	37346154	5.87904139988	18.140288513
FLNC	9238	2028	37346154	5.87819662425	18.137681885
SFT2D3	3736	820	37346154	5.87707321537	18.1342155102
AC114494.1	424	93	37346154	5.87315156044	18.1221149062
ZDHHC22	3411	748	37346154	5.87183704743	18.1180588631
HSPBAP1	1961	430	37346154	5.87144474511	18.1168483805
BICC1	5824	1277	37346154	5.87115636834	18.1159585691
GK	4716	1034	37346154	5.87084830073	18.115008
HACE1	4600	1008	37346154	5.86755023777	18.1048315427
CTD-2007L18.5	890	195	37346154	5.86676538622	18.1024098157
USE1	2187	479	37346154	5.86463309251	18.0958304398
L2HGDH	6749	1478	37346154	5.86393465648	18.0936753553
VRK3	4092	896	37346154	5.86308919165	18.0910666008
DBNDD1	3266	715	37346154	5.8619752124	18.0876293218
TRIM39	3787	829	37346154	5.86156171194	18.0863534306
SPOPL	6036	1321	37346154	5.86013610382	18.081954594
COX18	6855	1499	37346154	5.85528838722	18.0669965469
CELF2	9926	2170	37346154	5.85382289992	18.0624746597
RP11-196G11.3	2219	485	37346154	5.85246132806	18.0582734124
C16orf58	2824	617	37346154	5.85025219099	18.0514569298
PDE3B	6092	1331	37346154	5.85022106239	18.0513608798
FKBP7	2838	620	37346154	5.84969758428	18.049745643
CCDC181	2637	576	37346154	5.84879594642	18.0469635617
HERC4	8009	1749	37346154	5.8474380859	18.0427737662
BTN2A2	3888	849	37346154	5.84703307149	18.0415240593
ARHGAP10	3322	725	37346154	5.84376165958	18.0314298361
CTC-428H11.2	926	202	37346154	5.84109808459	18.0232111462
CADM4	2187	477	37346154	5.84014610674	18.0202737365
KIAA1468	6410	1398	37346154	5.83987105791	18.0194250497
PARVA	4471	975	37346154	5.83920956579	18.0173839588
YIPF1	1862	406	37346154	5.83848909266	18.0151608769
AL590431.1	78	17	37346154	5.83590797459	18.0071966148
RAP1B	14343	3126	37346154	5.83583617189	18.0069750614
ZNF292	11520	2508	37346154	5.82947131138	17.9873357362
STXBP1	3987	868	37346154	5.82945032401	17.9872709779
RNMT	6454	1405	37346154	5.82909964577	17.9861889299
RP11-418J17.1	4320	940	37346154	5.82637217724	17.9777730909
GFPT2	3112	677	37346154	5.82509746911	17.9738398692
DHFRL1	4165	906	37346154	5.82461612525	17.9723546413
ALMS1	13098	2848	37346154	5.82222674816	17.9649820125
SPG11	8270	1798	37346154	5.82154547256	17.962879878
SMYD3	2314	503	37346154	5.82047926877	17.9595900144
CCND3	3950	858	37346154	5.81626664618	17.9465916046
RNF144A	5752	1249	37346154	5.8143032265	17.9405333041
ZNF791	6477	1405	37346154	5.80840035724	17.9223194926
RP11-33O4.2	2762	599	37346154	5.80707271774	17.9182229466
HS6ST1	3934	853	37346154	5.8058898469	17.9145730968
RHOF	3520	763	37346154	5.80411475935	17.9090959113
CTD-2135J3.4	1759	381	37346154	5.79980313643	17.8957920275
LRRC1	3390	734	37346154	5.79762976507	17.889085903
ZNF584	2485	538	37346154	5.79708941284	17.8874185997
NUDT22	1100	238	37346154	5.7934650075	17.8762351849
RP11-727A23.5	1632	353	37346154	5.79173479571	17.8708964674
INO80C	3974	859	37346154	5.78787865409	17.8589980104
WDYHV1	1680	363	37346154	5.78564070002	17.8520926103
EIF5A2	5598	1209	37346154	5.78292450896	17.8437115689
RASSF8	7103	1534	37346154	5.78279319405	17.8433063855
NXPH4	1806	390	37346154	5.78230475496	17.8417992646
NFKBIL1	1482	320	37346154	5.78170449495	17.8399471106
CTD-3065J16.9	1265	273	37346154	5.77864796144	17.8305159133
AC006460.2	811	175	37346154	5.77791715769	17.8282609554
AC073641.2	431	93	37346154	5.77776394809	17.827788214
RP11-344B2.2	774	167	37346154	5.77736261415	17.8265498635
DNASE1L1	3018	651	37346154	5.77584951338	17.8218810608
UGDH	3403	734	37346154	5.77548189938	17.8207467562
RBM20	7247	1563	37346154	5.77503782347	17.8193765217
THADA	11356	2449	37346154	5.77454164226	17.8178455118
PDSS2	3877	836	37346154	5.77383797671	17.8156742912
SIK2	9693	2090	37346154	5.77354014126	17.8147552943
ZNF391	4082	880	37346154	5.77249795913	17.8115395515
TBC1D2B	6152	1326	37346154	5.77140183963	17.8081573804
TNFRSF1A	2988	644	37346154	5.7711105083	17.8072584525
AC002116.8	1137	245	37346154	5.76978640356	17.8031728133
SLAIN2	6386	1376	37346154	5.76957251245	17.8025128339
NAGK	2748	592	37346154	5.76844949556	17.7990476686
ZNF764	2976	641	37346154	5.76738865657	17.7957743585
TONSL-AS1	432	93	37346154	5.76438949451	17.7865201857
PRKD2	3796	817	37346154	5.76301790722	17.782288035
PHKA2-AS1	934	201	37346154	5.76239861604	17.7803771588
SENP7	5433	1169	37346154	5.76141186149	17.7773324426
GDPD1	2403	517	37346154	5.76090732132	17.7757756405
NUDCD2	8009	1723	37346154	5.76051219097	17.7745564317
TSC22D1	6707	1442	37346154	5.75693161096	17.7635082438
RCOR3	5043	1084	37346154	5.75565071056	17.7595559153
B3GNT4	4685	1007	37346154	5.75537984521	17.7587201369
CTC-534A2.2	1768	380	37346154	5.75513416179	17.7579620596
RP11-111M22.3	740	159	37346154	5.75333312407	17.7524048026
RP11-770J1.3	764	164	37346154	5.74783914466	17.735452656
DCUN1D2	3280	704	37346154	5.74715528516	17.7333425486
MRAP	1352	290	37346154	5.74348409264	17.722014768
AC010883.5	401	86	37346154	5.74259508486	17.7192716579
ATF3	2542	545	37346154	5.74083509973	17.7138410722
CCDC142	3415	732	37346154	5.73950567078	17.7097390047
MTERF1	4064	871	37346154	5.73876673196	17.7074589453
SNORA81	378	81	37346154	5.73782548762	17.7045546549
MID1IP1-AS1	378	81	37346154	5.73782548762	17.7045546549
MAGI3	6961	1491	37346154	5.73535264227	17.6969244776
TMEM234	1415	303	37346154	5.73377048727	17.6920426021
RHOBTB1	4629	991	37346154	5.73245415246	17.6879809377
TRO	4995	1069	37346154	5.73055030015	17.6821064374
ELAVL2	4682	1002	37346154	5.73047244342	17.6818662038
SMIM11B	3916	838	37346154	5.73001094831	17.6804422209
RASA2	5651	1209	37346154	5.72868720601	17.6763577
RP1-59D14.5	1239	265	37346154	5.7270197899	17.671212744
LYRM1	2296	491	37346154	5.72616324069	17.6685697877
BMP2K	4943	1057	37346154	5.72583057292	17.6675433126
TMEM120B	7473	1598	37346154	5.72579650337	17.6674381881
RP1-317E23.3	2797	598	37346154	5.72483315247	17.6644656859
DYRK3	2662	569	37346154	5.72345577691	17.660215675
SPATA5L1	2578	551	37346154	5.7229875629	17.6587709604
AC068580.6	2017	431	37346154	5.72170533669	17.654814541
COMMD10	1610	344	37346154	5.72119410939	17.6532371052
ZNF22	2553	545	37346154	5.71609981336	17.6375182161
ITPRIPL2	7248	1547	37346154	5.71513173339	17.6345311219
LCORL	9975	2129	37346154	5.71500840381	17.6341505779
SLC38A9	3515	750	37346154	5.71333974585	17.6290017901
HMGN3-AS1	2948	629	37346154	5.71317178245	17.6284835245
MED30	989	211	37346154	5.71268503216	17.6269816146
UQCC3	2401	512	37346154	5.7099448973	17.6185266925
FUT8	5488	1170	37346154	5.70855086778	17.6142252944
CCDC50	8969	1912	37346154	5.70818421424	17.6130939533
SH3BP5-AS1	5573	1188	37346154	5.70796779174	17.612426163
IGSF8	2404	512	37346154	5.7028193421	17.5965401783
MYO5A	12360	2632	37346154	5.70192539287	17.593781821
PHF19	4776	1017	37346154	5.70178387023	17.5933451407
ZNF652	6203	1320	37346154	5.69805013763	17.5818243872
CTB-33G10.11	362	77	37346154	5.69555789655	17.5741343628
RP11-660L16.2	682	145	37346154	5.69295490707	17.5661026146
AC090186.1	828	176	37346154	5.69162721477	17.5620059056
ATAD2B	8131	1728	37346154	5.69054541042	17.5586679052
PIEZO1	8199	1742	37346154	5.68907134984	17.5541195643
PPM1A	11403	2422	37346154	5.68733919829	17.5487748615
AC012314.8	4162	884	37346154	5.68727600791	17.5485798822
MKL2	10283	2183	37346154	5.68444431108	17.5398424378
RAPGEF2	6973	1480	37346154	5.68324222494	17.5361332974
RBMXL1	5090	1080	37346154	5.68146177949	17.5306395797
RSBN1	6628	1406	37346154	5.6801124974	17.5264762536
PPP1R21	3197	678	37346154	5.6785986371	17.5218051073
CCDC151	2231	473	37346154	5.67695807246	17.5167430038
TMED7-TICAM2	3613	766	37346154	5.67694810676	17.5167122538
PLEKHO1	2661	564	37346154	5.67529375551	17.5116076105
AC093110.3	604	128	37346154	5.67449408047	17.5091401443
QPCT	1746	370	37346154	5.67429095568	17.5085133853
ASAP2	5745	1217	37346154	5.67224082727	17.5021875376
KLHL13	6995	1480	37346154	5.6653678391	17.4809803407
DLG3	6855	1450	37346154	5.663888033	17.4764142715
ZBTB40	9011	1906	37346154	5.66374931793	17.4759862542
TEN1	998	211	37346154	5.66116783247	17.4680208586
TET3	11489	2429	37346154	5.66108142664	17.4677542459
VPS11	3543	749	37346154	5.6606301687	17.4663618507
TMEM8A	3704	783	37346154	5.66037103989	17.4655622864
VPS53	13652	2885	37346154	5.65853040934	17.4598828624
SLC2A1	3677	777	37346154	5.6582418325	17.4589924337
RANBP10	5468	1155	37346154	5.65597647737	17.4520024853
FEM1C	5819	1229	37346154	5.65532596322	17.4499952679
GALNT18	2515	531	37346154	5.65341215042	17.4440900337
HINFP	3235	683	37346154	5.65328050619	17.4436838341
MIR4724	90	19	37346154	5.65282066558	17.4422649563
SMN2	1729	365	37346154	5.65264859104	17.4417340055
POLR3E	3752	792	37346154	5.65218630124	17.4403075705
DSTYK	8353	1762	37346154	5.64829718379	17.4283073637
MAP2K5	2949	622	37346154	5.64767540931	17.426388825
RP11-20B24.4	1266	267	37346154	5.64718053521	17.4248618483
FZD5	6710	1415	37346154	5.64661315995	17.4231111631
MDFIC	5598	1180	37346154	5.64421085241	17.4156986363
CHPF	3359	708	37346154	5.64387478746	17.414661679
ATXN7	7792	1642	37346154	5.64258779558	17.4106905547
RP11-530C5.1	356	75	37346154	5.64112056367	17.4061632843
GXYLT2	3267	688	37346154	5.6388873683	17.3992725677
ZNFX1	9066	1908	37346154	5.63529650802	17.3881926591
AC025918.2	385	81	37346154	5.63350138784	17.3826536612
FAM46A	5733	1206	37346154	5.63273710872	17.3802954121
TACC1	9270	1950	37346154	5.63260107199	17.3798756591
AS3MT	2415	508	37346154	5.63249342553	17.3795435066
MKKS	6960	1464	37346154	5.63230226026	17.3789536497
KB-1572G7.2	3053	642	37346154	5.63069936486	17.3740077779
SGMS2	6578	1383	37346154	5.62966337748	17.3708111497
CTTNBP2NL	5903	1241	37346154	5.62928341645	17.3696387472
TAF1A	2293	482	37346154	5.62855740521	17.367398577
ZNF480	4743	997	37346154	5.62854509496	17.3673605927
RREB1	8964	1884	37346154	5.62772888076	17.3648420935
FANCC	5824	1224	37346154	5.62748268978	17.36408245
ELMSAN1	8270	1738	37346154	5.62727810418	17.3634511835
PIK3R3	6220	1307	37346154	5.62651290313	17.3610900898
PEX11A	2970	624	37346154	5.62577367675	17.3588091431
RP11-336A10.2	738	155	37346154	5.62379462879	17.3527026202
MBD6	4295	902	37346154	5.6233806952	17.3514253925
RP4-622L5.7	1362	286	37346154	5.62267578376	17.3492503275
REEP2	2258	474	37346154	5.6209344458	17.3438772793
ITGA8	6785	1424	37346154	5.61971451344	17.3401130729
CTD-3185P2.1	2170	455	37346154	5.61443139111	17.323811544
bP-2171C21.3	229	48	37346154	5.61254545514	17.3179923262
EXTL2	4041	847	37346154	5.61240077804	17.3175459125
RP11-793H13.3	2300	482	37346154	5.61142701311	17.314541277
ZDHHC23	3834	803	37346154	5.60812329437	17.3043473683
TMEM265	998	209	37346154	5.60750747387	17.3024472011
SNORD33	86	18	37346154	5.60438768558	17.2928208257
SDCCAG8	2585	541	37346154	5.60390589855	17.2913342303
ZNF473	5147	1077	37346154	5.6029358657	17.2883411104
RP11-548H3.1	760	159	37346154	5.60192962081	17.2852362552
HDHD3	2108	441	37346154	5.60172905765	17.2846174003
TCHP	3318	694	37346154	5.60063416091	17.2812390021
SIPA1L1	8601	1799	37346154	5.60062290165	17.2812042607
SPATS2L	7227	1511	37346154	5.59835618122	17.2742100996
