Gene	Length	Counts	TotalReads	RPKM(26263627 pairs)	TPM(8.69 norm. reads)
PPP5C	2122	2854	26263627	51.2098952358	154.810372049
WDR61	1466	1970	26263627	51.1655390558	154.67628084
HMGN4	1227	1648	26263627	51.1396725377	154.598084912
PRPS2	2750	3689	26263627	51.0765152678	154.40715696
COTL1	1847	2476	26263627	51.0421598238	154.303298534
FANCI	5212	6960	26263627	50.8452199902	153.707938423
ZMPSTE24	3118	4163	26263627	50.8364948091	153.681561714
DDX47	1859	2482	26263627	50.8355686002	153.678761733
XRN2	3467	4622	26263627	50.7599747792	153.450237392
COPZ1	2970	3957	26263627	50.7288362085	153.356103754
SUCLG1	1484	1977	26263627	50.7245340709	153.343098152
CENPF	10366	13806	26263627	50.7109752408	153.302109052
CD81	2144	2854	26263627	50.6844205645	153.221832783
NAP1L1	14263	18979	26263627	50.6649643899	153.163015681
TOMM70A	4421	5872	26263627	50.5720816158	152.88222587
UNG	2392	3177	26263627	50.5709762603	152.878884318
XXbac-BPG181M17.6	579	769	26263627	50.570014042	152.875975479
CUL1	3572	4738	26263627	50.5043637559	152.677510999
AP2S1	1311	1737	26263627	50.447822449	152.506583472
EIF2A	2221	2942	26263627	50.4358573818	152.470412406
RFC3	2884	3811	26263627	50.3140168503	152.102081678
AARS	3498	4621	26263627	50.2992444503	152.057423888
SAMM50	1732	2286	26263627	50.2543472716	151.92169721
PSMC6	2202	2906	26263627	50.248556878	151.904192527
AC110615.1	285	376	26263627	50.232903689	151.856872063
COPB2	3382	4454	26263627	50.1443386245	151.589134929
PDHA1	3775	4957	26263627	49.9973816557	151.144875808
AL353629.1	109	143	26263627	49.9522250108	151.00836475
APOA1BP	1452	1904	26263627	49.9281674173	150.935637302
CTB-5E10.3	1032	1353	26263627	49.9187150209	150.90706218
IMMT	3098	4057	26263627	49.8619079278	150.735331166
PTMS	1232	1613	26263627	49.850435614	150.700649721
CSNK2A1	4736	6190	26263627	49.7650280799	150.442457978
CCDC86	2049	2678	26263627	49.7638431338	150.43887582
HLTF	5366	7006	26263627	49.7124037105	150.283371571
CAP1	3139	4086	26263627	49.562401865	149.829907619
RP11-762I7.5	1823	2371	26263627	49.5210886519	149.705015469
ALKBH5	2941	3824	26263627	49.5071763805	149.662957896
B2M	2392	3110	26263627	49.5044810102	149.654809641
EXO1	3489	4535	26263627	49.4904747713	149.612467999
ZNF703	3351	4352	26263627	49.4492554648	149.487859735
MXD3	3298	4283	26263627	49.4473157914	149.481995994
RP11-38C17.1	675	876	26263627	49.4135017139	149.37977415
TSNAX	2656	3443	26263627	49.3576245567	149.210854384
RP11-101E3.5	383	496	26263627	49.3092277198	149.064548045
PPIH	1005	1301	26263627	49.2897406434	149.005637525
XBP1	2045	2647	26263627	49.283997527	148.988275763
BIRC5	3192	4131	26263627	49.2762455213	148.964841017
CAPN2	3834	4958	26263627	49.2379215499	148.848985512
MRPS18B	1539	1989	26263627	49.2086512201	148.760499671
RP13-1032I1.10	1937	2502	26263627	49.1816373113	148.678835117
COPB1	3546	4579	26263627	49.1673962928	148.635783723
PSME3	4515	5830	26263627	49.1650061994	148.628558337
DHCR7	2675	3454	26263627	49.1636190718	148.624364973
PRCC	2112	2726	26263627	49.1447619542	148.567358854
CD99	2083	2684	26263627	49.0612421577	148.314873847
C19orf53	958	1234	26263627	49.045023704	148.265844556
RRP36	1166	1501	26263627	49.0148231465	148.174546584
C8orf33	2682	3451	26263627	48.992712379	148.1077045
RANGAP1	5185	6665	26263627	48.9436880013	147.95950107
PRKAR2A	6482	8328	26263627	48.918934368	147.884669454
PDCD11	6489	8335	26263627	48.9072369979	147.849307651
TAF7	2335	2999	26263627	48.9029298334	147.836286853
ADIPOR1	2185	2805	26263627	48.8794963625	147.765446162
RP11-498C9.3	567	726	26263627	48.7527210321	147.382197261
APH1A	2366	3024	26263627	48.6645088615	147.115526945
COX6C	2353	3007	26263627	48.6582851418	147.096712293
IRAK1	3757	4801	26263627	48.6559334802	147.089603089
ARF5	1109	1416	26263627	48.615751714	146.968131366
GNPAT	2659	3393	26263627	48.5859635999	146.878080234
PSIP1	4084	5209	26263627	48.5639409274	146.811504466
ACTR1A	2840	3609	26263627	48.3853447921	146.271598379
PLK1	2237	2842	26263627	48.3730406901	146.234402392
CENPV	1170	1486	26263627	48.3591040219	146.192271066
ENSA	5423	6869	26263627	48.2279953195	145.79592214
SERINC1	3147	3986	26263627	48.2265116725	145.791436992
TAF9	1872	2371	26263627	48.224863575	145.786454701
CHMP4B	1651	2091	26263627	48.2227815829	145.780160723
UAP1	2388	3022	26263627	48.1842868601	145.663789027
AASDHPPT	2961	3747	26263627	48.1826390999	145.658807756
RP11-498C9.13	452	571	26263627	48.0997668861	145.408280427
SPDL1	2705	3415	26263627	48.0694039189	145.316491482
AIMP2	1381	1741	26263627	48.0010116723	145.109737903
MSN	3957	4988	26263627	47.9960716171	145.09480384
PYCR2	1778	2238	26263627	47.926269296	144.883787527
RNF187	3021	3787	26263627	47.7298289518	144.2899374
MTCH2	2600	3259	26263627	47.7261399753	144.278785418
NOB1	1743	2184	26263627	47.7090254211	144.227047166
EEF1D	3800	4761	26263627	47.704558736	144.213544127
MSH2	4256	5326	26263627	47.6480180912	144.042618602
UPF3B	2389	2986	26263627	47.5903558067	143.868302297
RBM34	2065	2581	26263627	47.5897306425	143.86641239
LUC7L3	7125	8904	26263627	47.5823164305	143.843998814
HIST1H2BK	382	477	26263627	47.5445032583	143.729687483
CDCA7	2840	3542	26263627	47.4870854125	143.55611013
CTD-2116N17.1	1041	1296	26263627	47.402316989	143.299850454
NUP88	2933	3650	26263627	47.3833868293	143.242623524
VRK1	1758	2185	26263627	47.3236102282	143.061915522
GGCT	1602	1991	26263627	47.3210144646	143.054068384
RBM8A	4966	6163	26263627	47.2531484569	142.848905654
VAT1	2872	3561	26263627	47.2098734483	142.718082887
PDCD5	2177	2696	26263627	47.1527207538	142.545307101
RRS1	1707	2113	26263627	47.1315013368	142.481159619
NUP153	6053	7488	26263627	47.1021205875	142.392339974
KRTCAP2	557	689	26263627	47.098743902	142.382132065
SPEN	12247	15138	26263627	47.0634847988	142.275541828
RP11-618P17.4	657	811	26263627	47.0003165345	142.084580638
CERS2	3363	4146	26263627	46.9405018695	141.903757567
FOXC1	3927	4835	26263627	46.8792737816	141.718661639
RP11-282O18.3	1365	1679	26263627	46.8342255255	141.582478246
MIR4761	83	102	26263627	46.791544163	141.453450105
HADHB	2251	2766	26263627	46.7866531034	141.438664159
HMGB3	3752	4607	26263627	46.7520523658	141.334064197
MRPS9	1511	1855	26263627	46.7438788561	141.309355221
UBQLN1	4129	5069	26263627	46.7436591518	141.308691043
RP11-484D2.2	791	971	26263627	46.7399285928	141.297413355
NDUFS2	2290	2811	26263627	46.7380578102	141.291757874
NCAPD2	5580	6846	26263627	46.7141008525	141.219334654
UBE2L3	3237	3971	26263627	46.7092061014	141.204537548
USP10	3145	3855	26263627	46.6712067961	141.089663527
HSD17B4	3244	3975	26263627	46.655364377	141.041771009
MYH9	7702	9435	26263627	46.6427006377	141.003487819
SARAF	2161	2647	26263627	46.6384890989	140.990756102
TMEM14C	1193	1461	26263627	46.628889271	140.961735286
PPP1CB	5006	6121	26263627	46.5561257299	140.741767039
OGT	5483	6697	26263627	46.5058248035	140.589704531
PWP1	2733	3338	26263627	46.5041808417	140.584734743
TCERG1	4676	5710	26263627	46.4950697872	140.557191516
CCDC58	751	917	26263627	46.4916218609	140.546768243
TTLL12	3523	4301	26263627	46.4838506897	140.523275558
SKIV2L2	4219	5150	26263627	46.4775259272	140.504155448
GGH	1616	1972	26263627	46.4633856437	140.461408582
GLRX5	1566	1910	26263627	46.4394329011	140.388998104
RAB13	1602	1951	26263627	46.3703160323	140.180053951
EIF4EBP1	1023	1243	26263627	46.2637458048	139.857886204
UBE2G2	3688	4479	26263627	46.2418763648	139.791773666
ASNSD1	2491	3024	26263627	46.2224921583	139.733174128
DSG2	6205	7528	26263627	46.1937396946	139.646253825
DDX23	3265	3961	26263627	46.1920200392	139.641055211
ATP6V0C	1502	1822	26263627	46.1874236808	139.627160162
C8orf59	1367	1657	26263627	46.1529315682	139.522888581
MYBBP1A	4838	5857	26263627	46.0950890327	139.348027367
PAF1	2080	2514	26263627	46.020065932	139.121228345
RBM25	8427	10185	26263627	46.0185931494	139.116776041
BOLA3	643	777	26263627	46.0103295614	139.091794753
RP11-109D20.2	428	517	26263627	45.9930353577	139.03951341
FBXO7	2367	2859	26263627	45.9897655477	139.029628592
SZRD1	3643	4400	26263627	45.9873943806	139.022460422
CCDC117	3996	4822	26263627	45.9459276781	138.897104265
SLC3A2	2667	3216	26263627	45.9132803265	138.798409499
HYOU1	4753	5718	26263627	45.8059225968	138.473861089
SRP68	2874	3457	26263627	45.7992023081	138.453545281
RP11-69L16.4	503	604	26263627	45.7208453588	138.216667849
RP11-74E22.5	628	751	26263627	45.5329293479	137.648587258
AP000721.4	562	672	26263627	45.5279667719	137.633585113
MKI67	12693	15170	26263627	45.5057837739	137.566524672
UBA3	2297	2745	26263627	45.501598267	137.553871651
RP11-589M4.1	1430	1708	26263627	45.4775570185	137.481193615
CHMP2B	2626	3136	26263627	45.4701754965	137.458878862
VPS26A	3239	3868	26263627	45.4695666911	137.457038409
NIPSNAP1	2247	2682	26263627	45.4465582866	137.387482718
SLC20A1	3392	4040	26263627	45.3493242136	137.093538687
SFXN4	1377	1638	26263627	45.2923917805	136.921428763
RP11-343C2.12	889	1057	26263627	45.2708370383	136.856267575
RP11-474G23.2	701	833	26263627	45.2451759655	136.778692719
PMPCA	2187	2598	26263627	45.2309450408	136.735671839
KIAA1191	3000	3561	26263627	45.1955855145	136.628778017
ELOVL5	3495	4142	26263627	45.1240646347	136.412566405
GLOD4	2842	3368	26263627	45.1225159771	136.407884726
LLfos-48D6.2	1275	1510	26263627	45.0933043441	136.319576329
HSD17B12	3096	3666	26263627	45.0854913197	136.29595712
LIPA	3077	3642	26263627	45.06690601	136.239772692
COX7B	2474	2927	26263627	45.0472543095	136.180364504
SAP18	2304	2721	26263627	44.9667360618	135.936953346
RP5-890E16.4	194	229	26263627	44.9447584347	135.870513753
VPS25	1107	1306	26263627	44.9201144604	135.796013643
PMPCB	2559	3016	26263627	44.8751950717	135.660219823
DDX50	2554	3010	26263627	44.8735988079	135.655394228
PPP4C	1506	1774	26263627	44.8511870534	135.587642243
ERGIC3	1388	1635	26263627	44.8511506233	135.587532113
ACADM	2747	3233	26263627	44.8117952888	135.46855874
MTIF2	2572	3023	26263627	44.7520033025	135.287804228
MRPS26	1131	1329	26263627	44.7412047467	135.255159591
PEF1	1634	1920	26263627	44.7398449481	135.251048844
RP11-804A23.2	503	590	26263627	44.6610906651	135.01297025
MSH6	7823	9173	26263627	44.6460829083	134.967600963
ASUN	2991	3507	26263627	44.6441594932	134.961786372
PSMC4	1602	1875	26263627	44.5639890111	134.719426529
DYNC1H1	14411	16859	26263627	44.543361738	134.657069131
DPM1	1171	1369	26263627	44.5135110648	134.56682888
TBCA	2766	3228	26263627	44.4351497821	134.329938347
BMI1	3438	4011	26263627	44.4213842462	134.288324364
RP5-930J4.4	574	669	26263627	44.3771618627	134.15463763
CTB-50L17.10	2298	2678	26263627	44.3716773634	134.138057683
ATP6V1E1	1411	1644	26263627	44.3629173033	134.111575532
BAZ1B	6614	7706	26263627	44.3618973176	134.108492058
CDK2	2448	2846	26263627	44.2658471865	133.81812715
RP5-1042K10.14	326	379	26263627	44.2656563435	133.817550221
AC091133.1	486	565	26263627	44.2646950602	133.814644208
HUWE1	15112	17565	26263627	44.2559336545	133.788157989
TCEA1	3484	4044	26263627	44.1955251497	133.605539707
BLMH	2377	2758	26263627	44.1784402011	133.553890954
ARF3	4121	4781	26263627	44.173460966	133.538838448
MOB1A	4891	5671	26263627	44.1476186688	133.460715741
EXOSC10	2833	3284	26263627	44.1369046033	133.428326523
SNRPB2	2482	2877	26263627	44.1350256048	133.422646205
PSMD11	4232	4896	26263627	44.0495066033	133.16411749
AC092687.5	569	658	26263627	44.0310381632	133.108286364
SLC39A7	2463	2845	26263627	43.9808032645	132.956423461
RNASEH2A	1173	1354	26263627	43.9507155787	132.865466707
ACO2	2834	3269	26263627	43.9198019259	132.772013009
KCTD3	3949	4555	26263627	43.9184036266	132.767785872
PNMA1	2591	2987	26263627	43.8948033556	132.696440936
ICMT	4776	5504	26263627	43.8792711578	132.649486235
CLIC4	4352	5012	26263627	43.8497855519	132.560349602
EXOSC2	2082	2394	26263627	43.7813066634	132.353334099
RABEP1	5384	6188	26263627	43.7613339603	132.292955503
RP11-303E16.8	777	893	26263627	43.7598412928	132.288443086
GSTO1	1312	1506	26263627	43.705534413	132.124270356
NDC1	5152	5913	26263627	43.6995860217	132.106288038
ARV1	1341	1538	26263627	43.6689606716	132.013705894
NDUFA4	2134	2446	26263627	43.6422703975	131.933019706
RNASEK	1100	1260	26263627	43.6137227145	131.846718467
UBP1	4296	4911	26263627	43.526220677	131.582194923
SMARCA5	7947	9077	26263627	43.4895005989	131.471188077
STAG2	6674	7622	26263627	43.4838551382	131.454121534
TTC1	1475	1684	26263627	43.4705730193	131.413968947
UHRF1	5163	5890	26263627	43.4368644825	131.312066158
EFTUD2	4970	5665	26263627	43.399909472	131.200349098
EIF4EBP2	7260	8274	26263627	43.3934513876	131.180825949
DAP3	2769	3155	26263627	43.3832122881	131.14987258
CTD-2616J11.11	555	632	26263627	43.3580152025	131.073700383
RFC2	1758	2001	26263627	43.3384641037	131.01459632
POLR2K	1295	1474	26263627	43.3384139298	131.014444642
GABARAPL2	1368	1554	26263627	43.2524004503	130.754421091
RP11-218E20.5	537	610	26263627	43.2514675023	130.751600738
NET1	3663	4160	26263627	43.2415955222	130.721757191
EMD	1385	1572	26263627	43.2163482424	130.645433254
MIR1227	89	101	26263627	43.2092437451	130.623955962
RNF40	5654	6414	26263627	43.1935052638	130.576377655
SAAL1	1603	1816	26263627	43.134783241	130.398857702
RIOK1	2827	3202	26263627	43.1261627237	130.372797397
MCCC2	3762	4261	26263627	43.1258870524	130.371964027
LAS1L	2453	2776	26263627	43.0890790289	130.260691317
CH507-9B2.4	1606	1816	26263627	43.0542076807	130.155273285
C17orf89	618	698	26263627	43.0043359277	130.004508192
CENPU	2011	2271	26263627	42.9982085486	129.985984783
UTP11L	2027	2287	26263627	42.9593512317	129.868516944
IGF2BP1	8289	9352	26263627	42.9583563901	129.865509483
CTC-297N7.10	173	195	26263627	42.9174397755	129.741816272
SKP2	3847	4333	26263627	42.8856306448	129.645655495
PSMC2	3067	3454	26263627	42.8799090372	129.628358755
MRPS22	1712	1927	26263627	42.8571465834	129.559546587
CLPTM1L	2517	2831	26263627	42.8254516605	129.463731066
RP11-518L10.5	646	726	26263627	42.7907009678	129.358677782
NUTF2	2733	3064	26263627	42.6868813958	129.04482542
PMF1	1200	1343	26263627	42.6127993162	128.820871158
COA3	773	864	26263627	42.5578369862	128.654716966
TBCE	2185	2442	26263627	42.5539144803	128.642859012
TP53	3506	3917	26263627	42.5389688108	128.597677418
ANXA7	2465	2751	26263627	42.4931537739	128.459176004
PRIM1	1406	1569	26263627	42.4896272398	128.448515095
FARSB	3386	3778	26263627	42.4835008899	128.429994797
PAIP2	2451	2726	26263627	42.3475060169	128.018874704
PSMD13	2125	2363	26263627	42.3399250987	127.995957165
SENP3	2623	2915	26263627	42.3141446798	127.91802152
SLC25A11	1905	2115	26263627	42.2727683603	127.792938596
MTCH1	2069	2296	26263627	42.2529164797	127.732925253
MGME1	2341	2597	26263627	42.2392145801	127.691503646
USP16	3045	3377	26263627	42.2268865868	127.654235433
NUS1	4681	5190	26263627	42.2157019388	127.620423618
BAZ1A	6313	6999	26263627	42.2129304618	127.612045288
RAD23A	1767	1959	26263627	42.2127051848	127.611364263
SMARCA4	6840	7579	26263627	42.1891818549	127.540251924
CTD-3214H19.4	772	854	26263627	42.1197581195	127.330380096
TPRKB	885	979	26263627	42.1196466606	127.33004315
MRPS27	3558	3933	26263627	42.088485724	127.235841899
SURF4	3405	3761	26263627	42.0563439018	127.138675377
HDAC3	1974	2180	26263627	42.0489004155	127.116173302
FASN	8603	9496	26263627	42.0277442888	127.05221715
DDX27	2716	2993	26263627	41.9587217701	126.843558223
USP9X	12446	13702	26263627	41.9178949249	126.720136391
C6orf62	4139	4553	26263627	41.8839393518	126.617486797
FTSJ3	3580	3938	26263627	41.8830194322	126.614705829
TECR	1251	1376	26263627	41.8799758293	126.605504848
FKBP8	1959	2154	26263627	41.8655268722	126.561824844
DLGAP5	3108	3415	26263627	41.8364664095	126.473973443
CBX5	11857	13025	26263627	41.8261807834	126.442879421
FUCA2	2363	2595	26263627	41.8137327074	126.405248192
PCBP2-OT1	591	649	26263627	41.812151379	126.400467748
AP3S1	1736	1906	26263627	41.8040610796	126.376010322
BUB1	3668	4027	26263627	41.8020519613	126.369936644
ATXN10	3526	3870	26263627	41.7901524268	126.333963687
NDUFA2	854	937	26263627	41.7760157632	126.291227764
PAK1IP1	1810	1983	26263627	41.7147300522	126.105957639
MRPS35	1896	2077	26263627	41.7103142312	126.092608365
ISOC1	1945	2129	26263627	41.6774706105	125.993320266
CDK16	3897	4265	26263627	41.6710005081	125.973760786
ERP29	2279	2493	26263627	41.6507907952	125.912665695
AUP1	1707	1866	26263627	41.6220451938	125.825766138
DCTN1	5222	5702	26263627	41.5753241186	125.684525719
MRPL32	1038	1132	26263627	41.5235400221	125.527979505
ATP5G2	2250	2453	26263627	41.5107259261	125.489241777
RP11-973D8.4	567	618	26263627	41.5002501348	125.457572875
COPA	4849	5285	26263627	41.499045295	125.453930577
DCTN2	2092	2280	26263627	41.4971685665	125.448257122
RAB10	3541	3857	26263627	41.4733398244	125.376221505
SEC13	2154	2345	26263627	41.4517095334	125.310831927
RP11-203M5.8	494	537	26263627	41.3897339622	125.123476316
LAP3	2226	2418	26263627	41.3596099759	125.032409824
POLA1	5523	5990	26263627	41.2949626189	124.836977255
FABP5	1303	1413	26263627	41.2898251989	124.821446547
EZR	3191	3459	26263627	41.2732868624	124.771450233
CNN3	2351	2547	26263627	41.2497778484	124.700381171
PPAN	1751	1892	26263627	41.141515376	124.373097673
GNPNAT1	3866	4177	26263627	41.138449929	124.363830656
DPY30	853	921	26263627	41.1107970766	124.28023454
PRPF40A	8074	8716	26263627	41.1030240019	124.256736101
NAT10	4033	4347	26263627	41.039939921	124.066029403
UQCRB	6053	6523	26263627	41.0319354424	124.041831417
SLC39A6	3692	3977	26263627	41.0146676553	123.989629932
ZFR	4758	5125	26263627	41.0123571	123.982644995
FAM208B	8647	9312	26263627	41.0036772556	123.956405341
MRPS2	1645	1769	26263627	40.9455989917	123.780831507
SNX2	2694	2896	26263627	40.9304259552	123.73496257
HAUS1	1134	1219	26263627	40.9294538142	123.732023734
ATP6V1C2	3337	3584	26263627	40.8937645803	123.624133187
EIF3H	4784	5133	26263627	40.8531352131	123.501308342
TMX1	4003	4290	26263627	40.8053399414	123.356820568
UBXN1	1361	1458	26263627	40.789153919	123.307889318
PITRM1	3883	4159	26263627	40.7818410831	123.285782207
C5orf15	2361	2528	26263627	40.7686547012	123.245919039
CTDNEP1	2077	2223	26263627	40.7519377589	123.195382789
LMAN1	5534	5923	26263627	40.7519013202	123.195272633
PRPF38B	4519	4833	26263627	40.721123522	123.102229631
RP1-178F15.5	760	812	26263627	40.6806360992	122.979833891
EMC6	771	823	26263627	40.6434677428	122.867471875
NAA20	1884	2011	26263627	40.6421309004	122.863430526
LSM14A	3705	3950	26263627	40.5932834639	122.715761998
DRAP1	1073	1143	26263627	40.5594265957	122.613410796
ENAH	13880	14782	26263627	40.5498292668	122.584397535
TIPIN	1752	1864	26263627	40.5095206629	122.462542375
ABCF2	3833	4077	26263627	40.499269555	122.431552704
AC007216.1	79	84	26263627	40.4853122244	122.389358914
RBM14-RBM4	1569	1665	26263627	40.4051378148	122.146987198
POLR2C	2066	2192	26263627	40.3975968474	122.124190433
ARIH2	5072	5380	26263627	40.3876262807	122.094048853
CTNNA1	3938	4175	26263627	40.3669620318	122.031579675
LSM2	881	934	26263627	40.3660511295	122.028825967
WBP11	4658	4929	26263627	40.2906832392	121.800984627
MCM5	3551	3757	26263627	40.2842999428	121.781687565
CKAP2	4253	4498	26263627	40.2688629215	121.735020588
CORO1C	4450	4688	26263627	40.1118682529	121.260416941
STAU1	3840	4045	26263627	40.1081471598	121.249167869
WDR75	2757	2904	26263627	40.1056116434	121.241502861
RPS19BP1	931	980	26263627	40.0794444327	121.162397922
CSTB	2166	2278	26263627	40.0442870253	121.056115117
RNF167	2151	2258	26263627	39.9695101128	120.830060336
CHTOP	4200	4408	26263627	39.9611146444	120.804680367
RP11-302B13.5	944	989	26263627	39.8905106109	120.591240432
PRRC2C	10405	10897	26263627	39.8758693593	120.546979111
PPAT	3693	3867	26263627	39.8694424696	120.527550265
AC135050.1	85	89	26263627	39.8672591386	120.520949933
CD46	3385	3544	26263627	39.8639508171	120.510948693
XPO5	5396	5645	26263627	39.8324760251	120.415798639
TMEM50A	2690	2812	26263627	39.8023151887	120.324620747
TNPO1	11277	11778	26263627	39.7670401438	120.217982317
PSMD8	2696	2815	26263627	39.7561032174	120.184919378
NENF	953	995	26263627	39.7535098111	120.177079366
DDX24	5621	5868	26263627	39.7485982805	120.162231535
SSR4	1720	1795	26263627	39.7357398947	120.123359917
NID1	5884	6138	26263627	39.7191108823	120.073089484
MRPL14	962	1003	26263627	39.6982314217	120.009969709
MGEA5	6152	6410	26263627	39.6722654215	119.931473041
DNAJA3	2775	2888	26263627	39.6259328813	119.791407186
AIFM1	3271	3403	26263627	39.6119938656	119.749268763
RP11-3P17.5	250	260	26263627	39.5984910995	119.708449147
COPE	1221	1269	26263627	39.5722966714	119.629261929
ANXA6	2728	2831	26263627	39.5130725181	119.450224008
VAMP3	2703	2800	26263627	39.4418506071	119.234916194
CTD-2196E14.7	426	441	26263627	39.4161578523	119.157245562
NDUFV2	1886	1952	26263627	39.4079118536	119.132317448
FAM168B	5442	5631	26263627	39.3978287432	119.101835642
DANCR	2077	2147	26263627	39.3587091175	118.98357483
MTHFD1L	3854	3981	26263627	39.3301647307	118.897283555
POP7	929	959	26263627	39.305035361	118.821316068
DHX30	4516	4659	26263627	39.2811392895	118.74907691
TAF11	1585	1628	26263627	39.1084345486	118.226980837
NSA2	4601	4725	26263627	39.1016314273	118.206414622
POLR3K	1395	1432	26263627	39.0853592876	118.157223035
COPS5	2095	2150	26263627	39.0750669469	118.126108714
PSMC1	4459	4571	26263627	39.0318419997	117.995437286
NUP188	5733	5873	26263627	39.0052761723	117.915127307
IDH1	2802	2867	26263627	38.9587361988	117.774434369
AKIRIN1	2746	2809	26263627	38.9490172763	117.745053524
SNRNP25	1090	1115	26263627	38.9487628581	117.744284403
ALG8	1764	1804	26263627	38.9388616036	117.714352358
SF3B4	2091	2137	26263627	38.9130961813	117.636462048
NDUFA13	1731	1769	26263627	38.9113289089	117.631119485
SEPHS1	3283	3354	26263627	38.8989137362	117.593587725
DNAJB6	3357	3428	26263627	38.8807622102	117.538714648
RP11-831H9.11	581	593	26263627	38.861884718	117.481646936
PSMD12	4417	4503	26263627	38.8168103614	117.345384639
TXLNA	5114	5213	26263627	38.8125609379	117.332538395
COA6	1260	1284	26263627	38.8007193008	117.296740465
NDUFS8	798	813	26263627	38.7911765759	117.267892275
CDC45	2207	2248	26263627	38.7828099368	117.242599458
ACBD3	3581	3630	26263627	38.5964714119	116.679287695
TMEM126B	1482	1498	26263627	38.486543436	116.346969287
MIR3917	94	95	26263627	38.4805304261	116.328791622
RBM12	6665	6735	26263627	38.4753646424	116.31317517
MIR621	97	98	26263627	38.4680028524	116.290920068
RHEB	2432	2457	26263627	38.4668730356	116.287504569
CTD-2550O8.5	585	591	26263627	38.4659898748	116.284834724
WDR1	3160	3191	26263627	38.4489974131	116.233465564
SRPRB	2835	2860	26263627	38.4112347526	116.119306933
RAF1	3378	3407	26263627	38.4023486747	116.092443823
VARS	4342	4372	26263627	38.3385454875	115.899563227
PAFAH1B1	5508	5543	26263627	38.3174187483	115.835695915
TIMM13	1976	1988	26263627	38.3066997751	115.80329186
MRPL45	1713	1723	26263627	38.2977458375	115.776223607
TAF13	817	821	26263627	38.2618882317	115.667824063
CAPNS1	2272	2282	26263627	38.2430579162	115.610898968
TSN	3948	3963	26263627	38.2201358593	115.541604311
NUP43	3882	3896	26263627	38.2127871546	115.519388766
TEX261	3447	3459	26263627	38.2080238985	115.504989177
RBM17	3971	3982	26263627	38.1809444332	115.423126442
UROD	1310	1313	26263627	38.1626679489	115.36787561
TXLNG	4411	4416	26263627	38.1186318939	115.234752157
ZRANB2-AS1	970	971	26263627	38.1147252752	115.22294223
TMX2-CTNND1	589	589	26263627	38.0754722111	115.104278026
AC005253.4	434	434	26263627	38.0754722111	115.104278026
DNAJA2	3131	3126	26263627	38.0146681992	114.920464104
CH507-9B2.3	1708	1705	26263627	38.0085949179	114.902104236
UCK2	2002	1998	26263627	37.9993973415	114.874299449
ITGB1	3948	3940	26263627	37.9983182653	114.871037341
DCAF12	3676	3664	26263627	37.9511779601	114.728529567
MRPL49	2152	2143	26263627	37.9162346414	114.622893964
NAA15	8638	8597	26263627	37.8947481591	114.557939129
PSMB2	4850	4826	26263627	37.8870575032	114.534689846
CTD-2545M3.2	377	375	26263627	37.873480316	114.493645252
HRSP12	1063	1057	26263627	37.8605589154	114.454583136
AZIN1	4880	4852	26263627	37.8570063869	114.443843644
PRR13	1621	1611	26263627	37.8405834251	114.394196114
SRR	2736	2717	26263627	37.8110592096	114.304942762
USP39	2516	2498	26263627	37.8030721714	114.2807975
MMACHC	5300	5262	26263627	37.8024782594	114.279002071
DPH5	1346	1335	26263627	37.7643056477	114.163604135
PPA2	1696	1679	26263627	37.6938194825	113.950520523
PUF60	2481	2456	26263627	37.6918015922	113.944420328
CD63	2321	2297	26263627	37.6817577203	113.914057142
USP7	5591	5524	26263627	37.6191930771	113.724920733
TOMM40	3529	3485	26263627	37.6007426057	113.669143928
KIF23	3925	3872	26263627	37.5613320767	113.550003699
CENPH	1398	1378	26263627	37.5307587316	113.45757877
RP3-430N8.11	548	540	26263627	37.5196259014	113.423923603
ADRM1	1541	1518	26263627	37.507181581	113.386303727
LAMTOR2	696	685	26263627	37.4737046905	113.285101218
PHF10	5086	5002	26263627	37.4466205269	113.20322428
SCML1	2945	2896	26263627	37.441958412	113.189130446
MRPL30	2803	2756	26263627	37.437032256	113.174238402
CXorf57	3917	3848	26263627	37.4047528895	113.076656075
GALNT1	4573	4488	26263627	37.3677496793	112.964793305
MTFR1	2653	2603	26263627	37.3578794442	112.934955033
RP11-1012A1.4	675	662	26263627	37.3421668203	112.887454894
RP4-614O4.11	533	522	26263627	37.2896744731	112.728767598
CUTC	1355	1326	26263627	37.2605728058	112.640791633
NOP2	3598	3518	26263627	37.2288802775	112.544983351
AC009133.23	2258	2207	26263627	37.2154859034	112.50449141
WDR6	4569	4462	26263627	37.1837944858	112.408686486
CKS1B	1486	1450	26263627	37.1530516191	112.315749084
PPP2R1A	6399	6239	26263627	37.1234366502	112.226221379
ANLN	4811	4688	26263627	37.1020190658	112.161474826
ID3	1254	1221	26263627	37.0734861002	112.075218078
RPF1	1737	1691	26263627	37.0671407651	112.056035776
PMF1-BGLAP	1014	987	26263627	37.0616282764	112.039371215
GTF2F1	2744	2670	26263627	37.0486555406	112.00015391
MYC	3004	2921	26263627	37.0234535048	111.923966749
EZH2	3084	2995	26263627	36.9766664306	111.782526812
DDX42	4356	4227	26263627	36.9478927998	111.69554252
POLR2E	2862	2777	26263627	36.9446493117	111.685737274
KIAA0101	2266	2198	26263627	36.9328719858	111.650133761
ZFP91	5231	5072	26263627	36.9181409013	111.60560087
