Gene	Length	Counts	TotalReads	RPKM(30448034 pairs)	TPM(9.63 norm. reads)
KLF12	10816	1682	30448034	5.10740217347	16.15617714
TTC23	5029	782	30448034	5.1070000433	16.154905087
MTA3	6742	1048	30448034	5.10520608914	16.1492302958
HOXB13	3469	539	30448034	5.10299578303	16.1422384639
SLC23A2	7074	1099	30448034	5.10238683141	16.1403121754
LRRC24	1777	276	30448034	5.10108309797	16.1361880928
NBL1	3298	512	30448034	5.09870697714	16.1286717415
SPOPL	6036	937	30448034	5.09836711086	16.127596647
MFHAS1	6417	996	30448034	5.09762686887	16.1252550494
KLHL22	2623	407	30448034	5.09608734148	16.120385083
FUT8	5488	851	30448034	5.09279507727	16.1099707075
MIR761	71	11	30448034	5.0883277871	16.0958393882
ZNF205	2337	362	30448034	5.08733810962	16.0927087546
AC020922.1	891	138	30448034	5.08677029467	16.0909125931
FANCC	5824	902	30448034	5.08658042179	16.0903119708
TOM1	2512	389	30448034	5.08593388651	16.0882667944
MUS81	2681	415	30448034	5.08384179061	16.0816488953
MFSD8	4537	702	30448034	5.08170063447	16.0748758047
CCDC181	2637	408	30448034	5.08148651487	16.074198483
THADA	11356	1757	30448034	5.08144374185	16.0740631797
COL4A2-AS1	543	84	30448034	5.08066079395	16.071586491
C6orf136	1985	307	30448034	5.0794724422	16.0678273938
AC010883.5	401	62	30448034	5.07794579887	16.0629981833
TIAM2	7815	1208	30448034	5.07666722089	16.0589536747
RAB8B	4951	765	30448034	5.0746869091	16.0526893808
RP11-336A10.2	738	114	30448034	5.07328468943	16.048253758
SPG11	8270	1277	30448034	5.07137974577	16.0422278752
HS3ST3B1	5369	829	30448034	5.07109644967	16.0413317284
LSR	2552	394	30448034	5.07056431734	16.0396484413
ADAM10	13140	2028	30448034	5.06889540203	16.0343691838
CTB-50L17.9	512	79	30448034	5.06754803939	16.0301070895
RP5-967N21.11	525	81	30448034	5.0671814898	16.0289475881
NBPF3	3903	602	30448034	5.0656908736	16.0242323418
TET3	11489	1772	30448034	5.06549897966	16.0236253262
HAS3	4876	752	30448034	5.06518005088	16.0226164631
PDE4DIP	19935	3074	30448034	5.0644042814	16.0201624818
DDIT4	1751	270	30448034	5.06428761117	16.0197934204
RGS16	2432	375	30448034	5.06417192477	16.0194274712
SH3BGRL2	4657	718	30448034	5.06359486073	16.0176020522
NRP1	10839	1671	30448034	5.06323375177	16.0164597611
RP11-12G12.7	915	141	30448034	5.06102826395	16.0094831709
B3GNT5	4788	737	30448034	5.05538330895	15.99162656
DMWD	3372	519	30448034	5.0549927377	15.9903910712
TMEM8A	3704	570	30448034	5.05410920734	15.9875962114
MIR4741	91	14	30448034	5.0527450753	15.9832810708
MED13L	14265	2193	30448034	5.04902591489	15.9715163003
ZNF100	6017	925	30448034	5.04896622324	15.9713274785
HDHD3	2108	324	30448034	5.04795119952	15.9681166675
PECR	1861	286	30448034	5.04731493551	15.966103982
FOXJ2	6185	950	30448034	5.04457572191	15.9574390642
MTCP1	2396	368	30448034	5.04430977468	15.9565977969
DDX26B	3810	585	30448034	5.04279872673	15.9518179191
RP11-178H8.7	3153	484	30448034	5.04152743638	15.9477964632
SHARPIN	1774	272	30448034	5.03565574585	15.9292226229
SLC16A10	10837	1661	30448034	5.03386197338	15.9235484064
NMB	1025	157	30448034	5.03056229205	15.9131105685
EVL	6506	996	30448034	5.02789296304	15.9046667157
GALNT18	2515	385	30448034	5.02763202821	15.903841304
NACC2	6905	1057	30448034	5.02749964372	15.9034225339
PQLC1	2561	392	30448034	5.02709662314	15.9021476643
RN7SKP23	294	45	30448034	5.02696576369	15.9017337184
FAM63A	3535	541	30448034	5.02630213785	15.8996344796
POC1B	3424	524	30448034	5.02618274722	15.8992568128
MEMO1	4896	749	30448034	5.02436466485	15.8935056971
TNKS	12449	1904	30448034	5.02311615808	15.8895563123
PPFIBP1	8494	1299	30448034	5.02270462012	15.8882544998
HIF1A-AS1	654	100	30448034	5.0218414357	15.885524
TBCCD1	3153	482	30448034	5.02069467838	15.8818964779
PAG1	10753	1643	30448034	5.01820803791	15.8740305213
SNTA1	2350	359	30448034	5.01726835456	15.8710580335
DDN	3751	573	30448034	5.01704852918	15.8703626628
LPIN3	4386	670	30448034	5.01703255881	15.8703121439
SFXN3	3110	475	30448034	5.01618984566	15.8676464006
STK16	3289	502	30448034	5.01280242649	15.8569310228
FAM172A	4364	666	30448034	5.01222122617	15.8550925196
LL22NC03-N14H11.1	695	106	30448034	5.00912425451	15.8452959104
CTA-984G1.5	387	59	30448034	5.00704841442	15.8387294332
WDR37	5250	800	30448034	5.00462369363	15.8310593463
SPON1	4852	739	30448034	5.00223845202	15.8235141433
EZH1	4663	710	30448034	5.00073311656	15.8187523357
FAM175A	6129	933	30448034	4.99957130187	15.8150771828
DOCK11	6717	1022	30448034	4.99707987721	15.8071960925
C2orf68	4292	653	30448034	4.99682583227	15.8063924755
TRIO	12273	1867	30448034	4.99613687455	15.8042131047
RP11-53O19.3	2518	383	30448034	4.99555554605	15.8023741961
FAM204A	13898	2113	30448034	4.99330315418	15.7952492349
ZSCAN32	4019	611	30448034	4.99302738656	15.7943769028
BMPR1A	11268	1713	30448034	4.99288161528	15.7939157865
ZNF280C	4653	707	30448034	4.99030517807	15.7857657771
DHRS13	2041	310	30448034	4.988378896	15.7796723947
ZBTB41	8488	1289	30448034	4.98756180648	15.7770877063
FAM200B	4379	665	30448034	4.98755208678	15.7770569601
RP11-680G24.5	2384	362	30448034	4.9870424338	15.7754447817
HERC1	15215	2308	30448034	4.98200996515	15.7595256407
ITGA6	5868	889	30448034	4.97567951902	15.739500625
GALNT13	5718	866	30448034	4.97409969026	15.7345031737
ABCA3	6837	1035	30448034	4.97182133891	15.7272960953
L3MBTL3	4724	715	30448034	4.97092140929	15.7244493599
NAT8L	5874	889	30448034	4.97059710889	15.7234235048
WDR53	1718	260	30448034	4.97039533019	15.7227852209
HAUS8	3456	523	30448034	4.97014088064	15.7219803241
TENM3	10925	1653	30448034	4.96926493928	15.7192094705
GIT2	7007	1060	30448034	4.96837641913	15.7163988265
MAP2K6	3140	475	30448034	4.96826446497	15.7160446834
CTXN1	1276	193	30448034	4.96760869668	15.7139703004
RP11-347C18.5	463	70	30448034	4.96544062476	15.7071120674
ZSCAN26	2937	444	30448034	4.96500588605	15.7057368642
GATA2-AS1	2269	343	30448034	4.96478410991	15.7050353227
RP13-1032I1.7	1978	299	30448034	4.96461580073	15.7045029126
NR1H2	2104	318	30448034	4.96388976742	15.7022062611
RP11-350N15.4	536	81	30448034	4.9631908249	15.6999953055
RP11-603J24.14	543	82	30448034	4.95969267981	15.6889296698
FTO	12114	1829	30448034	4.95868910581	15.6857550776
RP11-321C24.1	318	48	30448034	4.95741026256	15.6817097298
ARNTL2	6937	1047	30448034	4.95696361683	15.6802968613
RNF157	5461	824	30448034	4.95559469389	15.6759665656
CCDC74A	1551	234	30448034	4.95501306224	15.674126698
NOXO1	1644	248	30448034	4.9543948062	15.6721709769
EYA1	4522	682	30448034	4.95329918594	15.668705216
ENPP4	4655	702	30448034	4.95288416297	15.6673923794
ZGRF1	6777	1022	30448034	4.9528383555	15.6672474772
TBCEL	5199	784	30448034	4.95264260507	15.6666282625
PHLPP2	9179	1384	30448034	4.95200944519	15.6646253963
TTC12	3482	525	30448034	4.95189332839	15.6642580856
GABPB1	5074	765	30448034	4.95167025758	15.6635524486
KCMF1	7575	1142	30448034	4.95135665927	15.6625604473
SSH2	10192	1536	30448034	4.94962782887	15.6570916612
ZNF273	2004	302	30448034	4.94937055031	15.6562778153
MPPE1	4247	640	30448034	4.94923934854	15.6558627865
MAFG	5224	787	30448034	4.94780195879	15.6513159107
AC092171.4	3253	490	30448034	4.94712359817	15.6491700616
NXPE3	9421	1419	30448034	4.94682031653	15.6482106949
GOLGA8A	4827	727	30448034	4.94649820869	15.6471917754
HINFP	3235	487	30448034	4.94419305591	15.6398999164
CYP4F26P	857	129	30448034	4.94367181522	15.6382510827
GAMT	1749	263	30448034	4.93863219338	15.6223093142
PRR4	998	150	30448034	4.93629904651	15.6149289018
TMEM265	998	150	30448034	4.93629904651	15.6149289018
ITFG1-AS1	499	75	30448034	4.93629904651	15.6149289018
TMEM63A	4485	674	30448034	4.93557997211	15.6126542633
QPCTL	2317	348	30448034	4.93280507567	15.6038764705
ZNF749	2590	389	30448034	4.9327667656	15.6037552847
C12orf73	3030	455	30448034	4.93184605947	15.6008428273
CLCN5	10636	1597	30448034	4.93136707918	15.5993276754
RP11-77K12.8	806	121	30448034	4.93050124284	15.5965887868
CTSV	4571	686	30448034	4.92894121435	15.5916539695
RP11-244F12.2	693	104	30448034	4.92879606191	15.5911948107
CABYR	2414	362	30448034	4.92506593297	15.5793953436
PHKA2-AS1	934	140	30448034	4.92291008407	15.5725757756
RNF128	3396	509	30448034	4.92255803346	15.5714621386
ZNF300	4417	662	30448034	4.9223368936	15.5707626098
UPK3BL	1348	202	30448034	4.92155362305	15.5682849005
GPRC5B	5986	897	30448034	4.92148850009	15.5680788979
PIK3R1	7778	1165	30448034	4.9192481464	15.560992017
INPP5K	3392	508	30448034	4.91868049489	15.5591963725
ZNF791	6477	970	30448034	4.91856688278	15.5588369849
PAXIP1-AS2	2918	437	30448034	4.91854776779	15.5587765187
AC025165.8	2358	353	30448034	4.91667666467	15.5528576832
AC079305.10	501	75	30448034	4.9165932619	15.5525938563
SEMA3F-AS1	2759	413	30448034	4.91630813869	15.5516919299
SNORD15B	147	22	30448034	4.91525541339	15.548361858
RP11-574K11.26	274	41	30448034	4.91444000937	15.5457825013
XRRA1	5724	856	30448034	4.91150831569	15.5365087138
UBE2W	8466	1266	30448034	4.91129686093	15.5358398218
RP11-274B21.14	1117	167	30448034	4.91025495008	15.5325439591
FAT1	14822	2215	30448034	4.90803516541	15.5255221439
CLEC16A	7556	1129	30448034	4.90730144721	15.5232011829
CEP131	3702	553	30448034	4.90602165672	15.5191528387
DCUN1D1	8095	1208	30448034	4.9010690959	15.5034864691
LIFR	10423	1555	30448034	4.89980052275	15.4994736086
PARVA	4471	667	30448034	4.89961446521	15.4988850553
RP11-54O7.1	3045	454	30448034	4.89676542437	15.4898727224
FKRP	3388	505	30448034	4.89540605363	15.4855726431
APOL2	2906	433	30448034	4.89365141584	15.4800222208
ZDBF2	10346	1540	30448034	4.88865051264	15.4642029304
FAM229B	2547	379	30448034	4.88709756302	15.4592905056
RP11-644F5.11	1445	215	30448034	4.88665137906	15.4578790978
ADCK1	2245	334	30448034	4.88619579442	15.4564379531
CTA-14H9.5	343	51	30448034	4.88333817045	15.4473984693
DENND4A	8729	1297	30448034	4.87995960102	15.4367110857
SNHG9	552	82	30448034	4.87882812525	15.4331319035
IGSF8	2404	357	30448034	4.87724415443	15.4281213497
RRAGB	2156	320	30448034	4.87463346782	15.4198629996
AC104113.3	411	61	30448034	4.87448521255	15.4193940257
GRAMD4	4557	676	30448034	4.87201269714	15.4115727507
TRIM52-AS1	1045	155	30448034	4.87142647212	15.4097183529
DNAJC4	1389	206	30448034	4.87086080333	15.4079289804
TRIB2	4592	681	30448034	4.87063938934	15.4072285844
NDUFAF6	2785	413	30448034	4.87041082752	15.4065055779
BTN3A2	4131	612	30448034	4.86560636881	15.3913076978
MID1IP1-AS1	378	56	30448034	4.86560636881	15.3913076978
GTF2H5	7484	1108	30448034	4.86235569646	15.3810248893
NCKAP5L	4913	727	30448034	4.85991183663	15.3732942601
RP11-227G15.12	3156	467	30448034	4.85982499242	15.373019547
PLA2G4A	2893	428	30448034	4.85887894901	15.3700269405
FP15737	2819	417	30448034	4.85827085016	15.3681033495
MPND	1670	247	30448034	4.85759414275	15.36596273
C11orf30	7652	1131	30448034	4.85431984071	15.355605174
FOXP1	8703	1286	30448034	4.85302724169	15.3515163128
AC016747.3	2633	389	30448034	4.85220885792	15.3489275304
ATXN7	7792	1151	30448034	4.85140044672	15.346370294
MMD	2742	405	30448034	4.85096696234	15.3449990586
ZNF436	4396	649	30448034	4.84872727483	15.337914285
VASH2	6639	979	30448034	4.84307023448	15.3200194448
PVRL1	6280	926	30448034	4.84275041533	15.3190077651
SLC25A26	2897	427	30448034	4.84083326079	15.3129432557
ATG14	4752	700	30448034	4.83796087808	15.3038570859
ACYP1	1847	272	30448034	4.83662874561	15.299643169
CDK10	3572	526	30448034	4.83632010427	15.298666848
RP11-296A16.1	2343	345	30448034	4.83601401253	15.2976985921
CTD-2524L6.3	883	130	30448034	4.83529964737	15.2954388503
EXOC6B	9637	1418	30448034	4.83253619997	15.286697274
DCAF4	4235	623	30448034	4.83142648936	15.2831869412
RP11-332M2.1	911	134	30448034	4.83089018725	15.2814904639
PRR12	6969	1025	30448034	4.83052289628	15.2803286173
ZKSCAN4	2380	350	30448034	4.82982985139	15.2781363176
SNORA14B	136	20	30448034	4.82982985139	15.2781363176
RAB3D	4423	650	30448034	4.82655390982	15.2677735754
PLCL2	4342	638	30448034	4.82582538629	15.2654690466
FAM161A	3859	567	30448034	4.8255744947	15.2646754046
MAGI2-AS3	2212	325	30448034	4.82546291663	15.2643224512
LRRC1	3390	498	30448034	4.82470082854	15.2619117481
VIPAS39	2989	439	30448034	4.82368955248	15.258712792
RP11-304L19.11	790	116	30448034	4.82249340099	15.254929022
MPDZ	7873	1156	30448034	4.82234554755	15.2544613192
GAS8	3460	508	30448034	4.82201278574	15.2534086982
PLEKHF2	3140	461	30448034	4.82183140705	15.2528349454
EEF2K	7406	1087	30448034	4.82043887788	15.2484299764
RP3-508I15.9	2686	394	30448034	4.81760243405	15.2394574915
EEA1	9904	1452	30448034	4.81500484862	15.2312405842
APBA2	4182	613	30448034	4.81412308765	15.2284513215
MEIS2	6604	968	30448034	4.81403270954	15.2281654296
DPYSL4	2743	402	30448034	4.81327848406	15.2257795982
MAPK7	3536	518	30448034	4.81125358273	15.2193742549
USP20	4615	676	30448034	4.81078263508	15.2178845124
STAM2	5715	837	30448034	4.81005417011	15.2155801689
FAM174A	1359	199	30448034	4.80921689103	15.2129316152
PCSK7	4666	683	30448034	4.80747144488	15.2074102687
PRMT9	3540	518	30448034	4.80581713801	15.2021772218
LHFPL2	5177	757	30448034	4.80240141839	15.1913723216
CDX2	4056	593	30448034	4.80172729111	15.1892398637
SH3BP5L	3868	565	30448034	4.7973646042	15.1754394344
BEND7	2684	392	30448034	4.79671924436	15.1733979763
AC136297.1	226	33	30448034	4.79563636572	15.1699725207
PASK	6984	1019	30448034	4.79193256104	15.1582563248
RPS6KC1	5724	835	30448034	4.79101570514	15.1553560467
SMIM10L1	4796	699	30448034	4.7867279503	15.1417926491
OAZ3	4330	631	30448034	4.78610483288	15.1398215501
ZNF614	5312	774	30448034	4.78545942655	15.1377799448
ZBTB14	3782	551	30448034	4.78487744241	15.1359389622
ZNF839	3508	511	30448034	4.78411994516	15.1335427812
TMEM216	1998	291	30448034	4.78341707204	15.1313193921
LIAS	1786	260	30448034	4.78115295479	15.1241573402
RWDD2B	3099	451	30448034	4.7796457529	15.1193896286
AC021224.1	859	125	30448034	4.77922627903	15.1180627125
TPCN1	5498	800	30448034	4.77887857249	15.116962817
FZD5	6710	976	30448034	4.77714079847	15.1114657396
PSTK	1712	249	30448034	4.77679200022	15.1103623908
IQCE	7449	1083	30448034	4.77497636697	15.1046190224
BORCS8	2126	309	30448034	4.7734894091	15.0999153484
AJ003147.9	633	92	30448034	4.77336738552	15.0995293528
CTD-3193O13.14	530	77	30448034	4.77150737772	15.0936456149
ACSM3	3015	438	30448034	4.77119908106	15.0926703842
TMEM45A	1962	285	30448034	4.77074936391	15.0912478
MXD4	4062	590	30448034	4.77037847459	15.0900745707
FLT4	6211	902	30448034	4.76964166422	15.0877438284
KIAA0141	4982	723	30448034	4.76623353701	15.076962945
ZNF736	7324	1062	30448034	4.76230191901	15.0645261103
AC018693.6	552	80	30448034	4.75983231731	15.0567140522
SCARNA13	276	40	30448034	4.75983231731	15.0567140522
RP3-424M6.4	1829	265	30448034	4.75853110564	15.0525979466
CRACR2B	1974	286	30448034	4.75838555977	15.0521375433
BRWD1	18457	2674	30448034	4.75818183637	15.0514931078
FEM1C	5819	843	30448034	4.75795096067	15.0507627818
UBXN11	3141	455	30448034	4.75755923598	15.0495236443
LRRC39	2002	290	30448034	4.75745477869	15.049193216
HELQ	3597	521	30448034	4.75705343273	15.0479236436
LRFN1	3383	490	30448034	4.7570183461	15.0478126546
ABHD16A	2583	374	30448034	4.75540970889	15.042724074
CEP192	8026	1162	30448034	4.75496929401	15.0413309155
SNORD59A	76	11	30448034	4.75356938005	15.0369025863
MYADM	3469	502	30448034	4.75269737121	15.0341441724
ZNF562	12626	1827	30448034	4.75240568207	15.033221476
METAP1D	3429	496	30448034	4.75067078529	15.0277335002
ST7	5199	752	30448034	4.75049392731	15.0271740477
POLK	5995	867	30448034	4.74974893609	15.0248174269
C22orf23	2116	306	30448034	4.74948485575	15.0239820651
RP1-239B22.5	2884	417	30448034	4.74877445444	15.0217348621
ARHGEF7	9555	1381	30448034	4.74683057755	15.0155858223
ZNF787	3418	494	30448034	4.74674208215	15.015305886
AC010327.2	3062	442	30448034	4.74086760331	14.9967232254
HDAC6	4247	613	30448034	4.74044331353	14.9953810752
AC010646.3	520	75	30448034	4.7369485081	14.9843260038
ADCY6	6749	973	30448034	4.73493646892	14.9779613472
PRKAG2	4378	631	30448034	4.73363040803	14.9738299022
ZNF322	5066	730	30448034	4.73258495506	14.9705228347
BRF1	5920	853	30448034	4.7322542348	14.9694766718
TSPAN5	3527	508	30448034	4.73041231603	14.9636501547
SBF2	7479	1077	30448034	4.72947478268	14.960684468
RP11-770J1.3	764	110	30448034	4.72868158225	14.9581753476
RP4-693M11.3	695	100	30448034	4.72558891935	14.9483923683
DSCR8	556	80	30448034	4.72558891935	14.9483923683
XYLB	5120	736	30448034	4.72115867974	14.9343782505
RP11-21B23.1	480	69	30448034	4.72115867974	14.9343782505
AC002310.12	1447	208	30448034	4.72101682226	14.9339295146
RP11-106M3.2	4390	631	30448034	4.7206910994	14.9328991598
STAT2	3416	491	30448034	4.72067795897	14.9328575929
ZNF304	4614	663	30448034	4.71929018249	14.9284676581
FLYWCH1	5047	725	30448034	4.71786430897	14.9239572114
N6AMT1	4853	697	30448034	4.71697126801	14.9211322669
VPS13D	16699	2398	30448034	4.71627866871	14.9189413767
SERTAD4	5223	750	30448034	4.71608888419	14.9183410339
KLF15	2577	370	30448034	4.71550326197	14.916488543
RP4-761J14.8	1275	183	30448034	4.71391393496	14.911461046
CPT1B	2989	429	30448034	4.7138105194	14.911133913
SUMF1	2168	311	30448034	4.7113118864	14.9032300205
SNRK-AS1	753	108	30448034	4.71052728136	14.9007480899
COX19	3669	526	30448034	4.70845882051	14.8942049553
DMXL1	11280	1617	30448034	4.70805648173	14.8929322424
NAGPA	2212	317	30448034	4.70668229099	14.8885852831
ADAM23	6448	924	30448034	4.70638754998	14.8876529328
ITGA5	4474	641	30448034	4.70546767015	14.8847430893
TCF7	4132	592	30448034	4.70546056383	14.8847206099
GPALPP1	8712	1248	30448034	4.70475987728	14.8825041375
MOCS1	4524	648	30448034	4.7042798977	14.8809858245
ABCB9	7177	1028	30448034	4.70425562118	14.8809090309
SRSF10	6109	875	30448034	4.70412303418	14.8804896202
TRAF6	4728	677	30448034	4.70275057188	14.8761481286
SLC4A11	3485	499	30448034	4.70260506506	14.8756878488
FAM155B	4016	575	30448034	4.70234928261	14.8748787356
ZNF23	4548	651	30448034	4.70111934612	14.8709880939
SLC9B1	2173	311	30448034	4.70047131603	14.8689381889
CTD-2126E3.3	566	81	30448034	4.7001241734	14.8678400773
DHX35	3383	484	30448034	4.69876914186	14.8635537241
LRIG2	11573	1655	30448034	4.69669965848	14.8570073549
ARHGEF10	6428	919	30448034	4.69548424196	14.8531626441
MAP3K1	7031	1005	30448034	4.69450394032	14.850061669
PNRC1	2995	428	30448034	4.69340126861	14.8465736023
RP11-498C9.16	784	112	30448034	4.69183471278	14.8416181371
SNORD23	105	15	30448034	4.69183471278	14.8416181371
PTPN23	5269	752	30448034	4.68738241186	14.827534233
FBXO31	6082	868	30448034	4.68720613529	14.8269766197
C12orf57	1311	187	30448034	4.6846770702	14.8189764619
AC000068.9	428	61	30448034	4.68087248214	14.8069414592
SORBS3	3628	517	30448034	4.68019565203	14.8048004516
ZDHHC22	3411	486	30448034	4.67945520167	14.8024581948
ZNF616	4534	646	30448034	4.67941697644	14.8023372775
EVI5	7455	1062	30448034	4.67861827697	14.7998107621
GAS5-AS1	695	99	30448034	4.67833303015	14.7989084447
CDON	9527	1357	30448034	4.67804533817	14.7979983924
BLOC1S3	2668	380	30448034	4.67776624288	14.797115534
ZNF174	2879	410	30448034	4.67716763657	14.7952219707
ABHD6	2494	355	30448034	4.67490347284	14.7880597718
NSUN3	3295	469	30448034	4.67474760609	14.7875667206
TSSK3	1370	195	30448034	4.67471122843	14.7874516476
CITED1	1623	231	30448034	4.67448966763	14.7867507873
SCHIP1	2172	309	30448034	4.67239340872	14.7801197194
RNF31	3734	531	30448034	4.67047392271	14.774047835
USE1	2187	311	30448034	4.67038142191	14.7737552284
MOSPD2	4874	693	30448034	4.6696943356	14.7715817774
PLEKHH1	6633	943	30448034	4.66919959883	14.7700167832
SNAPC1	2666	379	30448034	4.66895629895	14.769247156
FBXL18	3610	513	30448034	4.66714084587	14.7635043575
RP1-59D14.5	1239	176	30448034	4.66532717203	14.7577671872
CTD-2026K11.4	1218	173	30448034	4.66487014547	14.7563214812
TMEM127	6372	905	30448034	4.66459085145	14.7554379942
ELMOD3	3176	451	30448034	4.66376643207	14.7528301193
VPS50	5888	836	30448034	4.66314822337	14.750874548
FJX1	2451	348	30448034	4.66312091405	14.7507881608
GPM6B	5143	730	30448034	4.66172960963	14.7463870661
ZNF133	3234	459	30448034	4.66136825361	14.7452439934
RP4-724E13.2	289	41	30448034	4.6593652684	14.738907977
C19orf12	4774	677	30448034	4.65743709758	14.73280862
PGAP1	11819	1676	30448034	4.65729798209	14.7323685578
PIK3R3	6220	882	30448034	4.65713625671	14.7318569741
AGPAT4	8330	1181	30448034	4.65635024857	14.729370605
ZHX3	11096	1573	30448034	4.6558932969	14.7279251359
SERAC1	5864	831	30448034	4.65422962555	14.7226624665
RHOV	1708	242	30448034	4.6533770512	14.7199655295
SLC25A43	2788	395	30448034	4.65312875927	14.7191801109
MARCH9	3607	511	30448034	4.65281196773	14.7181780085
RP11-73E17.2	2118	300	30448034	4.65196076338	14.7154854051
TAPT1	4605	652	30448034	4.65006159156	14.7094777802
IPP	3122	442	30448034	4.64975547769	14.7085094543
ZKSCAN2	7530	1066	30448034	4.64946489067	14.7075902443
WWC2	9022	1277	30448034	4.64867108153	14.7050791984
KLC4	3244	459	30448034	4.64699905431	14.699790097
ACER3	7514	1062	30448034	4.64188172143	14.6836025062
ABALON	1904	269	30448034	4.6400865358	14.6779238194
KIAA1551	6236	881	30448034	4.63992056987	14.6773988216
STIM2	5260	743	30448034	4.63920766942	14.6751437132
TMCO3	4143	585	30448034	4.63747601951	14.6696660081
IGFBPL1	1098	155	30448034	4.63628475717	14.6658977038
PHF12	8495	1199	30448034	4.6354995579	14.6634138935
RP11-152N13.5	829	117	30448034	4.63523839538	14.6625877615
CTD-2036P10.5	822	116	30448034	4.6347564316	14.661063172
CCNDBP1	3671	518	30448034	4.6343210756	14.6596860161
SCAMP5	3743	528	30448034	4.63292041102	14.6552553125
SYNJ1	7253	1023	30448034	4.63232157428	14.6533610203
SNX8	4738	668	30448034	4.63043881743	14.6474053207
SIRT3	2824	398	30448034	4.62870095956	14.6419079781
RNF144A	5752	810	30448034	4.62494833475	14.6300373501
PTPN9	7826	1102	30448034	4.62468859882	14.6292157309
TCEANC2	10688	1505	30448034	4.62467053697	14.6291585961
RP11-140H17.1	2422	341	30448034	4.62403363312	14.6271438866
RASSF8	7103	1000	30448034	4.62379881592	14.6264010925
LENG9	1918	270	30448034	4.62334077537	14.6249521789
CTC-246B18.8	881	124	30448034	4.62260219148	14.6226158264
SNORA71A	135	19	30448034	4.62232605037	14.6217423129
ZBTB8A	7080	996	30448034	4.62026435276	14.6152205723
HOXB2	1564	220	30448034	4.61983724916	14.6138695212
MED30	989	139	30448034	4.61593041005	14.6015110692
RP11-84A14.5	427	60	30448034	4.61491938962	14.5983129218
HOXA1	2541	357	30448034	4.61428372579	14.5963021349
ZNF224	3986	560	30448034	4.6141475349	14.595871324
ASAP2	5745	807	30448034	4.61343329722	14.5936119855
HOXC6	3254	457	30448034	4.61253203632	14.5907610389
ATM	18361	2578	30448034	4.61134193273	14.5869964001
RP11-166N17.1	698	98	30448034	4.61117279795	14.5864613783
TRMT44	3198	449	30448034	4.61114337157	14.5863682943
BATF3	983	138	30448034	4.6106941328	14.5849472233
MIR4750	57	8	30448034	4.60952182308	14.5812388716
AKAP13	16748	2350	30448034	4.60835210325	14.5775387124
CTD-3074O7.11	3564	500	30448034	4.60758178865	14.5751019865
RP11-637A17.2	2559	359	30448034	4.60749536273	14.5748285966
SMTN	4277	600	30448034	4.60736633006	14.5744204293
CENPC	6959	976	30448034	4.60620990914	14.5707623384
CTC-429P9.2	378	53	30448034	4.60494888477	14.5667733568
ZGPAT	2104	295	30448034	4.60486629368	14.5665120975
AP001469.5	699	98	30448034	4.60457598422	14.5655937655
CHST15	6563	920	30448034	4.60390302458	14.5634650012
SLC43A1	2719	381	30448034	4.60210488378	14.5577769664
OGDHL	3783	530	30448034	4.6012970617	14.5552215937
GNAL	7597	1064	30448034	4.59981373447	14.5505294044
FAM118A	4671	654	30448034	4.59841989191	14.5461202808
RNF19A	4822	675	30448034	4.59745313519	14.5430621522
PRDM2	9652	1351	30448034	4.59704526303	14.5417719357
IQCK	3545	496	30448034	4.59521865241	14.5359938426
DDB2	1880	263	30448034	4.59450409906	14.5337335056
PPARD	4466	624	30448034	4.58887909212	14.5159399962
STPG1	2913	407	30448034	4.58875286533	14.5155407047
RAB11FIP4	8918	1245	30448034	4.58503470755	14.5037791058
RP11-203M5.7	480	67	30448034	4.58431350061	14.5014977215
SLC25A25	4529	632	30448034	4.58305956488	14.4975311633
RP11-388P9.2	1548	216	30448034	4.5827222776	14.496464227
CPNE8	4193	585	30448034	4.58217580464	14.4947355763
MID1	9076	1266	30448034	4.58120749501	14.4916725354
ZDHHC2	6390	891	30448034	4.57949500839	14.4862554493
RP5-1039K5.13	416	58	30448034	4.57905022449	14.4848484704
LRCH3	7539	1051	30448034	4.57856850802	14.4833246631
DBNDD2	2769	386	30448034	4.578308918	14.4825035054
ZFYVE19	2914	406	30448034	4.57590743093	14.4749069134
KDM4B	7465	1040	30448034	4.57556017536	14.4738084445
GLT8D2	2707	377	30448034	4.57397554748	14.4687958123
ABHD18	6313	879	30448034	4.57292238044	14.4654643431
VPS37A	5272	734	30448034	4.57258094732	14.4643842922
NAPB	3894	542	30448034	4.57134589119	14.4604774557
UGGT2	7150	995	30448034	4.57043759084	14.4576042413
STRADA	3220	448	30448034	4.56943902462	14.4544454901
CGRRF1	2063	287	30448034	4.56902372175	14.4531317681
RICTOR	9654	1343	30448034	4.56887695617	14.4526675064
AC005578.3	1021	142	30448034	4.56776072919	14.4491365605
CERS1	3762	523	30448034	4.56587104824	14.443158958
SMAD3	7247	1007	30448034	4.56364604531	14.4361206359
RNF166	3967	551	30448034	4.56173594333	14.4300784358
C1GALT1	6330	879	30448034	4.56064123029	14.4266155447
FBXL6	1794	249	30448034	4.5584547962	14.4196992269
SNORA58	137	19	30448034	4.55484683796	14.4082862207
MFSD9	4055	562	30448034	4.55183175341	14.398748644
TEX15	10191	1412	30448034	4.55049497607	14.3945200341
L34079.3	563	78	30448034	4.5501629719	14.3934698097
HAND1	1740	241	30448034	4.54892250601	14.3895458605
