Gene	Length	Counts	TotalReads	RPKM(30841902 pairs)	TPM(9.86 norm. reads)
MUM1	4269	857	30841902	6.50898865018	20.3640337369
XRN1	10851	2178	30841902	6.50799123082	20.3609132089
SPG7	4415	886	30841902	6.50671614542	20.3569239744
PSTPIP2	3015	605	30841902	6.50619244939	20.3552855381
UBALD2	1800	361	30841902	6.50269738733	20.3443508805
RP5-984P4.6	3675	737	30841902	6.50232977483	20.3432007674
GCC1	4151	832	30841902	6.49874415821	20.3319828007
TCP11L1	3020	605	30841902	6.49542060758	20.3215847342
RAB30-AS1	1857	372	30841902	6.4951604404	20.3207707747
CACTIN	3622	725	30841902	6.49005545555	20.3047993098
FAM193A	5033	1007	30841902	6.4872612416	20.2960573269
POLR3D	5583	1117	30841902	6.48700738587	20.2952631134
GPHN	4704	941	30841902	6.48606292202	20.2923082621
ING4	1720	344	30841902	6.48468437517	20.2879953379
SNORD93	75	15	30841902	6.48468437517	20.2879953379
MIR4685	70	14	30841902	6.48468437517	20.2879953379
MIR1281	55	11	30841902	6.48468437517	20.2879953379
C18orf54	5891	1178	30841902	6.48358359697	20.2845514413
CCDC159	1421	284	30841902	6.48012090974	20.2737180717
RP11-379K17.12	1782	356	30841902	6.47740639046	20.2652254217
ZBED6	4251	849	30841902	6.47553168022	20.2593601998
RP4-816N1.6	601	120	30841902	6.47389455092	20.2542382741
NCOA3	8004	1598	30841902	6.47334184878	20.2525090892
ITGA4	4635	925	30841902	6.47069368612	20.2442240427
MOB1B	7082	1413	30841902	6.46911820257	20.239294982
ABHD14A-ACY1	1721	343	30841902	6.46207652726	20.2172643838
ZNF618	9464	1886	30841902	6.46138774914	20.2151094713
SPSB3	1812	361	30841902	6.45963316622	20.20962008
CABLES2	3795	756	30841902	6.45905321163	20.207805633
SGK3	4762	948	30841902	6.45472573253	20.194266674
PGAP2	2733	544	30841902	6.45383882198	20.1914918841
B3GNT2	2864	570	30841902	6.45298549904	20.1888221764
OXCT1	3867	769	30841902	6.44779193756	20.1725735905
NAT8L	5874	1168	30841902	6.4471496001	20.1705639723
KHK	2576	512	30841902	6.44440683247	20.1619829445
RP4-773N10.4	4217	838	30841902	6.44316517239	20.1580982845
FAM126B	9345	1857	30841902	6.44304916249	20.1577353358
IGHMBP2	3976	790	30841902	6.44227949747	20.1553273604
RP11-59N23.1	458	91	30841902	6.44220827665	20.1551045388
CTD-2292M16.7	750	149	30841902	6.441453146	20.1527420357
ADCY1	12958	2573	30841902	6.43814357822	20.1423877159
CD109	9485	1883	30841902	6.43682692591	20.1382684351
SNORA33	131	26	30841902	6.43518296773	20.1331251445
SLC25A4	4444	882	30841902	6.43507157842	20.1327766517
RP3-424M6.4	1829	363	30841902	6.43504764403	20.1327017706
RNF128	3396	674	30841902	6.43503720387	20.1326691074
FAM118A	4671	927	30841902	6.43470607556	20.1316331388
SARS2	2233	443	30841902	6.43241195298	20.1244557427
PMM1	1306	259	30841902	6.43006605348	20.1171163573
PIGO	4221	837	30841902	6.42937789863	20.1149633948
BOLA1	1458	289	30841902	6.42686482999	20.1071010036
TMEM63B	3383	670	30841902	6.42142851222	20.09009293
BACE2	8923	1767	30841902	6.42073141933	20.0879120039
ZNF584	2485	492	30841902	6.41944610178	20.0838907571
IRGQ	9872	1954	30841902	6.41768297664	20.0783746406
PTPN18	3684	729	30841902	6.41603543635	20.073220143
DLG3	6855	1356	30841902	6.41373596844	20.0660260235
GIT2	7007	1386	30841902	6.41342410731	20.0650503342
ZNF444	2048	405	30841902	6.41185832994	20.0601516403
TMEM19	6402	1266	30841902	6.41175446655	20.0598266931
KTI12	1715	339	30841902	6.40906123377	20.0514006401
RPTOR	7230	1429	30841902	6.40844673037	20.0494781037
EML5	9614	1900	30841902	6.40779088456	20.0474262233
USE1	2187	432	30841902	6.40462654338	20.0375262597
IER2	3074	607	30841902	6.40241284276	20.0306004719
CTB-50L17.9	512	101	30841902	6.39602658098	20.0106204017
COMMD6	2099	414	30841902	6.39509130853	20.0076943066
MOSPD1	2373	468	30841902	6.39450545213	20.0058613952
RP11-514P8.7	918	181	30841902	6.39285333282	20.0006925717
PTK7	5853	1154	30841902	6.39272660939	20.0002961045
PEX1	4409	869	30841902	6.39055423228	19.9934996016
SNX11	2776	547	30841902	6.38890913764	19.9883527555
SPPL2A	7387	1455	30841902	6.38636507776	19.9803934051
MARK1	5344	1052	30841902	6.3827544561	19.9690972076
NPTX1	5127	1009	30841902	6.38096989911	19.9635140394
GPR160	2043	402	30841902	6.37993910626	19.960289099
POU3F2	4900	964	30841902	6.37881197721	19.956762761
AKAP9	14822	2916	30841902	6.37880840575	19.9567515873
MAP7	5468	1075	30841902	6.37439255972	19.9429361634
TMEM199	3581	704	30841902	6.3742220052	19.9424025662
GEN1	10068	1979	30841902	6.37325704135	19.9393835785
HAS3	4876	958	30841902	6.37031135297	19.9301676925
SNX18	5561	1092	30841902	6.36690823385	19.9195206878
AC007040.11	4176	820	30841902	6.36666808865	19.9187693691
APOM	1666	327	30841902	6.36402098044	19.9104876216
KMT2C	16921	3320	30841902	6.36166660528	19.9031217191
MAN1B1	3262	640	30841902	6.3614316372	19.9023865976
HMGA2	14045	2755	30841902	6.36002330139	19.8979804756
HOXD-AS2	1434	281	30841902	6.35354361724	19.877708124
ATG2B	13726	2689	30841902	6.35192928925	19.8726575345
FAM76B	3962	776	30841902	6.35047334065	19.8681024511
KRCC1	1757	344	30841902	6.3481258539	19.8607580997
TNFRSF1A	2988	585	30841902	6.3479591022	19.8602364001
RP11-96D1.7	460	90	30841902	6.34371297571	19.846951961
FNIP2	6942	1358	30841902	6.34269762423	19.8437753305
PLCL2	4342	849	30841902	6.33981694441	19.8347628304
MIR186	87	17	30841902	6.33561117115	19.8216046405
BCL2L2	3609	705	30841902	6.33375240302	19.8157892952
GGT7	2657	519	30841902	6.33336693774	19.8145833278
NRF1	3704	723	30841902	6.3288698748	19.8005138085
CTH	2152	420	30841902	6.3279912583	19.7977649673
CRIM1	5929	1157	30841902	6.32718824597	19.7952526615
KLC3	1927	376	30841902	6.32652134163	19.7931661833
RP11-500G22.5	1938	378	30841902	6.32407299746	19.7855062893
ZNF480	4743	925	30841902	6.32335341243	19.7832549943
TMEM65	9036	1762	30841902	6.3224955008	19.7805709304
CLCN7	4749	926	30841902	6.32219175764	19.779620639
BCL2L1	2862	558	30841902	6.32154766133	19.7776055181
ZNF343	4187	816	30841902	6.31896638421	19.7695297298
COMMD1	914	178	30841902	6.31440819902	19.7552689833
CCDC186	8416	1639	30841902	6.31439976884	19.7552426086
HS6ST1	3934	766	30841902	6.3132539799	19.7516578913
POC5	2322	452	30841902	6.3115360413	19.7462831454
ZNF215	4014	781	30841902	6.3085930456	19.7370756838
XRRA1	5724	1113	30841902	6.30455425364	19.7244399119
PCNXL3	7140	1388	30841902	6.30304055514	19.719704152
ITGAE	3889	756	30841902	6.30293312886	19.719368058
TCF12	6385	1241	30841902	6.30187416569	19.7160549838
RP11-338K17.6	602	117	30841902	6.30156205893	19.7150785261
ERCC5	6423	1248	30841902	6.29992690348	19.7099627758
PEX11A	2970	577	30841902	6.29909576511	19.7073624747
LTN1	8195	1592	30841902	6.2987294236	19.706216338
LTBP1	6713	1304	30841902	6.2982484919	19.7047116942
LL22NC03-N14H11.1	695	135	30841902	6.29807475287	19.704168134
MAD1L1	3465	673	30841902	6.29753619696	19.702483207
ZNF182	3594	698	30841902	6.29703630199	19.7009192347
PACS1	4712	915	30841902	6.29614410365	19.6981279013
RP11-815I9.4	1834	356	30841902	6.29375037503	19.6906388776
DNASE1	11686	2266	30841902	6.28713622888	19.6699458479
NDUFS7	3306	641	30841902	6.28657393298	19.6681866479
RN7SKP23	294	57	30841902	6.28617362899	19.6669342562
TOM1	2512	487	30841902	6.2859102124	19.6661101305
RBM4B	3658	709	30841902	6.28436471022	19.6612748696
SRD5A3	4195	813	30841902	6.28372872111	19.6592851129
SGTB	5480	1062	30841902	6.28351715915	19.6586232198
TEAD2	2700	523	30841902	6.2805369041	19.6492991884
ZFP64	5980	1158	30841902	6.27864925288	19.6433934794
LMTK2	8960	1735	30841902	6.27841930297	19.6426740577
PPP1R15A	2381	461	30841902	6.27769738966	19.6404154783
CDC42EP2	2227	431	30841902	6.27503135541	19.6320745187
AC003006.7	615	119	30841902	6.27380033045	19.6282231318
HPS3	4682	905	30841902	6.26723553987	19.607684516
KIAA1522	5801	1121	30841902	6.26558454109	19.6025191983
AC007956.1	414	80	30841902	6.26539553157	19.6019278627
CYB5A	3468	670	30841902	6.26404055849	19.5976886915
MIR3615	88	17	30841902	6.26361558966	19.5963591332
CDK11A	2806	542	30841902	6.26282774651	19.5938942857
TRMT10B	2304	445	30841902	6.26233625641	19.5923566089
RP11-552F3.12	554	107	30841902	6.26228545256	19.5921976639
DBF4B	3086	596	30841902	6.26194408231	19.5911296523
MID1IP1-AS1	378	73	30841902	6.26166612947	19.5902600485
AC084219.4	3201	618	30841902	6.25981715691	19.5844753496
HECTD3	3844	742	30841902	6.25863138187	19.5807655317
BAHD1	4779	922	30841902	6.25536617902	19.5705500121
AF011889.5	2644	510	30841902	6.25413962053	19.566712599
RP11-390B4.3	560	108	30841902	6.25308850463	19.5634240759
ATP2A1-AS1	560	108	30841902	6.25308850463	19.5634240759
FAM177A1	3755	724	30841902	6.25154658805	19.5586000328
C1orf50	1001	193	30841902	6.25146895309	19.558357144
P2RY11	1945	375	30841902	6.25130241823	19.5578361227
CCDC85B	1525	294	30841902	6.25081051246	19.5562971454
ZFPL1	1603	309	30841902	6.25005449759	19.5539318759
LEPROTL1	4612	889	30841902	6.24987468509	19.5533693142
DPY19L4	6216	1198	30841902	6.24891560606	19.5503687378
SMYD4	4395	847	30841902	6.24860940361	19.5494107522
CHKB-CPT1B	2839	547	30841902	6.24713341532	19.5447929726
ITFG2	2373	457	30841902	6.24420724706	19.5356381573
CHD6	12249	2358	30841902	6.24168738536	19.5277545134
FANCM	7401	1424	30841902	6.23847490221	19.5177039327
OTULIN	7807	1502	30841902	6.23798894038	19.5161835517
MOB2	1731	333	30841902	6.23743471095	19.5144495885
MSX2	2272	437	30841902	6.23637119707	19.511122277
RP11-195F19.29	910	175	30841902	6.23527343767	19.5076878249
ENPP4	4655	895	30841902	6.23393395895	19.5034971294
CTD-2135J3.4	1759	338	30841902	6.23031074135	19.4921615242
UTRN	12805	2460	30841902	6.22894321083	19.4878830657
SP4	6132	1178	30841902	6.22876565065	19.4873275506
DUS4L	2228	428	30841902	6.2285568056	19.4866741576
SNIP1	4567	877	30841902	6.22626253233	19.4794962901
JAZF1	3130	601	30841902	6.22571135699	19.4777718819
TNIK	7289	1399	30841902	6.22312624562	19.4696840978
RP11-834C11.4	2314	444	30841902	6.22126158724	19.4638503242
GMEB1	6450	1237	30841902	6.21825935821	19.454457545
PANK2	5575	1069	30841902	6.21715479557	19.4510018083
USP13	8403	1610	30841902	6.21227052483	19.43572087
WWTR1	5376	1030	30841902	6.21207673589	19.4351145815
USP18	2140	410	30841902	6.21196400425	19.4347618891
RP11-140H17.1	2422	464	30841902	6.21158866656	19.4335876069
RP11-455O6.8	611	117	30841902	6.20874035921	19.4246763874
RP11-831H9.3	94	18	30841902	6.20874035921	19.4246763874
TGDS	1917	367	30841902	6.20730090164	19.4201728978
TBC1D31	3527	675	30841902	6.2052196672	19.413661544
RP3-508I15.9	2686	514	30841902	6.20463099188	19.4118198133
RP11-440L14.1	1579	302	30841902	6.20131311369	19.4014394935
C2orf76	1276	244	30841902	6.20009007658	19.3976130974
WNT5A	6767	1294	30841902	6.2000750565	19.3975661056
METTL6	4906	938	30841902	6.19917849971	19.3947611363
RP5-1050D4.3	476	91	30841902	6.19859535862	19.3929367201
DOPEY1	8312	1589	30841902	6.19836589999	19.3922188354
FBXO3	11294	2159	30841902	6.19817317425	19.3916158733
RAB21	15553	2973	30841902	6.19782892284	19.3905388477
FOXN2	5415	1035	30841902	6.19727454137	19.3888044088
DBNDD2	2769	529	30841902	6.19429041977	19.3794682805
N6AMT2	1110	212	30841902	6.19258147539	19.3741216741
ZNF747	3938	752	30841902	6.19157268935	19.3709655842
PIGN	5546	1059	30841902	6.19120154463	19.3698044202
FSD1	1844	352	30841902	6.18928660537	19.3638133377
CHPF2	3992	762	30841902	6.18903994725	19.3630416427
USP42	5173	987	30841902	6.18633624424	19.3545828325
BCAS3	3942	752	30841902	6.18529001792	19.351309607
SH3KBP1	5505	1050	30841902	6.18430390003	19.3482244367
TCEAL3	1395	266	30841902	6.18253062292	19.3426765587
RP11-458D21.5	1778	339	30841902	6.18196851289	19.3409179403
GFOD2	7154	1364	30841902	6.18193282621	19.3408062908
RP11-56B16.5	514	98	30841902	6.1818975561	19.3406959447
SMIM10	1537	293	30841902	6.18091256319	19.3376142941
ZCCHC6	6443	1228	30841902	6.17972405146	19.3338959142
FNIP1	6738	1284	30841902	6.17863960947	19.330503127
AL391839.1	84	16	30841902	6.17588988112	19.3219003218
PHYH	2369	451	30841902	6.17263118025	19.3117051444
CCDC142	3415	650	30841902	6.17136873186	19.3077554461
SLC7A11	9657	1838	30841902	6.17109344598	19.3068941861
KIAA1468	6410	1220	30841902	6.17107249431	19.3068286367
RCE1	1529	291	30841902	6.17084091947	19.3061041313
CASK	9051	1722	30841902	6.16872527569	19.2994851243
CTD-2517M22.16	431	82	30841902	6.16872527569	19.2994851243
TRIM39	3787	720	30841902	6.16447418818	19.2861851641
RP11-46C24.6	405	77	30841902	6.164453048	19.2861190249
GALNT18	2515	478	30841902	6.16238395891	19.279645669
PSEN1	8629	1640	30841902	6.16229132882	19.2793558664
HHEX	2279	433	30841902	6.16030788602	19.2731504636
C16orf59	2074	394	30841902	6.15951215964	19.2706609526
RP11-792A8.4	558	106	30841902	6.1592880266	19.2699597296
DPYSL3	5903	1121	30841902	6.15731931608	19.2638004183
GSTZ1	1791	340	30841902	6.15520013277	19.2571703375
TUBB4A	2651	503	30841902	6.15201101605	19.2471928611
NUDT19	2970	563	30841902	6.14625808623	19.2291942344
PANK4	2696	511	30841902	6.14553730659	19.2269392019
C22orf39	4163	789	30841902	6.14510686045	19.2255925074
C1orf115	3415	647	30841902	6.14288549156	19.2186427286
ZNF32-AS2	908	172	30841902	6.14188167693	19.2155021923
AC012314.8	4162	788	30841902	6.13879299332	19.2058389312
ACSS1	5769	1092	30841902	6.13735078669	19.2013268409
DNASE1L1	3018	571	30841902	6.13445125617	19.1922553644
RP11-365N19.2	830	157	30841902	6.13310510182	19.1880437835
AUH	1587	300	30841902	6.12919128088	19.1757989962
KCTD6	2741	518	30841902	6.12744711116	19.1703421836
ZC3H3	3292	622	30841902	6.12617509319	19.1663625459
MIR4724	90	17	30841902	6.12442413211	19.1608844858
MEX3C	3272	618	30841902	6.12398371616	19.1595065997
FOXP1	8703	1643	30841902	6.12107114122	19.1503943124
GPATCH1	3512	663	30841902	6.12093641905	19.1499728204
MGRN1	6522	1231	30841902	6.11978416578	19.1463678787
HIPK2	15417	2909	30841902	6.11790453635	19.1404872667
ANKRD50	8799	1660	30841902	6.11693150516	19.1374430395
RP11-603J24.5	1299	245	30841902	6.11527202432	19.1322511847
GK	4716	889	30841902	6.11204878025	19.1221669375
RP11-216B9.6	1247	235	30841902	6.11026795576	19.1165954467
ZNF749	2590	488	30841902	6.10912350402	19.113014913
SNHG9	552	104	30841902	6.10876064328	19.1118796662
SCARNA13	276	52	30841902	6.10876064328	19.1118796662
MIR4253	69	13	30841902	6.10876064328	19.1118796662
ZNF280B	5706	1075	30841902	6.10851358509	19.1111067195
REV3L	11278	2124	30841902	6.10634403833	19.1043190715
ARID5B	8175	1539	30841902	6.10393226507	19.0967735933
CORO7-PAM16	3315	624	30841902	6.1032323531	19.0945838475
SP2	3192	600	30841902	6.09462817215	19.0676647913
VRK3	4092	769	30841902	6.0932579234	19.0633778285
RNVU1-14	165	31	30841902	6.09167320092	19.0584198629
CPNE2	2961	556	30841902	6.08828860621	19.0478308137
MPP5	6016	1129	30841902	6.08478113329	19.0368573276
MYO9A	14486	2718	30841902	6.08358833761	19.0331255448
CTC-453G23.5	1013	190	30841902	6.08139205964	19.0262542656
SNORA3	112	21	30841902	6.07939160172	19.0199956293
SLC25A26	2897	543	30841902	6.07729308892	19.0134302183
RP11-160O5.1	667	125	30841902	6.07635342501	19.0104903841
TRO	4995	936	30841902	6.07574031548	19.0085722085
EYA4	6080	1139	30841902	6.07405880207	19.0033114226
CTBP1-AS	3892	729	30841902	6.07314351169	19.0004478435
GATA2-AS1	2269	425	30841902	6.07313984012	19.0004363566
PDPN	3716	696	30841902	6.07284758493	18.9995220065
ZNF397	8117	1520	30841902	6.07165224237	18.9957822555
PHKA2	5592	1047	30841902	6.07069433191	18.9927853351
SMG6	6454	1208	30841902	6.06871608708	18.9865961948
HOOK3	14420	2699	30841902	6.06871120964	18.9865809352
RP11-347C12.11	513	96	30841902	6.06754093583	18.9829196144
FAM122A	4555	851	30841902	6.05759210019	18.9517936691
ST6GALNAC4	1697	317	30841902	6.05670284894	18.9490115561
B3GAT2	6569	1227	30841902	6.05625493099	18.9476101991
TBCEL	5199	971	30841902	6.05561504933	18.9456082642
TRIB1	3914	731	30841902	6.05557521493	18.9454836383
MARC2	2207	412	30841902	6.05276384814	18.936687991
ELF1	3793	708	30841902	6.0521441308	18.9347491422
MEX3D	2852	532	30841902	6.0481277833	18.9221835901
NAA16	4612	860	30841902	6.04599800807	18.9155203714
ZNF354B	2807	523	30841902	6.04112919169	18.9002877836
PURA	11498	2141	30841902	6.03744531538	18.8887624015
ST7	5199	968	30841902	6.03690563105	18.8870739441
AIG1	5506	1025	30841902	6.03596211819	18.8841220681
BCKDHB	3766	701	30841902	6.03526785315	18.8819499892
DIRC2	3605	671	30841902	6.03498365567	18.8810608485
RAPGEF2	6973	1297	30841902	6.03085876567	18.8681557101
ZNFX1	9066	1686	30841902	6.02976938922	18.864747485
YPEL5	3142	584	30841902	6.02650489354	18.8545341778
ADA	1551	288	30841902	6.02059671196	18.8360498302
ALMS1	13098	2432	30841902	6.02029027348	18.8350911062
NAPB	3894	723	30841902	6.02006523273	18.8343870433
TMEM2	6676	1238	30841902	6.01261178585	18.8110681758
LHFP	2114	392	30841902	6.01229014917	18.8100619027
SNORA73B	205	38	30841902	6.01019527455	18.8035078742
RP3-402G11.28	642	119	30841902	6.00994891468	18.8027371123
CHDH	7674	1422	30841902	6.00809302938	18.7969307861
LEF1	4208	779	30841902	6.00233974365	18.7789310459
COMMD10	1610	298	30841902	6.00135386274	18.7758466171
CTB-33G10.11	362	67	30841902	6.00102007095	18.7748023155
KMT2B	8506	1574	30841902	5.99981966055	18.7710467093
NUFIP1	3502	648	30841902	5.99953665778	18.7701613064
FBXO17	2508	464	30841902	5.99859160702	18.7672046188
ZNF274	3006	556	30841902	5.9971465612	18.7626836459
RP11-143K11.7	465	86	30841902	5.99658985231	18.7609419254
VTI1A	5202	962	30841902	5.99602688285	18.7591806181
ARID3B	4283	792	30841902	5.99564560488	18.7579877512
RP11-538I12.2	568	105	30841902	5.9937663679	18.7521083669
LITAF	3738	691	30841902	5.99373582563	18.7520128123
CTB-31O20.3	449	83	30841902	5.99363923318	18.751710613
BAD	1331	246	30841902	5.9926084008	18.748485549
ENKD1	1586	293	30841902	5.98995120405	18.7401722384
DEPDC7	2187	404	30841902	5.98951186001	18.7387977058
CTD-3032J10.2	471	87	30841902	5.98903970955	18.737320535
EXTL3	6573	1214	30841902	5.98844274415	18.735452868
STK3	3352	619	30841902	5.98749944545	18.732501662
TAPT1	4605	850	30841902	5.98477928219	18.7239913542
CEP128	4811	888	30841902	5.98461829677	18.723487695
AC016722.4	1837	339	30841902	5.98341862598	18.7197344027
GSKIP	3945	728	30841902	5.98333361866	18.7194684487
INPP5E	3404	628	30841902	5.9817593825	18.7145432906
FBLN1	4949	913	30841902	5.98152842446	18.7138207148
PPM1K	8522	1572	30841902	5.98094569219	18.7119975776
ARRDC1	1594	294	30841902	5.98022963081	18.7097573066
SPRY1	3026	558	30841902	5.9789389976	18.7057194292
KLHL21	6839	1261	30841902	5.97834990283	18.7038763863
AGTRAP	1324	244	30841902	5.97531339706	18.6943763688
ATAD2B	8131	1498	30841902	5.97347017219	18.6886096521
ZCCHC8	6110	1125	30841902	5.96994265308	18.6775734494
SLC35A2	3712	683	30841902	5.96583974709	18.6647370903
OXR1	6082	1119	30841902	5.96544049311	18.6634879835
COX19	3669	675	30841902	5.96506126089	18.6623015169
FAM76A	3816	702	30841902	5.9646860998	18.6611277872
POLH	3551	652	30841902	5.95327261703	18.6254195443
ARID4A	6330	1162	30841902	5.9519772859	18.6213669689
PCTP	3184	584	30841902	5.94700954005	18.6058248702
FAM117A	2470	453	30841902	5.94648182582	18.6041738625
SLC38A10	4613	846	30841902	5.94628547734	18.6035595663
ABHD11	1489	273	30841902	5.94465693224	18.5984644972
HIC2	7223	1324	30841902	5.94332141266	18.5942861882
FITM2	4599	843	30841902	5.94323649518	18.5940205152
CTC-338M12.4	1850	339	30841902	5.94137298158	18.5881903231
CTC-550B14.6	1277	234	30841902	5.94133180811	18.5880615077
RP11-317G6.1	584	107	30841902	5.94059270671	18.5857491538
CYP4F26P	857	157	30841902	5.93988008694	18.5835196503
RHOC	2932	537	30841902	5.93839616212	18.5788770404
RP11-793H13.10	1622	297	30841902	5.93696442487	18.5743977046
KLHL7	6550	1199	30841902	5.93521875254	18.568936191
HERC4	8009	1466	30841902	5.93491527906	18.5679867433
MED30	989	181	30841902	5.93391239589	18.5648491212
UNK	3941	721	30841902	5.93181608031	18.5582905844
RP11-493P1.2	503	92	30841902	5.9303276592	18.5536339075
ITM2B	10143	1855	30841902	5.92974934238	18.5518245844
NCOR2	8760	1602	30841902	5.92948879511	18.5510094357
MIR1231	93	17	30841902	5.92686206333	18.5427914379
CTTNBP2NL	5903	1079	30841902	5.92662581807	18.5420523205
ACOT9	4443	812	30841902	5.92568502435	18.5391089516
ZNF316	5401	987	30841902	5.92518374217	18.5375406393
NDE1	4028	736	30841902	5.92443855527	18.5352092462
PEX2	4428	809	30841902	5.92379139512	18.5331845397
IDS	8464	1545	30841902	5.9185003306	18.5166309057
EHD4	6422	1172	30841902	5.91719876028	18.5125588104
UPK3BL	1348	246	30841902	5.91703396251	18.5120432238
TXNL1	7103	1296	30841902	5.91591647911	18.5085470632
ACOX1	7690	1403	30841902	5.91548256071	18.5071895053
EGFL8	1343	245	30841902	5.91492059537	18.5054313395
MICAL3	12316	2246	30841902	5.91287800692	18.4990408936
HTRA1	2129	388	30841902	5.90901253538	18.4869473723
KLF11	4302	784	30841902	5.90887093228	18.4865043526
METTL8	8347	1521	30841902	5.90823345791	18.4845099491
INTS9	2871	523	30841902	5.90646103834	18.478964754
SLC25A40	4057	739	30841902	5.90606575456	18.4777280684
FAM219A	3788	690	30841902	5.90606153494	18.4777148669
NRIP3	4112	749	30841902	5.90591998663	18.4772720186
CEP104	6677	1216	30841902	5.9048795868	18.4740170218
GREB1L	8941	1627	30841902	5.90011267107	18.4591032406
RP11-57H14.2	462	84	30841902	5.89516761379	18.4436321254
SNORA45	132	24	30841902	5.89516761379	18.4436321254
AC013283.1	88	16	30841902	5.89516761379	18.4436321254
KB-1572G7.2	3053	555	30841902	5.89420214252	18.4406115502
ARHGEF2	4727	859	30841902	5.8920497972	18.4338777187
PNPLA8	4871	885	30841902	5.89093171015	18.4303796695
MYLIP	3040	552	30841902	5.8874108143	18.4193641884
PUS7L	14046	2550	30841902	5.88635382197	18.4160572803
RPS6KC1	5724	1039	30841902	5.88538353058	18.4130216248
RP11-884K10.7	2584	469	30841902	5.88490126152	18.411512797
CTD-2026K11.4	1218	221	30841902	5.88306751606	18.4057757376
NAP1L3	2640	479	30841902	5.8828860146	18.4052078918
DUSP1	2023	367	30841902	5.88205428989	18.4026057564
BTN3A2	4131	749	30841902	5.8787564718	18.3922881967
NAGK	2748	498	30841902	5.87586029628	18.3832272167
NUDT4	10000	1812	30841902	5.87512404391	18.3809237762
AC006547.15	585	106	30841902	5.8750131946	18.3805769728
BCKDHA	2478	449	30841902	5.87494609454	18.3803670434
LLPH	7997	1449	30841902	5.87489537303	18.380208356
MXD4	4062	736	30841902	5.87484945855	18.3800647079
TMEM170A	5578	1010	30841902	5.87085982335	18.367582728
KCNJ8	2392	433	30841902	5.86928999676	18.3626713656
RP1-37E16.12	4917	890	30841902	5.86879102492	18.3611102814
ITGA6	5868	1061	30841902	5.86251714558	18.3414818111
KIAA0753	4961	897	30841902	5.86248930108	18.3413946968
RP11-332H17.1	343	62	30841902	5.86079345861	18.3360890809
TPRN	2722	492	30841902	5.86051563664	18.3352198866
RIPK2	2595	469	30841902	5.85995562997	18.3334678487
AC027307.1	83	15	30841902	5.85965455588	18.3325259078
NDFIP2	4661	842	30841902	5.85722403336	18.3249217706
CMTM7	2043	369	30841902	5.85621276172	18.3217579043
RP11-802E16.3	1019	184	30841902	5.85467087847	18.3169339656
EFNA5	5345	965	30841902	5.85380769134	18.3142333967
CYFIP2	6934	1251	30841902	5.84968283339	18.3013283586
ZBTB4	6131	1106	30841902	5.84901396097	18.2992357232
COMT	4415	796	30841902	5.84576303809	18.2890648799
RUNDC1	3833	691	30841902	5.84518249836	18.2872486023
VEGFB	1387	250	30841902	5.8441640007	18.2840621286
CNNM1	5970	1076	30841902	5.84381942017	18.2829840734
EEA1	9904	1785	30841902	5.84368013413	18.2825483028
CDKN2AIP	3080	555	30841902	5.84253218867	18.2789568386
TXNIP	3209	578	30841902	5.84005542046	18.271208017
PHF19	4776	860	30841902	5.83838836123	18.2659924525
POLL	3599	648	30841902	5.8378375592	18.2642692123
ENTPD4	6138	1105	30841902	5.83706112298	18.2618400525
ZBTB39	6172	1111	30841902	5.83642607001	18.2598532246
SMIM10L1	4796	863	30841902	5.83432299393	18.2532735369
HSD17B7	1645	296	30841902	5.83424490897	18.2530292402
NFIA	10278	1849	30841902	5.83293510882	18.2489313971
ADD2	11221	2018	30841902	5.83107257334	18.2431042652
ARHGEF1	3577	643	30841902	5.82842053849	18.2348071041
CTB-129O4.1	395	71	30841902	5.82800747642	18.2335147974
TTLL5	7448	1338	30841902	5.82472321024	18.2232396362
ZNF691	2004	360	30841902	5.82456680405	18.2227503035
ZBTB34	6608	1187	30841902	5.82424360875	18.2217391541
SIK3	6398	1149	30841902	5.82283709524	18.2173387334
SH2B1	6387	1147	30841902	5.82271252413	18.216949
GCOM1	2506	450	30841902	5.82224255552	18.2154786554
SLC33A1	9274	1665	30841902	5.8211125106	18.2119431948
PNMAL1	3699	664	30841902	5.82026280767	18.2092848126
TMUB2	3434	616	30841902	5.81619914838	18.1965712408
ZSWIM1	2771	497	30841902	5.81538818921	18.1940340725
PTPN2	4345	779	30841902	5.81308300145	18.1868220578
ARHGAP12	5119	917	30841902	5.80821993752	18.1716074672
CDR1	2468	442	30841902	5.80678787242	18.1671271057
MVB12A	2558	458	30841902	5.80528820139	18.1624352322
NKIRAS1	3480	623	30841902	5.8045378818	18.1600877809
GPATCH3	2130	381	30841902	5.79968250456	18.1448972389
ZNF614	5312	950	30841902	5.79861648759	18.1415620962
HAUS8	3456	618	30841902	5.79793828683	18.1394402761
DEDD2	2360	422	30841902	5.79774747102	18.1388432894
FZR1	5235	936	30841902	5.79719634686	18.1371190414
RP11-54O7.3	1393	249	30841902	5.79571575527	18.1324868598
GRK5	2670	477	30841902	5.79249896434	18.1224228019
AL391152.1	1405	251	30841902	5.79236931732	18.122017188
TMEM101	2335	417	30841902	5.79039268618	18.1158330962
TXNRD3	3825	683	30841902	5.78959402385	18.1133343997
RP11-54O7.16	353	63	30841902	5.78661636878	18.1040185027
JMJD6	5805	1036	30841902	5.78650560954	18.1036719811
VCPKMT	1810	323	30841902	5.78605815796	18.1022720833
