Gene	Length	Counts	TotalReads	RPKM(27735584 pairs)	TPM(8.82 norm. reads)
PRKG1	7239	817	27735584	4.06917310227	12.7958940734
RP11-392E22.11	638	72	27735584	4.06887645044	12.7949612241
LIFR	10423	1176	27735584	4.06796557593	12.7920968943
ZNF232	2278	257	27735584	4.06763606034	12.7910607018
PARS2	2349	265	27735584	4.06748108815	12.7905733773
SNORD82	71	8	27735584	4.06250888166	12.7749378106
PDE5A	7751	873	27735584	4.06087098458	12.7697872906
SCYL3	6547	737	27735584	4.05870822993	12.762986307
FAM72A	3626	408	27735584	4.05690696649	12.7573220662
RP1-283K11.2	320	36	27735584	4.05616121153	12.7549769703
ADCY6	6749	759	27735584	4.05475887398	12.7505671891
RAB11FIP1	8760	985	27735584	4.05410329108	12.7485056476
GPR75	2117	238	27735584	4.05339366334	12.746274157
STRADA	3220	362	27735584	4.05336192843	12.7461743637
RHOV	1708	192	27735584	4.05299480934	12.7450199235
RP11-344B2.2	774	87	27735584	4.05266753263	12.7439907713
RP11-342D11.2	783	88	27735584	4.05213210291	12.7423070627
ENPP4	4655	523	27735584	4.05083625947	12.7382321622
ZNF787	3418	384	27735584	4.05062325006	12.7375623343
COL4A2-AS1	543	61	27735584	4.05035128142	12.7367071035
DEAR	374	42	27735584	4.04893097764	12.7322408259
GS1-358P8.4	4952	556	27735584	4.04815227717	12.7297921297
GPR137	2744	308	27735584	4.04696356706	12.72605412
AC073046.25	392	44	27735584	4.04696356706	12.72605412
FBXO46	3003	337	27735584	4.04610597783	12.7233573507
PAX6	8023	900	27735584	4.04453317864	12.7184115371
KLF5	3754	421	27735584	4.04343543493	12.7149595797
ZNF736	7324	821	27735584	4.04163887938	12.7093101433
SLC36A1	6441	722	27735584	4.04153722814	12.7089904915
FBXL6	1794	201	27735584	4.0395808424	12.7028384542
GLI3	8466	948	27735584	4.03731614409	12.6957168993
HOMEZ	5180	580	27735584	4.03702016763	12.6947861738
AC000120.7	1591	178	27735584	4.03378278177	12.6846059122
PRMT9	3540	396	27735584	4.0332450465	12.6829149535
POC1B	3424	383	27735584	4.03299518177	12.6821292306
ZNF562	12626	1411	27735584	4.02924721085	12.6703433867
UBXN11	3141	351	27735584	4.0290426552	12.6697001424
DHRS13	2041	228	27735584	4.02767600296	12.6654025771
RP11-77K12.8	806	90	27735584	4.02596646306	12.6600267695
TRMT61A	3233	361	27735584	4.02591111761	12.6598527306
CTD-2583A14.10	609	68	27735584	4.02581955678	12.659564809
SREBF1	4514	504	27735584	4.02560970927	12.658904924
CTD-3148I10.9	681	76	27735584	4.02373309938	12.6530037493
GAS8	3460	386	27735584	4.02229474027	12.648480695
GFPT2	3112	347	27735584	4.02024547387	12.6420365858
DDN	3751	418	27735584	4.01783319748	12.6344509579
PRKCE	6049	674	27735584	4.01734377631	12.6329119274
SNAPC1	2666	297	27735584	4.01660375035	12.6305848468
KIAA0141	4982	555	27735584	4.01653860101	12.6303799786
TAB3	6725	749	27735584	4.01561635349	12.6274798853
RP11-111A22.1	2281	254	27735584	4.01486657014	12.6251221217
NDUFAF6	2785	310	27735584	4.0132774006	12.62012483
STIM2	5260	585	27735584	4.00989321292	12.6094829364
DSE	10985	1221	27735584	4.00754389463	12.6020952861
CYB561D2	2753	306	27735584	4.00754031797	12.6020840389
FAM219A	3788	421	27735584	4.00714271983	12.6008337545
VPS8	6885	765	27735584	4.00608514719	12.5975081188
FAM229B	2547	283	27735584	4.00608514719	12.5975081188
SNORA71C	135	15	27735584	4.00608514719	12.5975081188
RNU6-312P	108	12	27735584	4.00608514719	12.5975081188
HPS3	4682	520	27735584	4.00437387631	12.592126868
INPP5E	3404	378	27735584	4.00373139564	12.5901065277
SPAG16	4629	514	27735584	4.00348885092	12.5893438232
ZNF292	11520	1279	27735584	4.00295539317	12.5876663156
METTL4	3702	411	27735584	4.00283872487	12.5872994412
CTD-2524L6.3	883	98	27735584	4.00154824442	12.5832414052
SERINC4	2642	293	27735584	3.99850360831	12.5736672632
PDP1	4617	512	27735584	3.99827601435	12.5729515728
ABHD18	6313	700	27735584	3.99783564507	12.5715667905
CIC	9002	998	27735584	3.99718471363	12.5695198759
LPCAT2	6190	686	27735584	3.99573016135	12.5649459007
OTUD6B-AS1	6012	666	27735584	3.99409088028	12.5597910286
SMG9	6112	677	27735584	3.99363167569	12.558347017
MFSD3	1553	172	27735584	3.99318725554	12.5569494964
LRRC16A	6186	685	27735584	3.9924854401	12.5547425723
DMXL1	11280	1249	27735584	3.99223432089	12.5539529046
BEND4	8771	971	27735584	3.99146939931	12.5515475374
RCAN3	7084	784	27735584	3.99025081855	12.5477155966
RP11-552M11.8	2024	224	27735584	3.99025081855	12.5477155966
ZNF7	5458	604	27735584	3.98993749728	12.5467303286
SPRYD3	3055	338	27735584	3.98903797635	12.5439017013
OXNAD1	5369	594	27735584	3.98892367236	12.5435422617
GPR160	2043	226	27735584	3.988437195	12.5420124883
B9D1	2442	270	27735584	3.98639922509	12.535603902
HOXD4	1466	162	27735584	3.9842238367	12.5287631905
TC2N	5503	608	27735584	3.98351770406	12.5265426905
TENM3	10925	1207	27735584	3.9833503848	12.5260165395
KBTBD7	4735	523	27735584	3.98239552013	12.5230138786
MOCOS	6175	682	27735584	3.98208107425	12.5220250742
TGFBR3	7055	779	27735584	3.98110034968	12.5189410944
RP11-1348G14.8	1540	170	27735584	3.98007160728	12.515706118
RP11-362K14.5	3144	347	27735584	3.97932694487	12.5133644577
HAGH	3154	348	27735584	3.97814162365	12.5096371046
SLC43A1	2719	300	27735584	3.97809117228	12.5094784556
PPFIA3	4768	526	27735584	3.97751826485	12.5076768948
RP11-385F5.5	544	60	27735584	3.97662863876	12.5048793826
ADA	1551	171	27735584	3.97509029112	12.5000419051
STAU2	7861	866	27735584	3.97194092828	12.4901384401
ABHD11	1489	164	27735584	3.97110925269	12.4875231587
ARHGAP44	4449	490	27735584	3.97096774536	12.4870781757
KIF16B	6274	691	27735584	3.97096645368	12.4870741139
CTD-2562J17.9	218	24	27735584	3.96933207245	12.4819346498
AL162590.1	109	12	27735584	3.96933207245	12.4819346498
ZSCAN30	7223	795	27735584	3.96837037632	12.4789105067
JADE3	5009	551	27735584	3.96609627569	12.4717593853
ZNF552	2355	259	27735584	3.96525880174	12.4691258704
CCDC130	2110	232	27735584	3.96431553902	12.4661596929
DNAAF3	2393	263	27735584	3.96255893999	12.4606359035
SNORA71B	273	30	27735584	3.96206223349	12.4590739636
TNKS	12449	1368	27735584	3.96199858079	12.4588738018
AGAP2-AS1	1502	165	27735584	3.96074330465	12.454926469
KIAA1462	9269	1018	27735584	3.95983947768	12.4520843008
MAPK8IP1	3464	380	27735584	3.95519953909	12.4374935815
SLC16A2	4167	457	27735584	3.95417043686	12.4342574736
SNORD73	73	8	27735584	3.95120726846	12.4249395144
SLX4	7322	802	27735584	3.94918363732	12.4185760177
PRKACB	6328	693	27735584	3.94847551565	12.4163492631
TTBK2	12641	1384	27735584	3.94745641907	12.4131446189
PLEKHA3	13888	1520	27735584	3.94608617609	12.4088357622
USP20	4615	505	27735584	3.94532112546	12.4064299891
DNAJC30	2486	272	27735584	3.94484973464	12.4049476568
SNTA1	2350	257	27735584	3.94301061509	12.3991643739
LL22NC03-N14H11.1	695	76	27735584	3.94267948299	12.3981230982
ALG12	5360	586	27735584	3.94180840789	12.3953839214
FAS	2717	297	27735584	3.94120927436	12.3934998901
VPS13D	16699	1825	27735584	3.94035262846	12.3908060873
SDC4	2618	286	27735584	3.93875598505	12.3857852933
C4orf32	8903	972	27735584	3.93633975824	12.3781872429
ARL4C	4014	438	27735584	3.93422711765	12.3715438476
RP4-594I10.3	1448	158	27735584	3.93415267908	12.3713097686
IDS	8464	923	27735584	3.93177567554	12.3638350594
ZNF32-AS2	908	99	27735584	3.93108135038	12.3616516893
CTC-428G20.6	945	103	27735584	3.92977876344	12.3575555832
CNST	5469	596	27735584	3.9291718284	12.3556470194
HM13-IT1	358	39	27735584	3.92775387336	12.3511881276
CYP4X1	2369	258	27735584	3.92660604128	12.3475786627
CTB-129O4.1	395	43	27735584	3.92494924548	12.3423687139
COBLL1	9775	1064	27735584	3.92452904036	12.3410473397
AC010327.2	3062	333	27735584	3.92104414962	12.330088776
UXT-AS1	1546	168	27735584	3.91798236905	12.3204607216
RNF115	9126	991	27735584	3.91521733813	12.3117658242
RP11-632F7.3	479	52	27735584	3.91408736719	12.3082125253
LINC00843	553	60	27735584	3.91190954699	12.3013641666
RP11-53O19.3	2518	273	27735584	3.90903542758	12.2923262303
DCLRE1C	6146	666	27735584	3.90700852136	12.2859524348
AC015933.2	443	48	27735584	3.90661124963	12.2847031768
SH3BP5L	3868	419	27735584	3.9056223087	12.2815933599
CTD-2196E14.9	3011	326	27735584	3.90363793486	12.2753533114
IGSF3	7338	794	27735584	3.90126525781	12.2678922073
COL18A1	6872	743	27735584	3.89823797719	12.2583726412
EPN2	5753	622	27735584	3.89815133912	12.2581001997
HSPBAP1	1961	212	27735584	3.89781257565	12.2570349264
MYO5C	7012	758	27735584	3.89753463693	12.2561609222
CITF22-1A6.3	2350	254	27735584	3.89698325382	12.2544270466
ANO5	6673	721	27735584	3.89562213699	12.2501468879
C15orf41	3249	351	27735584	3.89511325946	12.2485466751
KIN	6361	687	27735584	3.89398278024	12.2449917778
FRRS1	2695	291	27735584	3.89311205955	12.2422537154
TRO	4995	539	27735584	3.89059440421	12.2343367136
RAI1	7668	827	27735584	3.88853570039	12.2278629275
RP11-1334A24.6	436	47	27735584	3.88663765427	12.2218943446
DOCK11	6717	724	27735584	3.88620676181	12.2205393631
PARP16	2737	295	27735584	3.88606359729	12.2200891689
GALNT18	2515	271	27735584	3.88502651054	12.216827953
CTPS2	4873	525	27735584	3.8844145948	12.2149037269
MBNL2	4864	524	27735584	3.88418946426	12.2141957829
RP11-424N24.2	613	66	27735584	3.88191611327	12.2070470189
TUSC1	2053	221	27735584	3.88119988201	12.2047947629
DMPK	3691	397	27735584	3.87801198345	12.1947701188
CNNM2	16140	1736	27735584	3.87800956256	12.1947625061
SUMF1	2168	233	27735584	3.87488955427	12.1849513492
KIAA1551	6236	670	27735584	3.87374814586	12.1813620841
KCTD1	2783	299	27735584	3.87365258034	12.1810615694
RASSF8	7103	763	27735584	3.87298137488	12.1789509013
LY6G5B	2803	301	27735584	3.87173908803	12.1750444145
XYLT2	3679	395	27735584	3.8710608041	12.1729114874
RP11-389G6.4	652	70	27735584	3.87091049499	12.1724388264
PKI55	3149	338	27735584	3.86996221587	12.1694568744
RUFY2	6634	712	27735584	3.86961013313	12.1683497174
SLC12A9	3578	384	27735584	3.86948861618	12.167967596
GRAMD4	4557	489	27735584	3.86894464182	12.166257018
ONECUT2	16123	1730	27735584	3.86868112273	12.1654283576
RP11-110I1.12	1361	146	27735584	3.86774128098	12.1624729376
ABHD16A	2583	277	27735584	3.86650029886	12.1585705537
CDK10	3572	383	27735584	3.86589459753	12.1566658694
ZCCHC4	2845	305	27735584	3.86527371847	12.1547134573
RP3-424M6.4	1829	196	27735584	3.8637147073	12.1498110014
CSTF2T	4106	440	27735584	3.86363789159	12.1495694473
RP11-12J10.4	728	78	27735584	3.86301067765	12.1475971146
AL135791.1	84	9	27735584	3.86301067765	12.1475971146
AC026956.1	84	9	27735584	3.86301067765	12.1475971146
MON2	13563	1453	27735584	3.86253597802	12.1461043773
XXbac-BPG283O16.9	3707	397	27735584	3.86127386861	12.1421355566
CUL7	5612	601	27735584	3.86117508217	12.1418249135
PPP1R37	3176	340	27735584	3.85976717582	12.1373976208
MTERF1	4064	435	27735584	3.85920850179	12.1356408182
ZNF133	3234	346	27735584	3.85743634767	12.1300681144
INVS	4955	530	27735584	3.85651385512	12.1271672506
HNRNPA1L2	3012	322	27735584	3.85446041055	12.1207100027
SGMS2	6578	703	27735584	3.8532229745	12.1168187698
ZBED1	4758	508	27735584	3.84947904434	12.1050456324
RP11-700J17.2	562	60	27735584	3.84926330869	12.1043672316
GNAI3	27183	2902	27735584	3.84913114352	12.1039516259
TXNRD3	3825	408	27735584	3.8458417413	12.093607794
RUFY3	6651	709	27735584	3.84345652146	12.0861072479
CTD-3126B10.1	1839	196	27735584	3.8427048394	12.0837435136
SH3RF1	5284	563	27735584	3.84156575337	12.0801615515
AC003002.4	460	49	27735584	3.84061641285	12.0771762617
MARC2	2207	235	27735584	3.83908930055	12.0723741147
CTB-193M12.5	883	94	27735584	3.83821974465	12.0696397152
PIK3R1	7778	828	27735584	3.83817774709	12.0695076499
PLEKHH1	6633	706	27735584	3.83757953042	12.0676265019
KANK2	5553	591	27735584	3.83727118637	12.0666568853
NBL1	3298	351	27735584	3.83724165554	12.0665640228
DHFRL1	4165	443	27735584	3.83487670633	12.0591272196
UBALD1	3178	338	27735584	3.83464789734	12.0584077084
SLC16A1-AS1	9605	1021	27735584	3.8325784922	12.0519002711
NPHP3	4389	466	27735584	3.82809776881	12.0378102188
RAB22A	8677	921	27735584	3.82694938171	12.0341990085
PPOX	2007	213	27735584	3.82644007333	12.0325974408
FAM95C	2668	283	27735584	3.82439987627	12.026181851
SNORA20	132	14	27735584	3.82399036777	12.0248941134
ZBTB43	7055	748	27735584	3.82267401997	12.020754735
NIPA1	8175	866	27735584	3.81937952749	12.0103948964
MTUS1	8037	851	27735584	3.81766904844	12.0050161356
AC136698.1	85	9	27735584	3.81756349321	12.0046842073
PFKFB2	9181	972	27735584	3.81714768191	12.00337665
HOXA3	3675	389	27735584	3.816409279	12.0010546732
TMEM8A	3704	392	27735584	3.81573120931	11.9989224198
ZFP36L1	4952	524	27735584	3.81516509575	11.997142223
KLRG2	2202	233	27735584	3.81505928868	11.9968095028
RP11-461A8.1	331	35	27735584	3.81243752678	11.9885651282
FAM172A	4364	461	27735584	3.80871844081	11.9768701157
USP3-AS1	2358	249	27735584	3.80730992997	11.9724409221
CCDC144NL-AS1	8049	849	27735584	3.80301858736	11.9589463953
C19orf60	844	89	27735584	3.80198365273	11.9556919469
HAS3	4876	514	27735584	3.80068701618	11.9516145524
ZNF749	2590	273	27735584	3.80036726126	11.9506090532
C17orf96	3720	392	27735584	3.79931946218	11.9473141514
PTPN23	5269	555	27735584	3.79775959579	11.9424090061
RP5-821D11.7	2991	315	27735584	3.79714188977	11.940466572
ELAVL2	4682	493	27735584	3.7964544635	11.938304896
RP11-527J8.1	627	66	27735584	3.7952385605	11.9344813757
MIR3916	95	10	27735584	3.7952385605	11.9344813757
MIR2110	76	8	27735584	3.7952385605	11.9344813757
AL035588.1	38	4	27735584	3.7952385605	11.9344813757
TRAPPC2	3031	319	27735584	3.79461249013	11.9325126391
IL4I1	2575	271	27735584	3.79450162097	11.9321640007
SOS2	5521	581	27735584	3.79420743247	11.9312388975
ZC3HAV1L	1758	185	27735584	3.79415914111	11.9310870408
ALX3	1863	196	27735584	3.79320139541	11.9280753202
MED30	989	104	27735584	3.79140110998	11.9224141549
PLCXD1	5588	587	27735584	3.78742803018	11.9099204351
SFI1	4503	473	27735584	3.78723172809	11.9093031449
RP11-96D1.8	2705	284	27735584	3.78541724075	11.9035973204
CYB5R4	9498	997	27735584	3.78464961316	11.9011834439
INPP5F	5908	620	27735584	3.78367554525	11.8981203966
C17orf53	2735	287	27735584	3.78344348636	11.8973906658
CTC-467M3.1	467	49	27735584	3.78304828675	11.8961479237
GPCPD1	5509	578	27735584	3.78283807146	11.8954868822
AC025263.3	553	58	27735584	3.78151256209	11.8913186944
CACNA2D1	7954	834	27735584	3.78044695937	11.8879678074
ZNF385A	2747	288	27735584	3.78004102713	11.8866913156
ROGDI	1746	183	27735584	3.77893598936	11.8832164213
RP11-59N23.1	458	48	27735584	3.77866546635	11.8823657365
UNC119	4792	502	27735584	3.7770226826	11.8771998499
FKBP11	2272	238	27735584	3.77686372592	11.8766999958
KIAA1211	4948	518	27735584	3.77452889172	11.869357892
EME2	1242	130	27735584	3.77384832707	11.8672177931
DGKE	9879	1034	27735584	3.77372490938	11.8668296947
PLAG1	7348	769	27735584	3.77328733039	11.8654536867
SNORD14E	86	9	27735584	3.77317322003	11.8650948561
CTD-2561B21.4	497	52	27735584	3.77232967583	11.8624422527
RABL2B	4522	473	27735584	3.77131898974	11.8592640561
ZNF451	15134	1583	27735584	3.77128948672	11.8591712811
LRRC14	5402	565	27735584	3.77100018021	11.8582615298
TBC1D22A	4258	445	27735584	3.76805331482	11.848994837
SNORA9	134	14	27735584	3.76691588467	11.8454180819
DDHD1	12945	1352	27735584	3.76562719745	11.8413656848
BEX5	1063	111	27735584	3.76489093325	11.8390504334
TMEM87B	5231	546	27735584	3.7633153151	11.8340957553
HIP1R	4571	477	27735584	3.76244225266	11.831350329
ITPR2	11519	1202	27735584	3.76229092129	11.8308744534
MSI1	2990	312	27735584	3.76223648606	11.8307032768
TMEM19	6402	668	27735584	3.76204059746	11.8300872868
RP11-637A17.2	2559	267	27735584	3.76186893658	11.8295474832
SPICE1	5435	567	27735584	3.76137120628	11.8279823239
AC098820.2	671	70	27735584	3.76130200109	11.8277647017
SMAD3	7247	756	27735584	3.76119819808	11.8274382835
XXYLT1	3557	371	27735584	3.76056179547	11.8254370561
TPCN2	2956	308	27735584	3.7567212544	11.8133601168
AC046130.1	96	10	27735584	3.75570482549	11.8101638614
SNORD21	96	10	27735584	3.75570482549	11.8101638614
CDNF	1498	156	27735584	3.75470196706	11.8070102796
CCZ1B	2900	302	27735584	3.75466876899	11.8069058851
CMTM3	3073	320	27735584	3.75448266317	11.806320658
CYB561A3	5714	595	27735584	3.75439026308	11.8060300973
ARRB1	3352	349	27735584	3.75391212629	11.8045265517
AC068580.6	2017	210	27735584	3.75384280029	11.8043085496
FAM21A	4764	496	27735584	3.75381278276	11.8042141567
NCAM1-AS1	1201	125	27735584	3.75257767743	11.8003302528
TCEANC2	10688	1112	27735584	3.7512069754	11.7960199526
OGFOD3	4510	469	27735584	3.74937592157	11.7902620331
STK19	1683	175	27735584	3.74901016448	11.7891118759
LACTB	3799	395	27735584	3.74878460076	11.7884025697
RNF144A	5752	598	27735584	3.74839190928	11.7871677148
ST6GAL1	4803	499	27735584	3.74585225818	11.7791815452
GAD1	3930	408	27735584	3.7430902444	11.7704961354
USP30	4325	449	27735584	3.74302660805	11.770296025
RP11-563N4.1	713	74	27735584	3.74200940818	11.7670973452
RP11-783K16.14	925	96	27735584	3.74190007262	11.7667535293
AL109761.5	424	44	27735584	3.74153235445	11.7655972053
TMEM47	4057	421	27735584	3.74144851435	11.7653335623
TWIST1	1668	173	27735584	3.73949314999	11.7591847368
ZSCAN25	4368	453	27735584	3.73919623285	11.7582510532
SNORA31	135	14	27735584	3.73901280405	11.7576742442
CEP57L1	5748	596	27735584	3.73845524174	11.7559209376
MTRF1	2701	280	27735584	3.7376284972	11.7533211623
AC002310.12	1447	150	27735584	3.73753624652	11.7530310714
RP11-806L2.6	328	34	27735584	3.73738431415	11.7525533059
RP3-428L16.2	2026	210	27735584	3.73716728934	11.7518708512
TXNRD2	5494	569	27735584	3.73410302854	11.7422349975
AAED1	2869	297	27735584	3.73240348499	11.7368906244
HCG16	319	33	27735584	3.7298034129	11.7287144554
SNORD127	87	9	27735584	3.7298034129	11.7287144554
SNORD35A	87	9	27735584	3.7298034129	11.7287144554
AP001205.1	87	9	27735584	3.7298034129	11.7287144554
TMEM106B	12607	1304	27735584	3.7293103266	11.7271638996
ACER3	7514	777	27735584	3.72831427127	11.7240317108
ARID5A	3173	328	27735584	3.72706062229	11.7200894947
ZSCAN9	3241	335	27735584	3.72673456303	11.719064171
CAND2	4918	508	27735584	3.72424182451	11.7112255224
ANKS6	7485	773	27735584	3.72349156567	11.7088662635
ITGA5	4474	462	27735584	3.72313411757	11.7077422347
SLC13A3	4668	482	27735584	3.72287861365	11.7069387788
TMEM63A	4485	463	27735584	3.72204165181	11.7043068743
MGAT4A	9131	942	27735584	3.71959148811	11.6966021061
AC018470.1	1552	160	27735584	3.71698621904	11.6884095948
METTL25	2105	217	27735584	3.71680964013	11.6878543259
ZNF616	4534	467	27735584	3.71362502727	11.677840014
AMER1	8445	869	27735584	3.71007601376	11.6666798102
ACSF3	3762	387	27735584	3.70898313867	11.6632431626
CTIF	5843	601	27735584	3.70852551107	11.66180411
ZBTB14	3782	389	27735584	3.70843577481	11.6615219259
PCK2	3209	330	27735584	3.70771981526	11.6592705244
FBXW9	1838	189	27735584	3.70748141206	11.6585208433
BBS1	3647	375	27735584	3.70730391329	11.6579626819
ENKD1	1586	163	27735584	3.70550246591	11.6522978627
AHCYL2	5770	593	27735584	3.70545518727	11.6521491906
GPAT3	2842	292	27735584	3.70443060057	11.6489272823
RP11-95D17.1	3232	332	27735584	3.70364555068	11.6464586197
ETNK2	2787	286	27735584	3.69991502292	11.6347276275
LRRC8C	7221	741	27735584	3.69984515256	11.6345079136
WDR17	4883	501	27735584	3.69925003659	11.632636516
C2CD3	9483	972	27735584	3.69558503297	11.6211115705
UNC5C	10703	1097	27735584	3.69541985034	11.6205921384
NRM	1787	183	27735584	3.69223404445	11.6105740748
RPS6KA6	8281	848	27735584	3.69211953186	11.6102139793
CTC-548K16.5	254	26	27735584	3.69064537182	11.6055783457
PKIA	4221	432	27735584	3.69004005029	11.6036748557
WDR20	6011	615	27735584	3.68885065542	11.5999346927
TDRD7	3851	394	27735584	3.68880237132	11.5997828588
TRIM35	4235	433	27735584	3.68635509294	11.5920871639
RP11-96D1.7	460	47	27735584	3.68385655927	11.5842302918
HAUS8	3456	353	27735584	3.68267723166	11.5805217863
ZNF277	4024	411	27735584	3.68253204758	11.5800652414
FBXO10	4586	468	27735584	3.67937868294	11.5701491924
CTA-14H9.5	343	35	27735584	3.67905778824	11.5691401091
SNORD15B	147	15	27735584	3.67905778824	11.5691401091
MIR1254-1	98	10	27735584	3.67905778824	11.5691401091
SYCP2L	3166	323	27735584	3.67836055682	11.5669475999
TBC1D17	2402	245	27735584	3.67752612388	11.5643236478
RP11-54O7.16	353	36	27735584	3.67697333623	11.5625853555
USP31	11066	1128	27735584	3.67520119414	11.5570126895
SYPL2	3630	370	27735584	3.67500373007	11.5563917453
MIR3934	108	11	27735584	3.67224471826	11.5477157756
OAZ3	4330	441	27735584	3.67209051945	11.547230883
GAS2L3	3093	315	27735584	3.67192091571	11.5466975483
CTD-2331H12.8	1974	201	27735584	3.67123000571	11.5445249174
GPATCH2	7871	801	27735584	3.66914849779	11.5379794217
HERC3	6400	651	27735584	3.66744576209	11.5326250106
ULBP3	993	101	27735584	3.66720181148	11.5318578852
TMOD2	9284	944	27735584	3.66605982449	11.5282668007
GCHFR	1535	156	27735584	3.66419775027	11.5224113347
RP11-529K1.2	1476	150	27735584	3.66410226877	11.5221110843
FAM117A	2470	251	27735584	3.66386491802	11.5213647127
RAMP1	1240	126	27735584	3.66362948138	11.5206243603
TMEM189	7834	796	27735584	3.66346617239	11.5201108199
RP5-874C20.8	561	57	27735584	3.66331850358	11.5196464616
LINS1	5064	514	27735584	3.65958726124	11.5079132223
TP53I11	4966	504	27735584	3.65920302611	11.5067049591
RP11-864J10.4	1685	171	27735584	3.65897035106	11.5059732907
PLD2	3528	358	27735584	3.6586185783	11.5048671085
KIAA1841	5499	558	27735584	3.65858512624	11.5047619154
RBMS2	8495	862	27735584	3.65852955526	11.5045871672
MAPKAPK5	11570	1174	27735584	3.65845252076	11.5043449251
ITGB5	4387	445	27735584	3.65725347949	11.500574428
CELSR3	11991	1216	27735584	3.65629187314	11.4975505673
RP11-138H11.1	582	59	27735584	3.65503644873	11.4936027682
CTA-445C9.14	2033	206	27735584	3.65336048347	11.4883325392
KRT222	1718	174	27735584	3.65164688039	11.4829439546
ANKH	8215	832	27735584	3.65156002218	11.4826708209
LNPEP	13097	1326	27735584	3.65034894606	11.4788624792
RP11-640I15.1	573	58	27735584	3.64952259482	11.4762639407
LHFPL2	5177	524	27735584	3.64935243465	11.4757288561
RP11-712L6.7	494	50	27735584	3.64926784663	11.4754628612
SPRY1	3026	306	27735584	3.64598760587	11.4651478385
ANXA9	1840	186	27735584	3.64466659587	11.4609937994
ARID5B	8175	826	27735584	3.64296476871	11.4556422453
ZNF79	2308	233	27735584	3.63984426069	11.4458295169
RP11-178H8.7	3153	318	27735584	3.63635131344	11.4348456188
AC083949.1	952	96	27735584	3.63577475544	11.4330325784
PRSS23	5931	598	27735584	3.63526391202	11.4314261837
RP11-223P11.2	754	76	27735584	3.63416742796	11.4279781873
TULP4	11309	1139	27735584	3.6313006317	11.4189632793
TOLLIP	3863	389	27735584	3.63067670213	11.4170012746
NCOA7	6972	702	27735584	3.63029919104	11.4158141558
CNTRL	8368	842	27735584	3.62788160199	11.4082118217
PELI2	5915	595	27735584	3.62681081373	11.4048446283
SLC35A3	6186	622	27735584	3.62529334853	11.4000728175
CTC-429P9.2	378	38	27735584	3.62455322841	11.3977454408
RHOBTB1	4629	465	27735584	3.62183329898	11.3891923692
THEM6	2261	227	27735584	3.61982837493	11.3828876987
DNAJC18	5111	513	27735584	3.61887989133	11.3799051036
AC012363.4	578	58	27735584	3.61795233016	11.3769883011
WAC-AS1	2611	262	27735584	3.61790454886	11.3768380483
RP11-365O16.6	1326	133	27735584	3.61635288174	11.3719586864
AP000487.5	2604	261	27735584	3.61378418232	11.3638811717
ADCK1	2245	225	27735584	3.61350664724	11.3630084368
RP11-388P9.2	1548	155	27735584	3.61013487102	11.3524055722
DNAJB9	2718	272	27735584	3.60812966899	11.3461000275
ELK3	4210	421	27735584	3.60547663247	11.3377573069
SNORA56	130	13	27735584	3.60547663247	11.3377573069
MIR4724	90	9	27735584	3.60547663247	11.3377573069
TCF7	4132	413	27735584	3.60373148405	11.3322695251
NUDT13	2292	229	27735584	3.60233049231	11.3278639759
KREMEN1	7489	748	27735584	3.60114370555	11.3241320144
RP11-260M2.1	741	74	27735584	3.60061094201	11.3224566898
FAM105A	3605	360	27735584	3.6004759714	11.3220322621
RP11-552F3.10	1422	142	27735584	3.60040563862	11.3218110941
SOX2	2514	251	27735584	3.59973999503	11.3197179158
RP11-301O19.1	461	46	27735584	3.59765564195	11.3131634733
COL25A1	6335	632	27735584	3.5969395923	11.3109117884
CRYGD	622	62	27735584	3.59388346002	11.3013014956
SYNE2	24379	2430	27735584	3.59379310756	11.3010173739
CTD-3184A7.4	803	80	27735584	3.59200660769	11.2953995586
METTL15	5723	570	27735584	3.5909866862	11.2921923204
NMB	1025	102	27735584	3.58788894158	11.2824511737
ZNF304	4614	459	27735584	3.58672252775	11.2787832767
DNAJC16	7833	779	27735584	3.58568402489	11.2755176077
TPST1	2122	211	27735584	3.5850875092	11.2736418085
PRAF2	1740	173	27735584	3.5847555024	11.2725977822
ZNF300	4417	439	27735584	3.58343726886	11.2684524739
HIST1H1E	755	75	27735584	3.58159930378	11.2626728214
SIPA1L2	6938	689	27735584	3.58053242977	11.2593179367
RP11-182L21.6	1702	169	27735584	3.58005611568	11.2578201226
CHIC1	6863	681	27735584	3.5776330857	11.250200679
CDK5R1	4327	429	27735584	3.57464634927	11.240808608
SLC47A1	3490	346	27735584	3.57448399666	11.240298075
KIAA1522	5801	575	27735584	3.57377876861	11.2380804197
TEX15	10191	1010	27735584	3.57328171798	11.2365173977
GFOD2	7154	709	27735584	3.57322187926	11.2363292292
ZNF48	3643	361	27735584	3.57281653671	11.2350545918
IGSF8	2404	238	27735584	3.56948185744	11.2245683821
IFT122	4617	457	27735584	3.56877370812	11.2223415405
RP11-644F5.11	1445	143	27735584	3.5680495394	11.2200643245
RP11-360F5.1	950	94	27735584	3.56752424687	11.2184124932
MIR4741	91	9	27735584	3.56585601014	11.2131665673
MIR3176	91	9	27735584	3.56585601014	11.2131665673
RP11-834C11.12	779	77	27735584	3.5638215751	11.2067690967
PDK1	14265	1410	27735584	3.56377290697	11.2066160552
